,name,year,quarter,sector,Relative Return,부채총계 변화율,소비자물가지수 변화율,비유동부채 변화율,영업이익 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
5,대림산업,2023,Q3,건설,0.2218111008433589,0.031427936979379734,-0.028955398190522508,-0.07098992406158755,-0.5264353908541461,-0.7361398951841782,-0.0003100934171623715,-0.15609689068941437,000210
5,현대건설,2023,Q3,건설,0.034736884736884716,0.017479899129915877,-0.028955398190522508,0.1205083242367384,0.04303602388749761,-0.046222116952057135,0.020532300373466095,-0.15828329584792822,000720
5,한화,2023,Q3,에너지_화학,-0.1137787505712034,0.03428575893546082,-0.028955398190522508,0.2831172653168097,0.6689269946581458,-1.5888446761800221,0.005070895330064884,0.06789821303561219,000880
5,KCC,2023,Q3,건설,0.18342528553796159,-0.004618594333085646,-0.028955398190522508,-0.004017957292956731,0.12926194766884125,-0.23554274115309815,0.019347677721209156,0.023524832476839577,002380
5,한국쉘석유,2023,Q3,에너지_화학,0.11795366795366793,-0.07261375859929742,-0.028955398190522508,0.08758831985721205,0.06936710563264725,-0.04395302248707034,0.10259957821164467,-0.04740177439797208,002960
5,태광산업,2023,Q3,에너지_화학,0.022519478886202097,0.05202566693391253,-0.028955398190522508,0.07073186645380636,0.387984849066181,-0.5954358794809224,-0.0028482136496117416,0.05806270647634486,003240
5,한일시멘트,2023,Q3,건설,0.08271480294657499,0.026496735419807793,-0.028955398190522508,-0.040162784990625644,0.8659530995685862,0.6309461549964945,0.0009234654230698691,0.03804570950805011,003300
5,삼성정밀화학,2023,Q3,에너지_화학,-0.033932134017023705,0.051721019222021436,-0.028955398190522508,0.017646436139695743,-0.4997784633410045,-0.3990624691709731,0.02307297606136416,-0.2817709610981643,004000
5,효성,2023,Q3,에너지_화학,0.06717388159221001,-0.0015370117977532294,-0.028955398190522508,0.024433588179026078,-8.516586374850377,434.208831916173,0.003449225309517301,-0.16641416349233173,004800
5,SK케미칼,2023,Q3,에너지_화학,0.05176628390914103,-0.11005119187478296,-0.028955398190522508,-0.101664041106734,-4.704212175960705,-2.8288823379830927,0.0006257350606932999,0.029458673432543908,006120
5,대한유화,2023,Q3,에너지_화학,0.21189306189306187,-0.039257337788305535,-0.028955398190522508,0.1641240766977472,-1.4703275772710598,-1.5126279554691393,0.009628093215088729,-0.20069021246227506,006650
5,국도화학,2023,Q3,에너지_화학,-0.17799185246914162,0.06908712497797165,-0.028955398190522508,-0.0034136438429478444,-0.8511855492935669,-0.8204079510095763,0.003757871815522229,-0.09615814877157773,007690
5,한화케미칼,2023,Q3,에너지_화학,-0.14144989144989145,0.05992525628173384,-0.028955398190522508,-0.012512255949679418,-1.0057798925057826,-2.1938570783525684,-0.00636837096522358,-0.2136681476471225,009830
5,OCI,2023,Q3,에너지_화학,-0.014162995870312965,-0.3212221039475881,-0.028955398190522508,0.0006964005745351276,-39.08956974938121,-23.664508873355818,0.05367835690292733,-0.18592472848978844,010060
5,아이에스동서,2023,Q3,건설,-0.08898487636805394,0.0978942479271625,-0.028955398190522508,-0.12631444498651656,-0.2253404852184111,-0.5565238933170178,0.02475971528330212,-0.07860744815683732,010780
5,S-Oil,2023,Q3,에너지_화학,-0.08708396956804601,0.18839232070276446,-0.028955398190522508,0.18251076493330465,23.51275677837776,-21.19531292928183,0.07764558528598187,0.058710795737404564,010950
5,롯데케미칼,2023,Q3,에너지_화학,0.060036112667691564,0.05450085820413042,-0.028955398190522508,0.013106746565890282,-0.931521488520397,0.08307179317797564,0.0014177697639161657,-0.26315182541908133,011170
5,금호석유,2023,Q3,에너지_화학,0.06366348159390081,0.15281679871760456,-0.028955398190522508,0.4221667850630384,-0.12674879268183759,-0.1833225545155368,0.016310626491690794,-0.049396631828727014,011780
5,SKC,2023,Q3,에너지_화학,-0.12462022310776313,0.1116884254504098,-0.028955398190522508,-0.007911685583317452,-0.49886461915722413,-0.24121833003069126,-0.004926907005666337,0.2118425897943526,011790
5,현대산업,2023,Q3,건설,0.12857257813764267,0.002305638568698587,-0.028955398190522508,-0.22018222016269784,0.8556654684057996,0.759267751405416,0.0026317401479309943,0.1477098837447005,012630
5,한솔케미칼,2023,Q3,에너지_화학,-0.038264594487301976,0.10825267397788552,-0.028955398190522508,0.15484604764535725,0.2246085465745109,-0.06122557252833183,0.03984386632581183,-0.013607867947747113,014680
