,name,year,quarter,sector,Relative Return,부채총계 변화율,소비자물가지수 변화율,비유동부채 변화율,영업이익 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
33,대림산업,2016,Q3,건설,-0.01695130941694848,-0.035061460184877324,-0.1224419591674838,0.0019616425353685685,-0.09446807252938172,0.0703892865309288,0.0052486077034687995,-0.13911732572419963,000210
33,현대건설,2016,Q3,건설,0.17336626894697518,-0.032459688691417465,-0.1224419591674838,0.03452363188719354,0.12382138981552182,-0.09090127196796671,0.01839996675062472,0.01665776516054719,000720
33,한화,2016,Q3,에너지_화학,-0.008169161058828388,-0.021793698876800605,-0.1224419591674838,-0.05179550599005367,-0.2994510955154962,-0.4405754334194024,0.01182713877430297,-0.1480524624259277,000880
33,KCC,2016,Q3,건설,-0.055202335069408956,0.0633831912210705,-0.1224419591674838,0.12282492517366572,-0.012458601943076353,0.19525519336625385,0.011147628165665724,-0.2071485078598309,002380
33,한국쉘석유,2016,Q3,에너지_화학,-0.00914302308301864,-0.015169369706348412,-0.1224419591674838,0.014218813584566892,-0.21979799200974204,-0.20833924523862224,0.03397061784376909,-0.22900066637135905,002960
33,태광산업,2016,Q3,에너지_화학,0.003052012134175792,-0.03709131782596642,-0.1224419591674838,0.20108995650721062,-0.5015890715733262,-3.2189423202964935,-0.005467361547842997,-0.10714640041194032,003240
33,한일시멘트,2016,Q3,건설,-0.0743844073816016,0.05973830576045236,-0.1224419591674838,0.021862803919197704,-0.1375426012480886,-1.585236909667493,-0.017737152754482843,0.1901894167030761,003300
33,삼성정밀화학,2016,Q3,에너지_화학,-0.16505417548574225,-0.08403136836253022,-0.1224419591674838,-0.33941787786566535,-0.5498462079643753,-0.567571562509318,0.012917040537689717,0.1852746668176697,004000
33,효성,2016,Q3,에너지_화학,0.008662089460464695,-0.061594721598738245,-0.1224419591674838,-0.11450598862870998,-0.3738384634033127,0.5598236947425226,0.05392455316974454,-0.14818608010383277,004800
33,SK케미칼,2016,Q3,에너지_화학,-0.12294333711072915,0.02193536750195557,-0.1224419591674838,0.01021037375592293,1.3719300496616946,3.213492004417133,0.017360863170947205,-0.022953806395161744,006120
33,대한유화,2016,Q3,에너지_화학,-0.12593169363574927,-0.1023027933232965,-0.1224419591674838,-0.06316168787745247,-0.29871709064494056,-0.3016668221955445,0.06818534125118991,0.05995466785448869,006650
33,국도화학,2016,Q3,에너지_화학,-0.040211982271602,-0.030509315099573997,-0.1224419591674838,0.4407802197697537,-0.6745420593162197,-0.7128131291284647,0.003523696664204712,-0.2412765886714921,007690
33,한화케미칼,2016,Q3,에너지_화학,-0.07329964740484654,-0.030530114545184395,-0.1224419591674838,-0.03639113544168504,-0.1519597432416151,-0.15616970212285874,0.027530202516238278,-0.03254546666001118,009830
33,OCI,2016,Q3,에너지_화학,-0.08019995721843763,-0.022435480311527534,-0.1224419591674838,-0.008698576153691406,-0.8587091110482227,-0.9537981194975697,-0.003966911971252429,-0.106069802875772,010060
33,아이에스동서,2016,Q3,건설,-0.18481327166520314,-0.14191663929164844,-0.1224419591674838,-0.18830514566758882,-0.17157611380029847,-0.23043500418708396,0.12136591433031807,-0.15739864160906342,010780
33,S-Oil,2016,Q3,에너지_화학,0.13137804526155245,0.1446951238210885,-0.1224419591674838,0.0007415613572416824,-0.8186836935473553,-0.6125436995593235,0.025318409136926734,0.052281094137023046,010950
33,롯데케미칼,2016,Q3,에너지_화학,0.03567162649136499,0.027343876839168946,-0.1224419591674838,-0.07537014732700897,-0.07397176887832624,-0.07053796738077944,0.04562814788117575,0.052782709557332705,011170
33,금호석유,2016,Q3,에너지_화학,0.178539035203508,-0.054518125893946556,-0.1224419591674838,-0.24103645869302703,-0.6917322672873063,-0.7708800436033374,0.013689269970752926,-0.04270229543123574,011780
33,SKC,2016,Q3,에너지_화학,-0.012310610291791764,-0.03528742150230124,-0.1224419591674838,-0.024367827856245472,-0.7913215243705617,-1.029168968583988,-0.0019248659273066737,-0.08921682342724523,011790
33,현대산업,2016,Q3,건설,0.06545321633288634,-0.12192975035379616,-0.1224419591674838,0.01996669751247171,-0.10619739652015026,-0.194950668600417,0.039674657814171566,-0.29298896140738145,012630
33,한솔케미칼,2016,Q3,에너지_화학,-0.023393262799784063,-0.04867404159460942,-0.1224419591674838,-0.5011022144639175,0.15115835558245272,0.16376242599581015,0.09664994593693432,-0.23323614915817706,014680
33,동원시스템즈,2016,Q3,에너지_화학,0.04719676204808745,-0.05642456266926743,-0.1224419591674838,0.07151298563037423,-0.03803952300682789,1.1415103365176549,0.21622897820230502,-0.18031479788544857,014820
33,유니드,2016,Q3,에너지_화학,0.05530676296054313,0.019716797605515923,-0.1224419591674838,0.5551982169050551,-0.23093284701738237,-0.223487645360968,0.0201822105774887,-0.20319557636778934,014830
33,남해화학,2016,Q3,에너지_화학,-0.07088510526180938,-0.17267764207390202,-0.1224419591674838,0.24061395478836567,-0.5270314565859129,-0.31144979695081443,0.020197367392865706,0.029847434659263455,025860
33,삼성엔지니어링,2016,Q3,건설,-0.05733214760499251,0.007448792441783203,-0.1224419591674838,-0.1201692958178211,-0.5456598760431466,-0.2731475872267004,-0.1981112252044418,0.1877029336552789,028050
33,대우건설,2016,Q3,건설,0.06518944236306617,-0.01597694740305211,-0.1224419591674838,-0.032802340953354436,-0.07326684940865236,-0.3025720456517521,0.06939503859292073,-0.028748295485192324,047040
33,LG화학,2016,Q3,에너지_화학,-0.08704468603024589,0.01049195156837568,-0.1224419591674838,0.2453092270106343,-0.2576468985885406,-0.41459347086103304,0.024404266056518464,0.1329710533935885,051910
33,한전기술,2016,Q3,건설,-0.26105645367625596,0.006504329139150888,-0.1224419591674838,-0.17682117458457725,-1.061726340376881,-1.2469749322883976,-0.011995459769662209,0.029857739630720317,052690
33,휴켐스,2016,Q3,에너지_화학,0.20940753308036575,-0.02532928958173364,-0.1224419591674838,0.0017537692872904298,-0.18730786941236954,-0.28777810363843803,0.04483897832719563,-0.07566020460746851,069260
33,GS,2016,Q3,에너지_화학,0.10081430080733725,-0.026517559900595455,-0.1224419591674838,-0.1456064407620833,0.15347400326416416,0.15645147425427663,0.0032320294566003938,-0.049149483359905155,078930
33,휴비스,2016,Q3,에너지_화학,-0.05072403428346787,-0.08433603152760505,-0.1224419591674838,-0.008628139515026723,-0.8459761774939107,-0.45037057991702445,0.009293716391529427,-0.10419276681321762,079980
