,0
Relative Return,0.146277297611682
전체 주식 수변화율,0.1178922145814198
전체 주주 수변화율,0.08858599756175727
보유 주식 수변화율,0.05104806942211597
1인평균급여변화율,0.04890488074677183
특정 증권 등 소유 증감 수변화율,0.047342459207761756
특정 증권 등 소유 수변화율,0.04080230574782489
