,Feature,Average_Importance
0,F_당기순이익(손실) 변화율,0.1411039195294131
1,F_비유동자산 변화율,0.09166595369828315
2,F_법인세차감전 순이익 변화율,0.08081523335072624
3,F_부채총계 변화율,0.06861749443767375
4,F_자산총계 변화율,0.06802579254903493
5,F_비유동부채 변화율,0.06449972232804266
