,name,sector,year,quarter,Relative Return,이익잉여금 변화율,비유동자산 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,발행할 주식 총수 변화율,보유 주식 수 변화율,전체 주주 수 변화율,Label,Code
24,Samkwang_Glass,전기·가스,2018,Q3,0.04231279651063926,0.06097758735058523,0.12106833195391165,-0.11607142857142883,-0.005201307569219216,-0.048616537917473224,-0.048616537917473224,-0.048616537917473224,-0.048616537917473,-0.048616537917473,-0.2569725458243405,005090
24,Korea_Electric_Power_Corporation_(KEPCO),전기·가스,2018,Q3,0.024511424014286437,-0.013642632685010314,0.003665873599382752,-0.11607142857142883,-0.005201307569219216,-0.027190996886755414,-0.03264819490240889,-0.021925591817706813,-0.020062608688177663,-0.026022040986946715,-0.08745946442899166,015760
24,Korea_Gas_Corporation,전기·가스,2018,Q3,0.37957916085688925,0.07063684726801911,0.005985483320541274,-0.11607142857142883,-0.005201307569219216,0.0013003265115065776,-0.06064469545252282,-0.00767292074196857,-0.0031804190468354143,-0.040279000587039704,-0.05323630612178163,036460
