,0
특정 증권 등 소유 수 변화율,0.19503258452646913
특정 증권 등 소유 증감 수 변화율,0.08701616913058849
발행할 주식 총수 변화율,0.06785303530164428
보유 주식 수 변화율,0.06122738694714461
전체 주주 수 변화율,0.05456855590126979
