,name,sector,year,quarter,이익잉여금변화율,자본총계변화율,유동자산변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,보유 주식 수변화율,Label,Code
15,Samkwang_Glass,전기·가스,2020,Q4,0.533081475558923,-2.1085400664929685,-0.3318355862265807,0.4242000511577487,-1.4801136374666206,-1.4619895710810864,-1.5738176105746593,-1.4793805591822355,0.4115742121969266,-3.1687227870953842,-0.3651481511383822,005090
15,Korea_Electric_Power_Corporation_(KEPCO),전기·가스,2020,Q4,-0.024548680154163227,-0.016453468111738978,-0.09926352380811498,-0.05222500162198392,-0.02137501705289324,-0.03075854845486714,-0.18716640267242757,0.0,-0.11323786345716247,-0.24254271546785056,0.07613972764949656,015760
15,Korea_Gas_Corporation,전기·가스,2020,Q4,-0.040404518701038006,-0.042510166676763994,-0.25324966026702445,-0.15399370910497712,-0.07874467526694828,0.29490699388816866,-3.0751414395022794,0.07587499571363565,-1.4540135915253338,-0.5634963315450996,-0.018716651776021137,036460
