,name,sector,year,quarter,Relative Return,이익잉여금 변화율,비유동자산 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,발행할 주식 총수 변화율,보유 주식 수 변화율,전체 주주 수 변화율,Label,Code
3,Samkwang_Glass,전기·가스,2023,Q4,0.030188577317107765,0.0425549837239898,0.0031480056101590437,-0.0625,-0.004550077278224318,0.9996031756529745,1.0003968253968254,-0.5907076032874812,-0.3991462780997972,-0.19245664133072915,-0.03697646814729248,005090
3,Korea_Electric_Power_Corporation_(KEPCO),전기·가스,2023,Q4,-0.08329186654602039,1.3904278726731885,-0.0005523646835645657,-0.0625,-0.004550077278224318,0.506,0.2537764350453172,-0.05114803236573162,-0.05778855515461201,-0.0758765347520618,-0.05380209842245136,015760
3,Korea_Gas_Corporation,전기·가스,2023,Q4,-0.03382092216759001,0.10570970607591379,0.02907807893639125,-0.0625,-0.004550077278224318,0.0,0.9225474291850092,-0.3218567203859566,-0.3867234349226414,-1.4013699478521322,-0.07619521686288053,036460
