code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
80,하이트진로,생활소비재,2017,Q3,2017-11-14,"792,558,187,000","2,434,478,630,553","3,227,036,817,553","1,409,903,072,924","527,821,495,802","1,937,724,568,726","297,696,069,785","1,289,312,248,827",469437916171.0,53872617528.0,41412985253.0,29778283599.0,29778283599.0,"368,842,230,000",,,,,,,,,,,,
1040,CJ,생활소비재,2017,Q3,2017-11-14,"48,305,527,000","2,788,013,335,000","2,836,318,862,000","120,107,601,000","10,690,250,000","130,797,851,000","1,718,105,546,000","2,705,521,011,000",24958591000.0,8008277000.0,7386803000.0,5747735000.0,5747735000.0,"157,914,810,000",,,,,,,,,,,,
1680,대상,생활소비재,2017,Q3,2017-11-14,"814,567,537,766","1,179,891,680,991","1,994,459,218,757","572,220,107,724","544,382,520,300","1,116,602,628,024","585,861,625,860","877,856,590,733",609128541689.0,38851008293.0,32005071198.0,23433036531.0,23433036531.0,"36,018,248,000",,,,,,,,,,,,
1800,오리온,생활소비재,2017,Q3,2017-11-14,"31,247,965,311","608,161,889,977","642,959,945,249","6,667,011,940","66,125,270,707","72,792,282,647","2,251,578,386,250","570,167,662,602",4090814113.0,1284753982.0,1389328782.0,415504135.0,415504135.0,"10,275,424,500",,,,,,,,,,,,
2790,아모레G,생활소비재,2017,Q3,2017-11-14,"321,609,502,643","1,411,571,437,342","1,733,180,939,985","4,581,879,927","40,632,278,843","45,214,158,770","1,103,637,708,701","1,687,966,781,215",7691161424.0,-496272778.0,807273477.0,618264523.0,618264523.0,"44,450,975,000",,,,,,,,,,,,
3920,남양유업,생활소비재,2017,Q3,2017-11-14,"498,749,932,556","525,939,963,499","1,024,689,896,055","123,012,674,476","15,875,432,229","138,888,106,705","902,729,478,503","885,801,789,350",305146792267.0,128916126.0,4462732701.0,3418759139.0,3418759139.0,"4,433,310,000",,,,,,,,,,,,
4370,농심,생활소비재,2017,Q3,2017-11-14,"826,494,999,919","1,535,286,972,429","2,361,781,972,348","463,908,330,040","62,082,456,596","525,990,786,636","1,758,106,919,112","1,835,791,185,712",480983269194.0,23627825448.0,31408786996.0,23811528545.0,23811528545.0,"30,413,210,000",,,,,,,,,,,,
5180,빙그레,생활소비재,2017,Q3,2017-11-14,"405,310,025,831","279,421,420,219","684,731,446,050","137,549,622,517","18,407,028,997","155,956,651,514","22,787,105,874","528,774,794,536",262481663790.0,19121996871.0,19859735163.0,15164625143.0,15164625143.0,"49,756,205,000",,,,,,,,,,,,
5300,롯데칠성,생활소비재,2017,Q3,2017-10-26,"1,091,500,093,428","2,626,748,969,811","4,558,184,465,516","2,043,495,227,041","1,164,907,340,960","3,326,824,922,856","1,657,109,696,481","1,231,359,542,660",668351538301.0,35748632522.0,-205045835068.0,-214834117819.0,-214834117819.0,"6,786,015,000",,,,,,,,,,,,
5440,현대그린푸드,생활소비재,2017,Q3,2017-11-14,"441,362,078,000","1,076,033,329,000","1,517,395,407,000","162,061,724,000","124,047,743,000","286,109,467,000","687,053,690,000","1,231,285,940,000",384329872000.0,19756843000.0,22232952000.0,16943064000.0,16943064000.0,"48,852,241,000",,,,,,,,,,,,
5610,삼립식품,생활소비재,2017,Q3,2017-11-14,"118,714,602,457","317,860,432,691","436,575,035,148","221,981,372,378","32,601,652,438","254,583,024,816","176,763,011,972","181,992,010,332",247598674163.0,2454560117.0,2066493702.0,1150951455.0,1150951455.0,"43,145,045,000",,,,,,,,,,,,
5740,크라운제과,생활소비재,2017,Q3,2017-11-14,"1,941,150,809","254,406,928,470","256,348,079,279","40,907,179,375","8,313,503,686","49,220,683,061","456,561,623,132","207,127,396,218",2904242206.0,171197259.0,-203012590.0,-191708745.0,-191708745.0,"5,163,213,000",,,,,,,,,,,,
7070,GS리테일,생활소비재,2017,Q3,2017-11-14,"890,712,882,844","3,161,806,851,295","4,052,519,734,139","1,630,385,989,564","407,762,182,177","2,038,148,171,741","1,785,327,407,436","2,014,371,562,398",2190650169597.0,62994154395.0,69192372151.0,51137449277.0,51137449277.0,"77,000,000,000",,,,,,,,,,,,
7310,오뚜기,생활소비재,2017,Q3,2017-11-14,"649,003,730,734","803,240,578,781","1,452,244,309,515","400,574,850,317","103,312,675,779","503,887,526,096","937,165,638,189","948,356,783,419",553371750438.0,40143891245.0,49747544839.0,37747046711.0,37747046711.0,"17,200,000,000",,,,,,,,,,,,
15760,한국전력,생활소비재,2017,Q3,2017-11-14,"8,054,581,000,000","96,930,794,000,000","104,985,375,000,000","17,275,805,000,000","31,495,007,000,000","48,770,812,000,000","38,448,222,000,000","56,214,563,000,000",16120715000000.0,1960213000000.0,1874665000000.0,1458878000000.0,1458878000000.0,"4,053,578,000,000",,,,,,,,,,,,
33780,KT&G,생활소비재,2017,Q3,2017-11-14,"4,838,242,618,061","3,935,572,947,642","8,773,815,565,703","1,680,163,745,769","153,975,790,862","1,834,139,536,631","785,713,840,544","6,939,676,029,072",789494946622.0,338476603896.0,357120074698.0,269470939254.0,269470939254.0,"954,959,485,000",,,,,,,,,,,,
33920,무학,생활소비재,2017,Q3,2017-11-14,"182,025,231,072","485,904,888,387","667,930,119,459","125,785,732,486","6,806,868,827","132,592,601,313","518,476,781,929","535,337,518,146",54264275574.0,6344641735.0,13370501146.0,10036434806.0,10036434806.0,"5,700,000,000",,,,,,,,,,,,
