접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330001903,Y,00795135,코오롱인더,"2,354","162,852,213,000","69,003,000",-,2015-12-31,2015,Q4
20160330001903,Y,00795135,코오롱인더,263,"12,752,252,000","48,844,000",-,2015-12-31,2015,Q4
20160330001903,Y,00795135,코오롱인더,611,"33,465,387,000","54,772,000",-,2015-12-31,2015,Q4
20160330001903,Y,00795135,코오롱인더,514,"21,429,089,000","41,691,000",-,2015-12-31,2015,Q4
20170331004662,Y,00795135,코오롱인더,"2,325","165,119,919,000","70,958,000",-,2016-12-31,2016,Q4
20170331004662,Y,00795135,코오롱인더,261,"12,890,277,000","48,827,000",-,2016-12-31,2016,Q4
20170331004662,Y,00795135,코오롱인더,557,"34,814,524,000","62,504,000",-,2016-12-31,2016,Q4
20170331004662,Y,00795135,코오롱인더,505,"23,047,055,000","45,638,000",-,2016-12-31,2016,Q4
20190626000395,Y,00795135,코오롱인더,"2,345","162,681,028,000","69,285,000",-,2017-12-31,2017,Q4
20190626000395,Y,00795135,코오롱인더,286,"13,516,969,000","47,763,000",-,2017-12-31,2017,Q4
20190626000395,Y,00795135,코오롱인더,560,"37,802,808,000","67,026,000",-,2017-12-31,2017,Q4
20190626000395,Y,00795135,코오롱인더,517,"27,277,479,000","52,457,000",-,2017-12-31,2017,Q4
20190626000374,Y,00795135,코오롱인더,"2,428","172,276,856,000","71,992,000",-,2018-12-31,2018,Q4
20190626000374,Y,00795135,코오롱인더,289,"14,792,530,000","53,403,000",-,2018-12-31,2018,Q4
20190626000374,Y,00795135,코오롱인더,550,"37,485,601,000","67,178,000",-,2018-12-31,2018,Q4
20190626000374,Y,00795135,코오롱인더,524,"26,877,613,000","53,648,000",-,2018-12-31,2018,Q4
20200330003955,Y,00795135,코오롱인더,"2,521","188,973,110,000","76,199,000",-,2019-12-31,2019,Q4
20200330003955,Y,00795135,코오롱인더,291,"16,307,850,000","58,873,000",-,2019-12-31,2019,Q4
20200330003955,Y,00795135,코오롱인더,569,"36,899,058,000","61,704,000",-,2019-12-31,2019,Q4
20200330003955,Y,00795135,코오롱인더,593,"28,560,958,000","51,835,000",-,2019-12-31,2019,Q4
20210319000459,Y,00795135,코오롱인더,"2,461","182,186,129,000","72,526,000",-,2020-12-31,2020,Q4
20210319000459,Y,00795135,코오롱인더,324,"17,460,879,000","55,436,000",-,2020-12-31,2020,Q4
20210319000459,Y,00795135,코오롱인더,545,"36,743,830,000","64,237,000",-,2020-12-31,2020,Q4
20210319000459,Y,00795135,코오롱인더,565,"29,075,541,000","52,294,000",-,2020-12-31,2020,Q4
20220321001478,Y,00795135,코오롱인더,"2,511","215,315,411,000","87,208,000",-,2021-12-31,2021,Q4
20220321001478,Y,00795135,코오롱인더,340,"22,683,343,000","70,445,000",-,2021-12-31,2021,Q4
20220321001478,Y,00795135,코오롱인더,558,"42,076,391,000","70,955,000",-,2021-12-31,2021,Q4
20220321001478,Y,00795135,코오롱인더,600,"34,492,055,000","63,638,000",-,2021-12-31,2021,Q4
20230320001068,Y,00795135,코오롱인더,"2,552","193,889,722,000","76,274,000",-,2022-12-31,2022,Q4
20230320001068,Y,00795135,코오롱인더,353,"21,320,769,000","57,624,000",-,2022-12-31,2022,Q4
20230320001068,Y,00795135,코오롱인더,590,"46,478,290,000","74,965,000",-,2022-12-31,2022,Q4
20230320001068,Y,00795135,코오롱인더,597,"38,960,350,000","69,947,000",-,2022-12-31,2022,Q4
20240320001923,Y,00795135,코오롱인더,"2,442","193,531,476,000","76,981,000",-,2023-12-31,2023,Q4
20240320001923,Y,00795135,코오롱인더,362,"21,567,797,000","59,415,000",-,2023-12-31,2023,Q4
20240320001923,Y,00795135,코오롱인더,616,"44,626,326,000","61,981,000",-,2023-12-31,2023,Q4
20240320001923,Y,00795135,코오롱인더,643,"37,006,538,000","69,171,000",-,2023-12-31,2023,Q4
20250319000318,Y,00795135,코오롱인더,"2,257","192,026,991,000","83,165,000",-,2024-12-31,2024,Q4
20250319000318,Y,00795135,코오롱인더,362,"22,496,457,000","61,466,000",-,2024-12-31,2024,Q4
20250319000318,Y,00795135,코오롱인더,608,"46,038,543,000","70,181,000",-,2024-12-31,2024,Q4
20250319000318,Y,00795135,코오롱인더,634,"38,054,432,000","63,850,000",-,2024-12-31,2024,Q4
