,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
8,SK하이닉스,2022,Q4,정보기술,-0.06558485737004023,-0.028594819940448435,-0.11456608043309557,0.11445954938682568,0.1632521338009416,0.0,0.023809523809523725,-0.0008162829245996137,000660
8,LG,2022,Q4,정보기술,0.0874591078198696,-0.049831723917004855,-0.11456608043309557,0.11445954938682568,0.48290598290598297,0.0,0.023809523809523725,-0.021585208806486254,003550
8,한솔테크닉스,2022,Q4,정보기술,0.02803631937489633,0.018585566405047382,-0.11456608043309557,0.11445954938682568,0.01809430684374913,0.0,0.023809523809523725,0.17818140706246596,004710
8,삼성전자,2022,Q4,정보기술,-0.014620187333024896,0.017631896123750046,-0.11456608043309557,0.11445954938682568,-0.059479553903345694,0.0,0.023809523809523725,0.03281908572503358,005930
8,삼성SDI,2022,Q4,정보기술,0.050360961251584783,0.0691839969554966,-0.11456608043309557,0.11445954938682568,0.029816513761467878,0.0,0.023809523809523725,-0.1574954555911215,006400
8,대덕전자,2022,Q4,정보기술,0.07393474034507283,0.03399002391061545,-0.11456608043309557,0.11445954938682568,0.3350253807106598,0.0,0.023809523809523725,-0.07024964463828759,008060
8,삼성전기,2022,Q4,정보기술,0.08820273536102646,0.007483048584714158,-0.11456608043309557,0.11445954938682568,-0.11707317073170731,0.0,0.023809523809523725,-0.11883706181507349,009150
8,LG이노텍,2022,Q4,정보기술,-0.07709220687362783,-0.015126662051501705,-0.11456608043309557,0.11445954938682568,0.10865874363327666,0.0,0.023809523809523725,-0.03873947684560829,011070
8,삼성에스디에스,2022,Q4,정보기술,-0.016487149282385566,0.10351362668691189,-0.11456608043309557,0.11445954938682568,0.11111111111111116,0.0,0.023809523809523725,-0.07979013098223055,018260
8,일진머티리얼즈,2022,Q4,정보기술,0.04704875107561876,-0.0002957957496753094,-0.11456608043309557,0.11445954938682568,0.12631578947368416,0.0,0.023809523809523725,-0.1345877356486627,020150
8,신도리코,2022,Q4,정보기술,0.024462058572148785,-0.1513258839644558,-0.11456608043309557,0.11445954938682568,0.004667919815691812,0.0,0.023809523809523725,0.02003855357259586,029530
8,LG디스플레이,2022,Q4,정보기술,0.00046341436467545183,0.011528630015272379,-0.11456608043309557,0.11445954938682568,0.21126760563380276,0.0,0.023809523809523725,-0.03526271081562244,034220
8,SK,2022,Q4,정보기술,-0.23456398079473367,-0.04530634441716097,-0.11456608043309557,0.11445954938682568,0.11224489795918369,0.0,0.023809523809523725,-0.02972122647696558,034730
8,한미반도체,2022,Q4,정보기술,0.18264724034507282,0.9753979288607921,-0.11456608043309557,0.11445954938682568,0.07561055443516462,-0.8880875907426189,0.023809523809523725,0.3726371736468788,042700
8,LG전자,2022,Q4,정보기술,0.28720289175600294,0.01078243359274067,-0.11456608043309557,0.11445954938682568,0.1573033707865168,0.0,0.023809523809523725,-0.09705128688246607,066570
