,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
1,SK하이닉스,2024,Q3,정보기술,0.08992808521243906,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,0.02398203218323508,000660
1,LG,2024,Q3,정보기술,0.049045669220156504,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.1723400765900766,003550
1,한솔테크닉스,2024,Q3,정보기술,-0.08271489411237727,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.0054990648296937145,004710
1,삼성전자,2024,Q3,정보기술,-0.22919748518725305,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,0.012060026626759604,005930
1,삼성SDI,2024,Q3,정보기술,-0.08946737351994968,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.23323203072141702,006400
1,대덕전자,2024,Q3,정보기술,0.15248247586581212,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,0.016664177579807343,008060
1,삼성전기,2024,Q3,정보기술,-0.14076218433053553,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,0.1832352696323284,009150
1,LG이노텍,2024,Q3,정보기술,-0.25267422180303534,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.006987318512606949,011070
1,삼성에스디에스,2024,Q3,정보기술,0.060844780178995965,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.184668388181162,018260
1,일진머티리얼즈,2024,Q3,정보기술,-0.013344156443558255,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.23082985383359644,020150
1,신도리코,2024,Q3,정보기술,0.14739875270247443,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.0691847764911146,029530
1,LG디스플레이,2024,Q3,정보기술,-0.016816672104377678,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.09871884871884867,034220
1,SK,2024,Q3,정보기술,0.12210989641145588,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.0941906513027203,034730
1,한미반도체,2024,Q3,정보기술,-0.19476319905215403,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,0.03687919114989763,042700
1,LG전자,2024,Q3,정보기술,0.03059741145357381,0.0,-0.2377021247854798,-0.11983510689291532,0.0,0.0,-0.09523809523809512,-0.15227128477411608,066570
