,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
31,SK하이닉스,2017,Q1,정보기술,0.03107106492552158,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.09630594026553092,000660
31,LG,2017,Q1,정보기술,-0.03586645834080273,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.0728345059379617,003550
31,한솔테크닉스,2017,Q1,정보기술,-0.12902590442213896,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,-0.04798884739643876,004710
31,삼성전자,2017,Q1,정보기술,0.038136403063849696,0.05748702620387114,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,-0.035921684273371696,005930
31,삼성SDI,2017,Q1,정보기술,0.05118822344474085,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.08697602830662833,006400
31,대덕전자,2017,Q1,정보기술,-0.05961333565303157,0.0,0.5158067335463936,0.13548951048950886,0.0,0.057487026215344406,0.0277777777777779,0.1969895920239354,008060
31,삼성전기,2017,Q1,정보기술,0.060985497586756844,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.15996759832559693,009150
31,LG이노텍,2017,Q1,정보기술,-0.1041065943186858,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.20028424044636273,011070
31,삼성에스디에스,2017,Q1,정보기술,0.04735730161784516,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.16750537547571698,018260
31,일진머티리얼즈,2017,Q1,정보기술,0.14253772175128712,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.7568403036741871,020150
31,신도리코,2017,Q1,정보기술,0.014488387760167247,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.07555076496661861,029530
31,LG디스플레이,2017,Q1,정보기술,-0.09875277484784531,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.016931343947018694,034220
31,SK,2017,Q1,정보기술,-0.01376161223983275,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,0.06368776918853691,034730
31,한미반도체,2017,Q1,정보기술,0.12138398787809404,0.0,0.5158067335463936,0.13548951048950886,0.0,0.05748702621533108,0.0277777777777779,-0.05422343559557907,042700
31,LG전자,2017,Q1,정보기술,0.13136100855079683,0.0,0.5158067335463936,0.13548951048950886,0.0,0.0,0.0277777777777779,-0.11669096039191877,066570
