,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
7,SK하이닉스,2023,Q1,정보기술,-0.0008162829245996137,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,0.2757811796600229,000660
7,LG,2023,Q1,정보기술,-0.021585208806486254,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.11107972284197581,003550
7,한솔테크닉스,2023,Q1,정보기술,0.17818140706246596,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.057082373844836325,004710
7,삼성전자,2023,Q1,정보기술,0.03281908572503358,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,0.0035359450230512124,005930
7,삼성SDI,2023,Q1,정보기술,-0.1574954555911215,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.0990541303759573,006400
7,대덕전자,2023,Q1,정보기술,-0.07024964463828759,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.020139870633995475,008060
7,삼성전기,2023,Q1,정보기술,-0.11883706181507349,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,0.06783699676991814,009150
7,LG이노텍,2023,Q1,정보기술,-0.03873947684560829,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.13046491604285593,011070
7,삼성에스디에스,2023,Q1,정보기술,-0.07979013098223055,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,0.115007173898046,018260
7,일진머티리얼즈,2023,Q1,정보기술,-0.1345877356486627,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.13558241959374598,020150
7,신도리코,2023,Q1,정보기술,0.02003855357259586,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.08558121273685226,029530
7,LG디스플레이,2023,Q1,정보기술,-0.03526271081562244,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.09839049844690133,034220
7,SK,2023,Q1,정보기술,-0.02972122647696558,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.1270397541953937,034730
7,한미반도체,2023,Q1,정보기술,0.3726371736468788,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,1.307790103929623,042700
7,LG전자,2023,Q1,정보기술,-0.09705128688246607,0.0,-0.11353477832962133,-0.12061758935426237,0.0,0.0,-0.05813953488372092,-0.1177287978467354,066570
