,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
35,SK하이닉스,2016,Q1,정보기술,-0.07879916666053198,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.24876142612831736,000660
35,LG,2016,Q1,정보기술,0.005402126438243237,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,-0.09291841151364286,003550
35,한솔테크닉스,2016,Q1,정보기술,0.10386480439965097,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,-0.20771220901654622,004710
35,삼성전자,2016,Q1,정보기술,-0.017679399203446352,-0.024377483551294543,-0.03306613361493349,-0.1254024221983725,0.0,-0.024377483551294432,0.05660377358490565,0.16571017441977415,005930
35,삼성SDI,2016,Q1,정보기술,0.09052292737625928,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.060029098997607486,006400
35,대덕전자,2016,Q1,정보기술,-0.09651896158373863,0.0,-0.03306613361493349,-0.1254024221983725,0.0,-0.02437748355128111,0.05660377358490565,0.013435611939242587,008060
35,삼성전기,2016,Q1,정보기술,-0.0993868630074062,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.10466947210532883,009150
35,LG이노텍,2016,Q1,정보기술,-0.043700186495597565,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.12340516692821714,011070
35,삼성에스디에스,2016,Q1,정보기술,0.05162001679427888,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,-0.07856648295085093,018260
35,일진머티리얼즈,2016,Q1,정보기술,0.2699963456068626,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.07825357356313102,020150
35,신도리코,2016,Q1,정보기술,-0.04616794882176696,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.03321001264586938,029530
35,LG디스플레이,2016,Q1,정보기술,-0.02260374518174348,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,0.1781595304821888,034220
35,SK,2016,Q1,정보기술,-0.0001983175853244451,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,-0.047060257624400886,034730
35,한미반도체,2016,Q1,정보기술,0.13236126080022617,0.0,-0.03306613361493349,-0.1254024221983725,0.0,-0.024377483551275114,0.05660377358490565,-0.1682479590873317,042700
35,LG전자,2016,Q1,정보기술,-0.11220968236911849,0.0,-0.03306613361493349,-0.1254024221983725,0.0,0.0,0.05660377358490565,-0.09335283272738491,066570
