,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
29,SK하이닉스,2017,Q3,정보기술,0.21014933094345545,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.03934534420141787,000660
29,LG,2017,Q3,정보기술,-0.005974106358619072,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.07277934922619968,003550
29,한솔테크닉스,2017,Q3,정보기술,0.093914239881027,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,-0.2565304325228945,004710
29,삼성전자,2017,Q3,정보기술,0.15335686218290157,0.03424542910587225,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,-0.06716811652335422,005930
29,삼성SDI,2017,Q3,정보기술,0.1428726843460105,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,-0.041095324840439824,006400
29,대덕전자,2017,Q3,정보기술,-0.17839873806299716,0.0,0.15372330132051748,0.03346456692913535,0.0,0.034245429112082615,0.018181818181818077,-0.14864362705953385,008060
29,삼성전기,2017,Q3,정보기술,-0.018613668509199197,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.1190642197034259,009150
29,LG이노텍,2017,Q3,정보기술,-0.1233902077320349,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,-0.15998696957380687,011070
29,삼성에스디에스,2017,Q3,정보기술,0.04872766082613314,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.3633987004836898,018260
29,일진머티리얼즈,2017,Q3,정보기술,-0.01814832852091175,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.03964166923822829,020150
29,신도리코,2017,Q3,정보기술,-0.02085740965232627,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.1118675755158587,029530
29,LG디스플레이,2017,Q3,정보기술,-0.1126612215939316,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,-0.06413068386881884,034220
29,SK,2017,Q3,정보기술,-0.05936746288273066,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.11697012905511839,034730
29,한미반도체,2017,Q3,정보기술,0.23001360984134783,0.0,0.15372330132051748,0.03346456692913535,0.0,0.03424542911207551,0.018181818181818077,0.18465200066861137,042700
29,LG전자,2017,Q3,정보기술,0.15716939683144582,0.0,0.15372330132051748,0.03346456692913535,0.0,0.0,0.018181818181818077,0.24361105569604505,066570
