,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,1인평균급여 변화율,현재까지 감소한 주식의 총수 변화율,실업률 변화율,Label,Code
10,SK하이닉스,2022,Q2,정보기술,-0.1278198900582863,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.018244489357871683,000660
10,LG,2022,Q2,정보기술,0.1768203448903187,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.008850001702514463,003550
10,한솔테크닉스,2022,Q2,정보기술,0.030438232365177134,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.097940256742077,004710
10,삼성전자,2022,Q2,정보기술,-0.05267791641122129,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.06849592142748558,005930
10,삼성SDI,2022,Q2,정보기술,0.09196004961303578,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.20520521263200125,006400
10,대덕전자,2022,Q2,정보기술,-0.08274954758279959,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.026069642493352158,008060
10,삼성전기,2022,Q2,정보기술,-0.10154910815405696,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.05048714975937685,009150
10,LG이노텍,2022,Q2,정보기술,0.08099068262893837,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.06735454673621392,011070
10,삼성에스디에스,2022,Q2,정보기술,-0.025708390741865213,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.015783165487627027,018260
10,일진머티리얼즈,2022,Q2,정보기술,-0.00751503343278969,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.13890717483604603,020150
10,신도리코,2022,Q2,정보기술,0.03180505437044102,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.053671220436776676,029530
10,LG디스플레이,2022,Q2,정보기술,-0.0015189993040186575,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.04345401886348084,034220
10,SK,2022,Q2,정보기술,-0.020553392483418677,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,0.0030754269785088738,034730
10,한미반도체,2022,Q2,정보기술,-0.07012123586569505,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.021366550253167926,042700
10,LG전자,2022,Q2,정보기술,-0.023240817189192013,0.0,0.38636857995042173,0.2746673361787626,0.0,0.0,-0.033707865168539186,-0.04013901730149705,066570
