video_id,published_at,view_count
TpjLvzebh8Y,2019-03-31T23:30:36Z,4309
Ir8muTd4Fs4,2019-03-29T00:35:18Z,1411
R8rXX5QWob8,2019-03-29T00:35:17Z,1144
EbXJYCGeHes,2019-03-28T05:17:22Z,8252
VMO8gDIg1Bc,2019-03-27T05:19:26Z,233289
UN0a10unkHw,2019-03-27T04:48:28Z,7090
Dp4q2sEPUB4,2019-03-27T01:02:49Z,4688
xOQ6sk0b66Q,2019-03-26T23:37:26Z,2027
9R55EVMoRqY,2019-03-26T05:06:36Z,4002
lCc6rL7Lkf4,2019-03-26T04:45:26Z,12942
3V6nmaGsn8c,2019-03-26T00:12:06Z,1448
QKnUH0tRVHI,2019-03-22T10:21:13Z,1080
ReKlii3cudM,2019-03-22T08:31:05Z,1706
BrDt0-CAO8M,2019-03-22T01:37:09Z,3203
U00UhnKzPvg,2019-03-21T23:53:32Z,1489
Go5zORZSWrE,2019-03-21T09:12:00Z,10404
wvTQjKQ3irg,2019-03-21T08:25:47Z,1231
OQhr9gS7rrU,2019-03-21T07:56:51Z,1086
Ec3OUsqre9w,2019-03-21T05:54:55Z,12291
hBjLjWFn0jw,2019-03-20T08:29:33Z,1104
y-YO4yewKxQ,2019-03-20T08:08:29Z,4476
tMblxxqEnZQ,2019-03-17T23:48:56Z,9658
wqfoJ7SV_u4,2019-03-14T23:20:21Z,14509
2jpitOPLZeo,2019-03-13T09:21:29Z,1363
h1NlvZ_39I8,2019-03-13T09:19:11Z,1779
bHAPbY9Hucg,2019-03-13T01:48:22Z,1539
GNKuHPvmyNk,2019-03-12T23:30:27Z,2491
mPcmi_o3AZU,2019-03-11T08:58:06Z,1402
_wb9IwdvGFk,2019-03-10T23:56:22Z,2993
8V2Y6qzATCs,2019-03-10T23:10:34Z,2706
twczXm2OQF0,2019-03-08T08:47:44Z,1247
JN1O8y3OBnE,2019-03-08T08:38:14Z,2904
HXPvQpuYhE8,2019-03-08T00:14:28Z,5478
NGFXBMgmtsg,2019-03-07T05:16:44Z,5724
GbkgTETGhV8,2019-03-07T05:04:54Z,7031
7T7XOxT6WEc,2019-02-21T08:29:36Z,1227
3AMVgOFGBso,2019-02-18T23:27:19Z,8394
bv3Kv8ny_nY,2019-02-18T23:16:18Z,6854
Wv_IsurpakQ,2019-02-18T00:12:23Z,11857
h5tNClN_dQk,2019-02-15T09:12:57Z,1737
-iS1vPqtI9I,2019-02-15T07:55:48Z,8101
