Variable,VIF
const,1.2668369573428424
F_유동자산 변화율,1.1096097330451424
F_비유동자산 변화율,1.8451825971922304
F_자산총계 변화율,5.722408862554349
F_유동부채 변화율,1.7104995016440923
F_비유동부채 변화율,1.2563994654623236
F_부채총계 변화율,5.571882577462439
F_이익잉여금 변화율,1.0563697241249137
F_자본총계 변화율,3.065539075253606
F_매출액 변화율,1.0463536730726264
F_영업이익 변화율,1.0395442427124868
F_법인세차감전 순이익 변화율,1.165063624914907
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4188104813709512
M_환율 변화율,35.45948206822204
M_GDP 변화율,106.46732553915783
M_금리 변화율,3.1288149427630545
M_수출액 변화율,18.25604200026016
M_실업률 변화율,6.866259909678981
M_국제유가 변화율,4.807909120302677
M_주택가격 변화율,80.31257745179735
Relative Return,1.0653848511215012
