접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330002390,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004813,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330001291,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401001745,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330001639,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316000546,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2020-12-31,2020,Q4
20220316000964,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2021-12-31,2021,Q4
20230315000850,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2022-12-31,2022,Q4
20240320000868,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2023-12-31,2023,Q4
20250320000626,Y,00120076,LX인터내셔널,-,-,-,-,-,-,2024-12-31,2024,Q4
