접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330003061,Y,00115977,아이에스동서,2011.07.08,무상증자,보통주,"8,511,177",500,500,2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.05.04,전환권행사,보통주,"1,518,781",500,"22,913",2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.05.06,전환권행사,보통주,"8,728",500,"22,913",2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.05.13,전환권행사,보통주,"43,643",500,"22,913",2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.05.15,전환권행사,보통주,"21,821",500,"22,913",2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.07.09,전환권행사,보통주,"17,457",500,"22,913",2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.09.04,전환권행사,보통주,"100,000",500,"34,380",2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,2015.11.12,전환권행사,보통주,"26,186",500,"22,913",2015-12-31,2015,Q4
20170331004511,Y,00115977,아이에스동서,2015.05.04,전환권행사,보통주,"1,518,781",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.04.06,전환권행사,보통주,"21,821",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.06.24,전환권행사,보통주,"378,126",500,"34,380",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.06.30,전환권행사,보통주,"2,044,381",500,"42,200",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.09.28,전환권행사,보통주,"390,867",500,"34,380",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.09.30,전환권행사,보통주,"430,527",500,"42,200",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.12.31,전환권행사,보통주,"95,312",500,"42,200",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2015.05.06,전환권행사,보통주,"8,728",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2015.05.13,전환권행사,보통주,"43,643",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2015.05.15,전환권행사,보통주,"21,821",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2015.07.09,전환권행사,보통주,"17,457",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2015.09.04,전환권행사,보통주,"100,000",500,"34,380",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2015.11.12,전환권행사,보통주,"26,186",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.04.04,전환권행사,보통주,"43,643",500,"22,913",2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,2016.04.05,전환권행사,보통주,"43,643",500,"22,913",2016-12-31,2016,Q4
20180402004893,Y,00115977,아이에스동서,2015.05.04,전환권행사,보통주,"1,518,781",500,"22,913",2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,2016.04.06,전환권행사,보통주,"21,821",500,"22,913",2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,2016.06.24,전환권행사,보통주,"378,126",500,"34,380",2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,2016.06.30,전환권행사,보통주,"2,044,381",500,"42,200",2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,2016.09.28,전환권행사,보통주,"390,867",500,"34,380",2017-12-31,2017,Q4
