,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,부채총계 변화율,유동자산 변화율,법인세차감전 순이익 변화율,영업이익 변화율,Label,Code
19,조선내화,2020,Q1,철강_소재,-0.024622085199050528,0.0020100787918684304,0.018206812897264113,0.12451886765657649,0.03603911464589049,-4.525003257088798,3.062432993401754,-0.2982992105524605,000480
19,영풍,2020,Q1,철강_소재,-0.003615429771146275,0.025649592493506956,-0.1606496438994941,-0.02267495949899534,-0.02903566373148847,4.004568799132089,-0.8530214189905927,-0.2526805617673693,000670
19,동국제강,2020,Q1,철강_소재,-0.053165258989395614,-0.01256179890711795,-0.08490440141591615,0.013787331358073418,-0.024961549380053127,-0.936246171438593,-5.674960020150688,0.3783807143278998,001230
19,세아베스틸,2020,Q1,철강_소재,0.24359554903487962,-0.011970030798641451,0.05794759078897638,0.2164486819633351,0.04307543283487347,-0.4495773726289597,-0.432287131232175,-0.08483782192949313,001430
19,고려제강,2020,Q1,철강_소재,-0.12138879456848223,0.005989878319097697,-0.1744082461940487,-0.007892376686821634,-0.012817880813667526,3.9151293143464763,0.048451191175177044,-0.059066734343241445,002240
19,세아제강,2020,Q1,철강_소재,0.10991942409237912,0.007041604099028875,5.573910393778328,0.5142922722908085,6.8051516937242456,9.344680721377298,-19.46656696631255,0.37429697393218236,003030
19,현대제철,2020,Q1,철강_소재,0.05098678120487285,-0.016324834127231402,0.005832329349005683,0.007721787337017005,0.030490539215895174,-0.16853491280566235,-0.8507671198360819,0.15544475063156044,004020
19,삼광글라스,2020,Q1,철강_소재,-0.0531710791857181,0.005387789618224614,1.058945269861829,-0.033499005176608865,-0.01825708106029489,-3.9746515261991746,0.6364795515710411,-0.03189288561042025,005090
19,POSCO,2020,Q1,철강_소재,-0.042554001004863784,0.0027774584004056635,-0.05111231206777078,0.2763168578448849,0.14044117975068682,-2.1657144454257375,0.24785677379361815,-0.03363830006980109,005490
19,무림P&P,2020,Q1,철강_소재,0.10381897105605445,-0.021366186070879145,-0.028843876156450454,0.006154476015930221,0.014411034717478843,-1.210231831932893,-7.952318080149473,-0.3122142281300217,009580
19,고려아연,2020,Q1,철강_소재,-0.09218948577928142,-0.017590443565996594,-0.00658852525206155,0.12350095264425542,-0.02882354344334126,0.22336251923314476,0.20636838828608872,-0.09574036105832615,010130
19,SK텔레콤,2020,Q1,커뮤니케이션서비스,0.07940777204222457,-0.01618582934118651,0.02745593621912734,-0.004422501499669718,0.004444698977104533,146.41943270971635,1.2156579716121936,-0.09149328654056599,017670
19,제일기획,2020,Q1,커뮤니케이션서비스,0.026178521617852196,-0.08582726173434307,-0.32599964913221413,0.0041983769826046125,-0.08926163329303816,-0.6184762201738999,-0.720841749030648,-0.182698934053911,030000
19,KT,2020,Q1,커뮤니케이션서비스,0.13154985149695408,0.004563942900759788,-0.03845889153724191,-0.04743693079123734,-0.04861718103624946,-8.461797791461695,4.557297076717614,-0.21255341282114848,030200
19,LG유플러스,2020,Q1,커뮤니케이션서비스,0.255394207892362,-0.007803249059279094,0.03930670022452132,0.01120609318239052,0.05685731626953672,0.4344219170561727,0.122628762328308,-0.39082758122796,032640
19,SBS,2020,Q1,커뮤니케이션서비스,-0.11715481171548114,-0.03576667822644075,-0.2898872213822218,-0.11155100032840892,-0.24133081092605968,-1.3327642394650392,-1.280022269772446,-0.3134700612036054,034120
19,NAVER,2020,Q1,커뮤니케이션서비스,0.2515951882845189,0.034723317936365516,-0.07369796058639022,0.12716821135214618,0.1853635754618832,0.09152592356150624,-0.0995581565313799,0.13555406293265354,035420
19,엔씨소프트,2020,Q1,커뮤니케이션서비스,0.11525108026487893,0.03756110212634112,0.39740858712670324,0.1760174987208425,0.10777180682814191,-13.714001745469739,0.445465904560969,-0.08445423926742945,036570
19,풍산,2020,Q1,철강_소재,0.013408986504103437,-0.020376229626536513,-0.2492020982788521,0.0485059802752803,0.06276294573721164,-1.0038833648946797,-1.0288320231361838,0.03762368281049261,103140
19,한국철강,2020,Q1,철강_소재,0.2499548228360139,0.027695394262776674,-0.2003186320534429,-0.2832954127831049,-0.06534258672817872,-13.135873948389118,-6.2724347124861906,-0.17757254259229416,104700
