code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_자본금 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return,Label,Code
17670,SK텔레콤,2024,Q4,커뮤니케이션서비스,-0.014036945368099518,0.0184262332817553,-0.010951522902571953,0.0251676717880025,0.008301065309178401,0.00429460858390418,-0.003935403931470405,-0.6075559640254711,-0.20233236351424055,0.0,-0.21121902272771398,-0.1362517963982146,-0.2419019202198026,0.2563268556211109,-0.08391259415295438,0.290348982750096,-0.23713475771638115,-0.2461463302081076,-0.2952121852808638,-0.22684268915352535,-0.2936428868843668,-0.2249164372115735,0.0,0.0,-0.08517500198916134,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q3,커뮤니케이션서비스,0.09603882961991217,-0.021843209062394342,0.1516852138168132,-0.098444667776596,0.0033105841276102055,0.003216821698364347,0.0036662689470372545,0.014597648834963284,-0.24386856377341481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1480776425971261,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q2,커뮤니케이션서비스,-0.05995312111231943,-0.030908451536501458,-0.04400103086793394,-0.08012022195673063,-0.06576103585807158,0.004013371679929545,0.0008931595519148239,0.032051179235015326,-0.3188719905540328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08785202885842457,0.1480776425971261,017670
17670,SK텔레콤,2024,Q1,커뮤니케이션서비스,0.0970882537771236,-0.012586186300788782,0.040981605566827284,-0.04080162847350266,-0.009877169658263352,0.00441065152752973,-0.004871594019267955,0.7182977148526701,2.4720564264091283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04163653217503588,0.08785202885842457,017670
17670,SK텔레콤,2023,Q4,커뮤니케이션서비스,-0.007135186067010468,0.008460555756166777,0.09706513798725558,-0.023120270960331646,0.019095228012829812,-0.00394816903379458,0.01773668097319092,-0.3761210087666509,-0.5017464795613038,0.0,-0.04573135919752358,0.05019305019305009,0.00034433761911545346,0.0003332222592469236,0.00018961383954585465,0.0003331112591604679,0.0,0.0,0.0,0.0,6.656326185164981,-0.024456601342005446,0.0,0.0,-0.05261054758572337,-0.04163653217503588,017670
17670,SK텔레콤,2023,Q3,커뮤니케이션서비스,0.0381626530379251,-0.014893618271244025,0.022274316833696073,-0.013463010170140954,-0.0011983920489742061,0.004622697487933758,0.009367381929118457,0.07385982960090742,-0.0968364623088972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157052320142448,-0.05261054758572337,017670
17670,SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.10841990116897104,-0.002203440145168045,-0.07082612338038685,-0.023100014453105944,-0.04002203682073824,0.006791982639010152,0.0006329286503670151,-0.08793463904479848,-0.27705664815940834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12633529861621448,0.13157052320142448,017670
17670,SK텔레콤,2023,Q1,커뮤니케이션서비스,-0.06911517042953841,-0.02209312551684106,-0.15280762844293783,-0.019902362308720445,-0.0715459949844034,0.015642283636732923,0.006759626331215296,1.1358117308532232,9.773303264604811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032823120372152716,-0.12633529861621448,017670
17670,SK텔레콤,2022,Q4,커뮤니케이션서비스,0.05962156290162479,0.025554474167748698,0.14674359269049542,0.01714254439566365,0.06386248487025581,-0.009983682191215926,-0.00842652910776076,-0.4993079353318308,-0.8923908596944141,0.0,-0.026265959513008252,-0.11604095563139927,1.8036324870204337,0.03441144367208593,-0.07658489306233496,-0.07661548714531041,0.0,0.0,0.0,0.0,-0.35963539335183603,0.0020677293420647835,0.0,0.0,-0.05874943564335185,0.032823120372152716,017670
17670,SK텔레콤,2022,Q3,커뮤니케이션서비스,0.02624570072093202,-0.019692461079776846,-0.09842448409281335,0.03301225076499681,-0.018566328246370056,0.008327753072880473,0.0014129801759459326,0.020502358992131375,0.3175866206232909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01864789207147642,-0.05874943564335185,017670
