code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
34220,LG디스플레이,정보기술,2015,Q4,2016-03-30,"8,246,330,000,000","11,964,363,000,000","20,210,693,000,000","6,505,979,000,000","2,375,131,000,000","8,881,110,000,000","7,289,333,000,000","11,329,583,000,000",25856426000000,770856000000,1181626000000,968209000000,,
34220,LG디스플레이,정보기술,2016,Q1,2016-05-16,"7,421,917,000,000","11,930,428,000,000","19,352,345,000,000","5,238,323,000,000","3,018,616,000,000","8,256,939,000,000","7,055,214,000,000","11,095,406,000,000",5567470000000,-117251000000,-96483000000,-54104000000,,
34220,LG디스플레이,정보기술,2016,Q2,2016-08-16,"7,600,730,000,000","12,012,778,000,000","19,613,508,000,000","5,498,335,000,000","3,159,362,000,000","8,657,697,000,000","6,915,619,000,000","10,955,811,000,000",5375992000000,-90486000000,-65324000000,-138592000000,,
34220,LG디스플레이,정보기술,2016,Q3,2016-11-14,"7,735,363,000,000","12,745,976,000,000","20,481,339,000,000","6,110,883,000,000","3,298,928,000,000","9,409,811,000,000","7,031,336,000,000","11,071,528,000,000",6222819000000,186155000000,139795000000,116500000000,,
34220,LG디스플레이,정보기술,2016,Q4,2017-03-31,"8,712,575,000,000","13,100,175,000,000","21,812,750,000,000","6,176,344,000,000","3,400,959,000,000","9,577,303,000,000","8,195,255,000,000","12,235,447,000,000",7253014000000,730720000000,1259779000000,1043274000000,,
34220,LG디스플레이,정보기술,2017,Q1,2017-05-15,"7,805,248,000,000","13,772,891,000,000","21,578,139,000,000","5,794,558,000,000","3,216,512,000,000","9,011,070,000,000","8,526,877,000,000","12,567,069,000,000",6542947000000,759011000000,648546000000,514112000000,,
34220,LG디스플레이,정보기술,2017,Q2,2017-08-14,"8,061,330,000,000","14,714,811,000,000","22,776,141,000,000","5,584,696,000,000","4,149,249,000,000","9,733,945,000,000","9,002,004,000,000","13,042,196,000,000",6022851000000,536230000000,548272000000,477855000000,,
34220,LG디스플레이,정보기술,2017,Q3,2017-11-14,"9,093,211,000,000","15,729,352,000,000","24,822,563,000,000","7,047,907,000,000","4,453,877,000,000","11,501,784,000,000","9,280,587,000,000","13,320,779,000,000",6594290000000,336697000000,350471000000,281341000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2017,Q4,2018-04-02,"8,381,074,000,000","17,028,341,000,000","25,409,415,000,000","7,394,605,000,000","4,185,551,000,000","11,580,156,000,000","9,789,067,000,000","13,829,259,000,000",6430994000000,-95208000000,492578000000,506413000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2018,Q1,2018-05-15,"7,279,054,000,000","18,874,489,000,000","26,153,543,000,000","7,825,127,000,000","4,762,552,000,000","12,587,679,000,000","9,525,672,000,000","13,565,864,000,000",5154261000000,-253621000000,-160247000000,-80364000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2018,Q2,2018-08-14,"7,080,194,000,000","19,861,978,000,000","26,942,172,000,000","8,191,149,000,000","5,606,041,000,000","13,797,190,000,000","9,104,790,000,000","13,144,982,000,000",5034966000000,-409068000000,-475205000000,-417239000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2018,Q3,2018-11-14,"6,993,446,000,000","20,814,547,000,000","27,807,993,000,000","8,626,532,000,000","6,016,676,000,000","14,643,208,000,000","9,124,593,000,000","13,164,785,000,000",5661046000000,120953000000,121239000000,23273000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2018,Q4,2019-04-01,"6,378,339,000,000","20,683,767,000,000","27,062,106,000,000","7,416,630,000,000","6,432,895,000,000","13,849,525,000,000","9,172,389,000,000","13,212,581,000,000",6521414000000,68741000000,24407000000,32039000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2019,Q1,2019-05-15,"6,551,862,000,000","22,030,626,000,000","28,582,488,000,000","8,061,951,000,000","7,424,034,000,000","15,485,985,000,000","9,056,311,000,000","13,096,503,000,000",5383604000000,-202781000000,-187714000000,-113941000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2019,Q2,2019-08-14,"6,198,149,000,000","21,941,498,000,000","28,139,647,000,000","8,184,753,000,000","7,272,418,000,000","15,457,171,000,000","8,642,284,000,000","12,682,476,000,000",4935961000000,-414658000000,-448912000000,-407764000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2019,Q3,2019-11-14,"7,832,401,000,000","21,602,029,000,000","29,434,430,000,000","9,045,792,000,000","8,282,231,000,000","17,328,023,000,000","8,066,215,000,000","12,106,407,000,000",5432573000000,-592724000000,-770323000000,-575046000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2019,Q4,2020-03-30,"7,081,228,000,000","20,301,452,000,000","27,382,680,000,000","9,140,483,000,000","7,576,104,000,000","16,716,587,000,000","6,625,901,000,000","10,666,093,000,000",5906191000000,-574082000000,-1937832000000,-1543142000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2020,Q1,2020-05-15,"6,552,735,000,000","20,740,909,000,000","27,293,644,000,000","10,123,492,000,000","6,843,549,000,000","16,967,041,000,000","6,286,411,000,000","10,326,603,000,000",4481421000000,-553709000000,-475442000000,-337577000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2020,Q2,2020-08-14,"6,465,839,000,000","19,835,618,000,000","26,301,457,000,000","9,810,910,000,000","6,620,925,000,000","16,431,835,000,000","5,829,430,000,000","9,869,622,000,000",4891108000000,-551268000000,-622126000000,-456084000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2020,Q3,2020-11-16,"6,949,608,000,000","19,473,535,000,000","26,423,143,000,000","9,695,093,000,000","6,929,032,000,000","16,624,125,000,000","5,758,826,000,000","9,799,018,000,000",6469115000000,22500000000,-162077000000,-69828000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2020,Q4,2021-03-15,"6,948,054,000,000","19,757,148,000,000","26,705,202,000,000","10,180,660,000,000","6,261,307,000,000","16,441,967,000,000","6,223,043,000,000","10,263,235,000,000",6957629000000,269498000000,56876000000,350227000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2021,Q1,2021-05-17,"7,729,112,000,000","19,692,197,000,000","27,421,309,000,000","11,028,860,000,000","6,087,313,000,000","17,116,173,000,000","6,264,944,000,000","10,305,136,000,000",6632538000000,187076000000,33217000000,45322000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2021,Q2,2021-08-17,"6,980,939,000,000","19,884,415,000,000","26,865,354,000,000","10,856,796,000,000","5,575,973,000,000","16,432,769,000,000","6,392,393,000,000","10,432,585,000,000",6610665000000,274571000000,160563000000,129941000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2021,Q3,2021-11-15,"8,355,142,000,000","20,250,386,000,000","28,605,528,000,000","12,882,565,000,000","5,058,157,000,000","17,940,722,000,000","6,634,945,000,000","10,664,806,000,000",6977999000000,158301000000,272897000000,244723000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2021,Q4,2022-03-15,"8,566,656,000,000","20,911,466,000,000","29,478,122,000,000","13,148,969,000,000","5,686,335,000,000","18,835,304,000,000","6,611,853,000,000","10,642,818,000,000",8143712000000,101983000000,-73478000000,132187000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2022,Q1,2022-05-16,"8,323,110,000,000","21,025,716,000,000","29,348,826,000,000","13,789,260,000,000","5,317,496,000,000","19,106,756,000,000","6,215,990,000,000","10,242,070,000,000",6457899000000,-255702000000,-209810000000,-159395000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2022,Q2,2022-08-16,"7,934,046,000,000","22,138,342,000,000","30,072,388,000,000","14,601,784,000,000","5,609,948,000,000","20,211,732,000,000","5,872,490,000,000","9,860,656,000,000",5060521000000,-759649000000,-673055000000,-495869000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2022,Q3,2022-11-14,"7,541,008,000,000","23,941,973,000,000","31,482,981,000,000","16,681,563,000,000","6,011,422,000,000","22,692,985,000,000","4,827,082,000,000","8,789,996,000,000",6185523000000,-1043201000000,-1458010000000,-1040448000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2022,Q4,2023-03-13,"5,627,177,000,000","23,631,862,000,000","29,259,039,000,000","16,043,011,000,000","5,865,589,000,000","21,908,600,000,000","3,310,247,000,000","7,350,439,000,000",6427229000000,-1142911000000,-1073642000000,-1495675000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2023,Q1,2023-05-15,"5,098,476,000,000","23,971,274,000,000","29,069,750,000,000","15,396,150,000,000","7,729,460,000,000","23,125,610,000,000","1,903,948,000,000","5,944,140,000,000",3942097000000,-1575792000000,-1823760000000,-1405754000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2023,Q2,2023-08-14,"6,173,455,000,000","24,234,578,000,000","30,408,033,000,000","14,936,319,000,000","9,070,742,000,000","24,007,061,000,000","2,360,780,000,000","6,400,972,000,000",4329254000000,-1501544000000,193036000000,457071000000,"1,789,079,000,000",
34220,LG디스플레이,정보기술,2023,Q3,2023-11-14,"5,655,444,000,000","24,589,554,000,000","30,244,998,000,000","16,077,680,000,000","8,407,614,000,000","24,485,294,000,000","1,719,512,000,000","5,759,704,000,000",4688687000000,-589179000000,-840903000000,-641314000000,"1,789,079,000,000",-641268000000.0
34220,LG디스플레이,정보기술,2023,Q4,2024-03-14,"5,590,482,000,000","24,141,930,000,000","29,732,412,000,000","16,422,259,000,000","7,628,598,000,000","24,050,857,000,000","1,641,363,000,000","5,681,555,000,000",6850977000000,-217606000000,-160487000000,-128704000000,"1,789,079,000,000",-1027616000000.0
34220,LG디스플레이,정보기술,2024,Q1,2024-05-16,"5,813,484,000,000","24,736,922,000,000","30,550,406,000,000","17,593,470,000,000","6,873,801,000,000","24,467,271,000,000","762,129,000,000","6,083,135,000,000",5137018000000,-644820000000,-1119324000000,-876445000000,"2,500,000,000,000",-879234000000.0
34220,LG디스플레이,정보기술,2024,Q2,2024-08-14,"6,908,109,000,000","23,294,390,000,000","30,202,499,000,000","18,727,115,000,000","5,926,936,000,000","24,654,051,000,000","227,442,000,000","5,548,448,000,000",6122223000000,-457881000000,-560219000000,-533207000000,"2,500,000,000,000",-534687000000.0
34220,LG디스플레이,정보기술,2024,Q3,2024-11-14,"8,632,367,000,000","21,569,086,000,000","30,201,453,000,000","19,627,752,000,000","5,439,816,000,000","25,067,568,000,000","-187,121,000,000","5,133,885,000,000",6811193000000,-321766000000,-248237000000,-366274000000,"2,500,000,000,000",-414563000000.0
34220,LG디스플레이,정보기술,2024,Q4,2025-03-12,"8,647,395,000,000","21,151,656,000,000","29,799,051,000,000","20,865,495,000,000","5,137,758,000,000","26,003,253,000,000","-1,525,208,000,000","3,795,798,000,000",7108254000000,-376158000000,-1159711000000,-1258810000000,"2,500,000,000,000",-1338087000000.0
34220,LG디스플레이,정보기술,2025,Q1,2025-05-15,"7,727,486,000,000","20,619,956,000,000","28,347,442,000,000","20,295,613,000,000","4,620,498,000,000","24,916,111,000,000","-1,889,675,000,000","3,431,331,000,000",5620066000000,-288957000000,-330389000000,-364593000000,"2,500,000,000,000",-364467000000.0
