code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
42700,한미반도체,정보기술,2015,Q4,2016-03-30,"108,768,706,547","132,614,756,297","241,383,462,844","25,812,216,965","5,615,378,780","31,427,595,745","179,401,970,699","209,955,867,099",117791353740,23346709861,27150098450,20894749279,20894749279,,
42700,한미반도체,정보기술,2016,Q1,2016-05-16,"120,384,252,570","127,719,689,969","248,103,942,539","40,768,049,489","6,207,375,023","46,975,424,512","181,137,994,358","201,128,518,027",51590994692,16081673917,16541324309,12730203188,12730203188,,
42700,한미반도체,정보기술,2016,Q2,2016-08-16,"125,932,297,885","110,527,767,086","236,460,064,971","38,395,038,998","5,759,425,748","44,154,464,746","187,417,009,036","192,305,600,225",42986279173,9590502567,8382347730,6270270672,6270270672,,
42700,한미반도체,정보기술,2016,Q3,2016-11-10,"164,063,397,391","104,587,329,013","268,650,726,404","28,852,524,971","43,835,442,452","72,687,967,423","191,442,017,951","195,962,758,981",35791343381,7388040057,5278871719,4024083911,4024083911,,
42700,한미반도체,정보기술,2016,Q4,2017-03-29,"155,065,125,577","125,369,362,560","280,434,488,137","43,510,666,802","32,131,208,631","75,641,875,433","200,271,871,674","204,792,612,704",35201528824,5664102254,11329762918,8892774566,8892774566,,
42700,한미반도체,정보기술,2017,Q1,2017-05-12,"145,916,364,871","124,989,077,378","270,905,442,249","41,865,879,192","33,214,620,103","75,080,499,295","191,304,191,597","195,824,942,954",33959521855,6831698094,2400153031,1848117834,1848117834,,
42700,한미반도체,정보기술,2017,Q2,2017-08-14,"164,735,945,931","107,802,159,401","272,538,105,332","55,530,801,000","34,213,551,641","89,744,352,641","198,277,855,554","182,793,752,691",60906562837,18550401705,9332934548,6981079468,6981079468,,
42700,한미반도체,정보기술,2017,Q3,2017-11-13,"166,719,064,614","117,093,657,978","283,812,722,592","54,819,644,305","35,206,989,887","90,026,634,192","209,270,191,263","193,786,088,400",51472789751,14511206889,15707421091,11005238776,11005238776,"12,716,420,500",
42700,한미반도체,정보기술,2017,Q4,2018-03-28,"159,237,284,010","134,748,890,030","293,986,174,040","61,776,872,006","17,081,731,235","78,858,603,241","199,129,678,662","215,127,570,799",50087765626,11565732905,-13787618317,-11156597741,-11156597741,"12,716,420,500",
42700,한미반도체,정보기술,2018,Q1,2018-05-14,"125,651,667,145","153,622,486,354","279,274,153,499","74,225,176,911","2,425,384,890","76,650,561,801","196,621,488,821","202,623,591,698",46124863608,10466653368,13465126226,10206565679,10206565679,"12,716,420,500",
42700,한미반도체,정보기술,2018,Q2,2018-08-14,"136,554,817,873","142,318,431,462","278,873,249,335","61,884,893,280","3,137,529,155","65,022,422,435","217,846,449,823","213,850,826,900",78382630057,24289520216,27036892413,21244120789,21244120789,"12,716,420,500",
42700,한미반도체,정보기술,2018,Q3,2018-11-14,"120,831,270,437","126,319,841,798","247,151,112,235","37,446,685,461","3,948,933,467","41,395,618,928","193,639,807,173","205,755,493,307",52726259010,15069518040,15397200023,11955925818,11955925818,"12,716,420,500",
42700,한미반도체,정보기술,2018,Q4,2019-03-29,"112,578,694,106","128,941,643,232","241,520,337,338","29,698,444,910","1,160,428,985","30,858,873,895","198,545,777,309","210,661,463,443",38522324105,6187353512,6764337276,6575915327,6575915327,"12,716,420,500",
42700,한미반도체,정보기술,2019,Q1,2019-05-15,"80,770,582,351","147,799,959,753","228,570,542,104","26,541,900,200","3,074,302,787","29,616,202,987","186,838,652,983","198,954,339,117",19168223781,152617710,1152727176,896980934,896980934,"12,716,420,500",
42700,한미반도체,정보기술,2019,Q2,2019-08-14,"81,858,080,379","152,026,602,729","233,884,683,108","31,374,696,357","3,531,048,211","34,905,744,568","186,863,252,406","198,978,938,540",24500688356,-1613696734,-653108255,26655819,26655819,"12,716,420,500",
42700,한미반도체,정보기술,2019,Q3,2019-11-11,"115,526,502,537","127,065,493,410","242,591,995,947","24,740,934,610","4,538,224,884","29,279,159,494","201,503,045,889","213,312,836,453",38548815392,8458335516,19026176363,14650137565,14650137565,"12,716,420,500",
42700,한미반도체,정보기술,2019,Q4,2020-03-27,"129,108,919,657","125,892,988,183","255,001,907,840","32,206,855,992","6,003,046,352","38,209,902,344","205,597,564,869","216,792,005,496",36953299996,7394326202,6449931417,5800826237,5800826237,"12,716,420,500",
42700,한미반도체,정보기술,2020,Q1,2020-05-15,"154,468,229,746","134,596,110,179","289,064,339,925","62,599,386,956","6,678,788,409","69,278,175,365","167,947,779,574","219,786,164,560",39148837187,7090435198,9210176353,7360772942,7360772942,"12,716,420,500",
42700,한미반도체,정보기술,2020,Q2,2020-08-13,"148,396,162,986","136,801,613,024","285,197,776,010","42,424,537,802","7,181,325,720","49,605,863,522","182,011,784,051","235,591,912,488",61469669353,19834907836,18536515994,14066288137,14066288137,"12,716,420,500",
42700,한미반도체,정보기술,2020,Q3,2020-11-13,"174,011,982,448","127,685,058,340","301,697,040,788","49,465,137,273","7,716,962,609","57,182,099,882","200,254,611,733","244,514,940,906",77547710798,25239831612,23629966540,18247060162,18247060162,"12,716,420,500",
42700,한미반도체,정보기술,2020,Q4,2021-03-31,"208,594,111,352","113,698,576,467","322,292,687,819","68,502,933,557","2,296,263,503","70,799,197,060","209,206,742,714","251,493,490,759",77574321157,13841832340,11830688401,7712396968,7712396968,"12,716,420,500",
42700,한미반도체,정보기술,2021,Q1,2021-05-16,"209,753,660,181","118,245,771,839","327,999,432,020","68,751,591,041","2,980,458,194","71,732,049,235","191,197,822,480","256,267,382,785",70516114123,18541781254,24083925122,18167212045,18167212045,"12,716,420,500",
42700,한미반도체,정보기술,2021,Q2,2021-08-12,"202,972,368,273","161,705,817,648","364,678,185,921","80,490,092,648","3,436,941,419","83,927,034,067","216,417,384,416","280,751,151,854",108735505359,35658422439,32475276237,25214766602,25214766602,"12,716,420,500",
42700,한미반도체,정보기술,2021,Q3,2021-11-13,"239,914,878,556","163,479,030,169","403,393,908,725","91,709,835,710","3,944,758,277","95,654,593,987","243,405,547,300","307,739,314,738",90989587334,30133285134,35499679511,26979757628,26979757628,"12,716,420,500",
42700,한미반도체,정보기술,2021,Q4,2022-04-15,"248,086,639,305","169,643,588,040","417,730,227,345","82,592,561,873","1,781,509,529","84,374,071,402","269,022,388,505","333,356,155,943",101499689374,35188053763,35285858690,26508461402,26508461402,"12,716,420,500",
42700,한미반도체,정보기술,2022,Q1,2022-05-16,"224,064,072,786","171,644,538,274","395,708,611,060","70,775,439,645","3,039,380,450","73,814,820,095","257,560,023,527","321,893,790,965",62664105603,20672990877,23962873722,18211784029,18211784029,"12,716,420,500",
42700,한미반도체,정보기술,2022,Q2,2022-08-16,"249,881,491,569","196,560,864,066","446,442,355,635","84,145,831,954","3,693,497,623","87,839,329,577","294,269,258,620","358,603,026,058",121345351791,41991829105,49742047469,36710161688,36710161688,"12,716,420,500",
42700,한미반도체,정보기술,2022,Q3,2022-11-14,"282,260,670,224","195,823,868,484","478,084,538,708","78,203,110,319","4,145,350,123","82,348,460,442","331,402,310,828","395,736,078,266",79877575783,32065583551,48862366514,37135398550,37135398550,"12,716,420,500",
42700,한미반도체,정보기술,2022,Q4,2023-03-16,"230,566,446,403","207,536,288,433","441,490,502,516","64,161,165,314","2,112,795,286","66,273,960,600","310,882,774,478","375,216,541,916",60061829035,14800848132,3611164449,-587501367,-587501367,"12,716,420,500",
42700,한미반도체,정보기술,2023,Q1,2023-05-12,"217,547,798,287","365,989,842,314","583,537,640,601","90,909,184,513","1,926,745,523","92,835,930,036","426,367,943,127","490,701,710,565",26126414720,2905280345,177556142901,134942668605,134942668605,"12,716,420,500",
42700,한미반도체,정보기술,2023,Q2,2023-08-14,"254,341,820,348","355,833,431,380","610,175,251,728","42,786,523,385","37,075,583,444","79,862,106,829","460,515,206,333","530,313,144,899",48431109743,11695275350,41565825988,34116615897,34116615897,"12,716,420,500",
42700,한미반도체,정보기술,2023,Q3,2023-11-14,"239,385,459,891","387,264,088,545","626,649,548,436","42,884,458,619","37,211,203,643","80,095,662,262","476,755,947,608","546,553,886,174",30779310857,3818442177,20894630749,16193338831,16193338831,"12,716,420,500",16240741275.0
42700,한미반도체,정보기술,2023,Q4,2024-03-14,"316,037,370,015","427,350,483,723","743,387,853,738","104,858,437,423","46,777,338,696","151,635,776,119","521,928,885,599","591,752,077,619",51744546346,19422123289,110514894702,85981370406,85981370406,"12,716,420,500",254938177086.0
42700,한미반도체,정보기술,2024,Q1,2024-05-14,"309,441,535,877","500,661,397,001","810,102,932,878","86,642,352,198","59,284,665,702","145,927,017,900","592,065,047,921","664,175,914,978",76897131565,29460316224,90938762683,70028297841,70028297841,"12,716,420,500",69992690322.0
42700,한미반도체,정보기술,2024,Q2,2024-08-14,"336,983,719,882","439,019,257,848","776,002,977,730","114,505,700,454","37,290,395,436","151,796,095,890","559,829,607,960","624,206,881,840",122251082755,55223924498,-15676374693,-12225670192,-12225670192,"12,716,420,500",-12235435149.0
42700,한미반도체,정보기술,2024,Q3,2024-11-14,"361,678,317,728","456,050,480,272","817,728,798,000","153,208,238,461","20,179,468,220","173,387,706,681","597,714,438,531","644,341,091,319",207642875594,98770019183,50738581235,37892934583,37892934583,"12,716,420,500",37884830571.0
42700,한미반도체,정보기술,2024,Q4,2025-03-14,"393,806,353,847","426,201,061,504","820,007,415,351","158,013,671,280","9,717,916,151","167,731,587,431","599,520,589,436","652,275,827,920",148756041311,72155388779,72090638060,56709650378,56709650378,"12,716,420,500",54408338581.0
