접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20161028000369,Y,00159616,두산에너빌리티,보통주,(주)두산,본인,"43,945,896",36.82,"43,945,896",36.82,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박석원,특수관계인,"1,559",0.00,"1,559",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박태원,특수관계인,"1,386",0.00,"1,386",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박인원,특수관계인,"1,039",0.00,"1,039",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박형원,특수관계인,"1,039",0.00,"1,039",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박서원,특수관계인,663,0.00,663,0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박재원,특수관계인,542,0.00,542,0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,강신애,특수관계인,"3,163",0.00,"3,163",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,김소영,특수관계인,"1,000",0.00,"1,000",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,정지택,계열사임원,0,0.00,"5,000",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,연강재단,특수관계인,"1,200",0.00,"1,200",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박용만,특수관계인,"9,768",0.01,"9,768",0.01,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박지원,특수관계인,"5,734",0.00,"5,734",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박정원,특수관계인,"6,920",0.01,"6,920",0.01,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박진원,특수관계인,"1,906",0.00,"1,906",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박혜원,특수관계인,"1,683",0.00,"1,683",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박상우,특수관계인,"1,590",0.00,"1,590",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,박상진,특수관계인,"1,586",0.00,"1,586",0.00,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,보통주,계,,"43,986,674",36.85,"43,991,674",36.86,-,2015-12-31,2015,Q4
20161028000369,Y,00159616,두산에너빌리티,기 타,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,(주)두산,본인,"43,945,896",36.82,"43,945,896",36.82,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박석원,특수관계인,"1,559",0.00,"1,559",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박태원,특수관계인,"1,386",0.00,"1,386",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박인원,특수관계인,"1,039",0.00,"1,039",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박형원,특수관계인,"1,039",0.00,"1,039",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박서원,특수관계인,663,0.00,663,0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박재원,특수관계인,542,0.00,542,0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,강신애,특수관계인,"3,163",0.00,"3,163",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,김소영,특수관계인,"1,000",0.00,"1,000",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,정지택,계열사임원,"5,000",0.00,"10,000",0.01,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,연강재단,특수관계인,"1,200",0.00,"1,200",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박용만,특수관계인,"9,768",0.01,"9,768",0.01,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박지원,특수관계인,"5,734",0.00,"5,734",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박정원,특수관계인,"6,920",0.01,"6,920",0.01,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박진원,특수관계인,"1,906",0.00,"1,906",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박혜원,특수관계인,"1,683",0.00,"1,683",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박상우,특수관계인,"1,590",0.00,"1,590",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,박상진,특수관계인,"1,586",0.00,"1,586",0.00,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,보통주,계,,"43,991,674",36.86,"43,996,674",36.86,-,2016-12-31,2016,Q4
20170331004249,Y,00159616,두산에너빌리티,기 타,계,,-,-,-,-,-,2016-12-31,2016,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,㈜두산,본인,"43,945,896",36.82,"43,945,896",36.82,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박석원,특수관계인,"1,559",0.00,"1,559",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박태원,특수관계인,"1,386",0.00,"1,386",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박인원,특수관계인,"1,039",0.00,"1,039",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박형원,특수관계인,"1,039",0.00,"1,039",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박서원,특수관계인,663,0.00,663,0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박재원,특수관계인,542,0.00,542,0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,강신애,특수관계인,"3,163",0.00,"3,163",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,김소영,특수관계인,"1,000",0.00,"1,000",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,정지택,계열사임원,"10,000",0.01,"10,000",0.01,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,연강재단,특수관계인,"1,200",0.00,"1,200",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박용만,특수관계인,"9,768",0.01,"9,768",0.01,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박지원,특수관계인,"5,734",0.00,"5,734",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박정원,특수관계인,"6,920",0.01,"6,920",0.01,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박진원,특수관계인,"1,906",0.00,"1,906",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박혜원,특수관계인,"1,683",0.00,"1,683",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박상우,특수관계인,"1,590",0.00,"1,590",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,박상진,특수관계인,"1,586",0.00,"1,586",0.00,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,보통주,계,,"43,996,674",36.86,"43,996,674",36.86,-,2017-12-31,2017,Q4
20240327001228,Y,00159616,두산에너빌리티,기 타,계,,-,-,-,-,-,2017-12-31,2017,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,(주)두산,본인,"43,945,896",36.82,"43,945,896",33.79,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박석원,특수관계인,"1,559",0.00,"1,559",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박태원,특수관계인,"1,386",0.00,"1,386",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박인원,특수관계인,"1,039",0.00,"1,039",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박형원,특수관계인,"1,039",0.00,"1,039",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박서원,특수관계인,663,0.00,663,0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박재원,특수관계인,542,0.00,542,0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,강신애,특수관계인,"3,163",0.00,"3,163",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,김소영,특수관계인,"1,000",0.00,"1,000",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,최형희,계열회사 임원,"7,823",0.01,"7,823",0.01,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,연강재단,특수관계인,"1,200",0.00,"1,200",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박용만,특수관계인,"9,768",0.01,"9,768",0.01,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박지원,특수관계인,"5,734",0.00,"5,734",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박정원,특수관계인,"6,920",0.01,"6,920",0.01,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박진원,특수관계인,"1,906",0.00,"1,906",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박혜원,특수관계인,"1,683",0.00,"1,683",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박상우,특수관계인,"1,590",0.00,"1,590",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,박상진,특수관계인,"1,586",0.00,"1,586",0.00,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,보통주,계,,"43,994,497",36.86,"43,994,497",33.83,-,2018-12-31,2018,Q4
20240327001230,Y,00159616,두산에너빌리티,기 타,계,,-,-,-,-,-,2018-12-31,2018,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,(주)두산,본인,"43,945,896",33.79,"69,456,923",34.36,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박석원,특수관계인,"1,559",0.00,"2,464",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박태원,특수관계인,"1,386",0.00,"2,190",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박인원,특수관계인,"1,039",0.00,"1,642",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박형원,특수관계인,"1,039",0.00,"1,642",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박서원,특수관계인,663,0.00,"1,047",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박재원,특수관계인,542,0.00,856,0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,강신애,특수관계인,"3,163",0.00,"3,163",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,김소영,특수관계인,"1,000",0.00,"1,000",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,최형희,계열회사 임원,"7,823",0.01,"38,672",0.02,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,연강재단,특수관계인,"1,200",0.00,"1,200",0.00,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박용만,특수관계인,"9,768",0.01,"15,438",0.01,-,2019-12-31,2019,Q4
20240327001231,Y,00159616,두산에너빌리티,보통주,박지원,특수관계인,"5,734",0.00,"9,062",0.00,-,2019-12-31,2019,Q4
