Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2020,Q1,BS,유동자산,2020.03.31 현재,"296,351,569,008"
2020,Q1,BS,비유동자산,2020.03.31 현재,"999,654,747,556"
2020,Q1,BS,자산총계,2020.03.31 현재,"1,296,006,316,564"
2020,Q1,BS,유동부채,2020.03.31 현재,"232,389,382,407"
2020,Q1,BS,비유동부채,2020.03.31 현재,"345,890,445,389"
2020,Q1,BS,부채총계,2020.03.31 현재,"578,279,827,796"
2020,Q1,BS,자본금,2020.03.31 현재,"31,342,450,000"
2020,Q1,BS,이익잉여금,2020.03.31 현재,"1,685,041,161,695"
2020,Q1,BS,자본총계,2020.03.31 현재,"717,726,488,768"
2020,Q1,IS,영업이익,2020.01.01 ~ 2020.03.31,9864742999
2020,Q1,IS,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,10734975043
2020,Q1,IS,당기순이익,2020.01.01 ~ 2020.03.31,9916917378
2020,Q1,IS,당기순이익(손실),2020.01.01 ~ 2020.03.31,9916917378
2020,Q2,BS,유동자산,2020.06.30 현재,"261,437,268,070"
2020,Q2,BS,비유동자산,2020.06.30 현재,"995,637,994,038"
2020,Q2,BS,자산총계,2020.06.30 현재,"1,257,075,262,108"
2020,Q2,BS,유동부채,2020.06.30 현재,"56,233,936,820"
2020,Q2,BS,비유동부채,2020.06.30 현재,"482,492,019,878"
2020,Q2,BS,부채총계,2020.06.30 현재,"538,725,956,698"
2020,Q2,BS,자본금,2020.06.30 현재,"31,342,450,000"
2020,Q2,BS,이익잉여금,2020.06.30 현재,"1,685,099,365,032"
2020,Q2,BS,자본총계,2020.06.30 현재,"718,349,305,410"
2020,Q2,IS,영업이익,2020.01.01 ~ 2020.06.30,-514922134
2020,Q2,IS,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,220389377
2020,Q2,IS,당기순이익,2020.01.01 ~ 2020.06.30,58203337
2020,Q2,IS,당기순이익(손실),2020.01.01 ~ 2020.06.30,58203337
2020,Q3,BS,유동자산,2020.09.30 현재,"286,776,191,951"
2020,Q3,BS,비유동자산,2020.09.30 현재,"964,385,799,990"
2020,Q3,BS,자산총계,2020.09.30 현재,"1,251,161,991,941"
2020,Q3,BS,유동부채,2020.09.30 현재,"166,052,850,156"
2020,Q3,BS,비유동부채,2020.09.30 현재,"359,511,412,218"
2020,Q3,BS,부채총계,2020.09.30 현재,"525,564,262,374"
2020,Q3,BS,자본금,2020.09.30 현재,"31,342,450,000"
2020,Q3,BS,이익잉여금,2020.09.30 현재,"1,683,602,082,385"
2020,Q3,BS,자본총계,2020.09.30 현재,"725,597,729,567"
2020,Q3,IS,영업이익,2020.01.01 ~ 2020.09.30,-201399308
2020,Q3,IS,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,-645581071
2020,Q3,IS,당기순이익,2020.01.01 ~ 2020.09.30,-1497282647
2020,Q3,IS,당기순이익(손실),2020.01.01 ~ 2020.09.30,-1497282647
2020,Q4,BS,유동자산,2020.12.31 현재,"343,468,898,186"
2020,Q4,BS,비유동자산,2020.12.31 현재,"868,577,416,195"
2020,Q4,BS,자산총계,2020.12.31 현재,"1,212,046,314,381"
2020,Q4,BS,유동부채,2020.12.31 현재,"140,215,003,172"
2020,Q4,BS,비유동부채,2020.12.31 현재,"345,968,193,899"
2020,Q4,BS,부채총계,2020.12.31 현재,"486,183,197,071"
2020,Q4,BS,자본금,2020.12.31 현재,"31,342,450,000"
2020,Q4,BS,이익잉여금,2020.12.31 현재,"1,680,078,007,631"
2020,Q4,BS,자본총계,2020.12.31 현재,"725,863,117,310"
2020,Q4,IS,영업이익,2020.01.01 ~ 2020.12.31,-243609933
2020,Q4,IS,법인세차감전 순이익,2020.01.01 ~ 2020.12.31,1063481402
2020,Q4,IS,당기순이익,2020.01.01 ~ 2020.12.31,90948535
2020,Q4,IS,당기순이익(손실),2020.01.01 ~ 2020.12.31,90948535
