,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
19,대림산업,2020,Q1,건설,0.19286437081366153,0.05449619866870914,0.03034667071509589,0.06963706399193259,-0.43369233579807875,0.0,0.013267569587689376,-0.1716815982654706,000210
19,현대건설,2020,Q1,건설,0.2557628363509828,-0.0012689011754698498,0.08001225878131657,-0.06736129630499998,-0.22075437944653153,0.0,0.19487852246612514,-0.17233944488030417,000720
19,KCC,2020,Q1,건설,0.048837091118526965,-0.07217050166430161,-0.15738853106430373,-0.09531319810729844,1.3216758884258262,0.0,-0.15073039092590435,-0.17380666766095376,002380
19,한일시멘트,2020,Q1,건설,0.2601351701297078,-0.0022914770636661697,0.007506569517941708,-0.10915488198391554,-8.1603442200768,0.0,0.1653730635087034,-0.2149529513057256,003300
19,아이에스동서,2020,Q1,건설,0.045258181323962005,-0.0197803829523302,0.02115870390167962,-0.14642164928927714,0.004690349637314739,0.0,0.17941794831112,0.5905864258328777,010780
19,현대산업,2020,Q1,건설,0.10521536138704882,0.004161183652894307,0.06092291165742081,0.10348458371758529,4.328541533270191,0.0,0.02404505719392458,-0.04363342689473235,012630
19,삼성엔지니어링,2020,Q1,건설,0.010193831290781913,-0.5112330766004649,-0.019501737237856864,-0.005311071399480172,0.10494505370250518,0.0,-0.04999999379233733,-0.11558748957876197,028050
19,대우건설,2020,Q1,건설,0.16589919200891362,-0.5619692354297146,0.04082582586359251,0.018013181038496917,-2.272607062072254,0.0,0.11948138754915627,-0.27334455687061837,047040
19,한전기술,2020,Q1,건설,0.03641661685594744,-0.019466497576520747,-0.06228829644421208,-0.013120270504676235,-0.7762263897220418,0.0,-0.1895454769999576,-0.18602550750536437,052690
19,LG하우시스,2020,Q1,건설,0.4879588246481552,0.048794110180248706,0.028047732617642263,-0.012230319415282853,52.70940170940171,0.0,0.2024409689543758,-0.16662829297173226,108670
