,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
30,대림산업,2017,Q2,건설,0.06358837528771155,0.0009652623904323754,0.029558522306349033,0.037620731154822895,0.7548838990648417,0.0,0.022090919218643812,-0.11560459519957578,000210
30,현대건설,2017,Q2,건설,-0.1576694390258916,0.020234314661815356,-0.01828491458903847,-0.010912913880520403,0.07576430856736582,0.0,-0.054649801925013564,-0.1900207477224205,000720
30,KCC,2017,Q2,건설,0.09648870505921951,0.016958080721845015,0.100861554487097,0.1047361583841322,0.3589136642056878,0.0,0.414805735258986,-0.09493906539262703,002380
30,한일시멘트,2017,Q2,건설,-0.09165227113750558,0.027053006533685364,0.08778909554664693,0.022001206562001663,27.71484124531362,0.0,-0.08480752235447697,0.07450946031834868,003300
30,아이에스동서,2017,Q2,건설,-0.14622369606157376,0.13733240044256512,0.16409180383347954,0.019218193401694617,0.2774588318335951,0.0,0.6297553597756909,-0.14836272527852445,010780
30,현대산업,2017,Q2,건설,-0.1727835290494158,0.042100998414696056,0.024384111931448516,0.028497051679339247,-0.006472172177458546,0.0,0.05592148749753312,-0.09943011953419714,012630
30,삼성엔지니어링,2017,Q2,건설,-0.17932405448451283,2.2902369668510487,-0.026390886337740227,-0.016658546503388494,-4.374018740693419,0.0,-0.2221814905958669,0.1238958183741534,028050
30,대우건설,2017,Q2,건설,-0.07214100872307247,-0.8867422946878254,-0.011469329615495516,0.017909831764996165,0.11926966279908191,0.0,-0.040604482998144786,-0.23459878992406843,047040
30,한전기술,2017,Q2,건설,-0.2592446028034107,0.010054016844260438,0.023421222406534437,-0.017003077976747383,-5.346505713826979,0.0,0.04373169293806689,-0.0989931714951364,052690
30,LG하우시스,2017,Q2,건설,-0.059193781531659224,0.10117312877698592,0.059694691164001945,0.028707617528881624,0.34581693087917165,0.0,-0.016537391604483198,-0.16172406895413802,108670
