,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
25,대림산업,2018,Q3,건설,0.10832945931949682,0.0954106636885157,-0.038148726136281175,0.005461379407374123,0.05421065651469781,0.0,-0.13068941297270797,0.15289343413165826,000210
25,현대건설,2018,Q3,건설,-0.060928753437617986,0.008337607418246407,-0.030345776538366787,-0.05421040638977426,-0.17589990770177422,0.0,-0.06366836824502731,0.00930155204081681,000720
25,KCC,2018,Q3,건설,-0.1296050422332642,0.06113559254257672,0.036905129570504513,0.043661220529586764,-0.041605592623785936,0.0,-0.048313734549594534,0.12485004804490175,002380
25,한일시멘트,2018,Q3,건설,-0.2000711357221891,0.26217431510834666,-0.5612127733432511,0.057376852927256916,-0.7367839694773692,0.0,-0.9787789349645036,-0.182706499966927,003300
25,아이에스동서,2018,Q3,건설,-0.0011112333954137188,0.01208029080713402,-0.04705277103256145,0.028283959761657762,-0.9426326290767523,0.0,-0.18481455319903073,0.033426551851878136,010780
25,현대산업,2018,Q3,건설,-0.24677706086944673,-0.0011285300724703795,0.5313920630930966,0.6340944090445821,-3.5664978925082567,0.0,-0.3888739162842161,0.09903370954224197,012630
25,삼성엔지니어링,2018,Q3,건설,0.17281523017777195,-0.9287917657304654,-0.03943623244048411,-0.051393658818864485,0.9013071862734343,0.0,0.01529821625003791,-0.12865943742882008,028050
25,대우건설,2018,Q3,건설,-0.040184176886632145,-0.33165036544938464,-0.05060498160029958,0.0008293371127536808,0.29041770111660203,0.0,-0.09396513454873334,0.03716613569969823,047040
25,한전기술,2018,Q3,건설,0.00956350929381184,0.006669039052477954,-0.00936017693584057,-0.011487295301967682,20.393666940413933,0.0,-0.057437710180090584,0.17745031470273542,052690
25,LG하우시스,2018,Q3,건설,-0.21825607578212913,0.011522478277295134,0.04954323030272123,0.012231157770824286,-0.7551955212486217,0.0,0.11182288673775398,0.1763848274433496,108670
