,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
26,대림산업,2018,Q2,건설,-0.018774693966500014,0.023281696970536947,-0.00028763770757644913,-0.007932405246263374,-0.1288337117840348,0.0,-0.06378335086950793,0.10832945931949682,000210
26,현대건설,2018,Q2,건설,-0.11637786043398607,0.03445893158719038,0.009088558658850499,0.011112908624344442,0.15000412779658223,0.0,-0.00541970853122653,-0.060928753437617986,000720
26,KCC,2018,Q2,건설,-0.035773377730494466,-0.06198452312359948,-0.11489883713452542,-0.13248476907553897,0.5363071192152258,0.0,-0.25173772321610455,-0.1296050422332642,002380
26,한일시멘트,2018,Q2,건설,-0.20600830892219196,0.016798610935990554,0.08695952953146535,-0.4063172322313674,-1.3039374601962934,0.0,4.657186363583944,-0.2000711357221891,003300
26,아이에스동서,2018,Q2,건설,0.07712530375400571,0.3793381938432665,-0.08661272870620873,-0.011600036577747441,7.994881247456782,0.0,-0.2506072722922741,-0.0011112333954137188,010780
26,현대산업,2018,Q2,건설,0.0,0.32195097123738603,-0.7782944305537565,0.22621982599332946,-1.470205593387627,0.0,-0.976634869191743,-0.24677706086944673,012630
26,삼성엔지니어링,2018,Q2,건설,-0.0625116088235376,1.2690374749547888,-0.06355080224635312,0.013469848769974035,2.226890326205693,0.0,-0.058780830261106476,0.17281523017777195,028050
26,대우건설,2018,Q2,건설,-0.14720956152333123,-0.2644914666256174,0.030180556309230333,-0.005102283320134515,-0.17599656819839105,0.0,-0.028312775433137483,-0.040184176886632145,047040
26,한전기술,2018,Q2,건설,-0.39984559357520577,0.0014954703462515262,-0.05230460770288636,-0.01749376021627247,-0.8217791545752462,0.0,-0.16925372871498234,0.00956350929381184,052690
26,LG하우시스,2018,Q2,건설,-0.022239899240993025,0.016903572800614608,-0.05344243004092508,0.01369006079820756,-0.0737015793195569,0.0,-0.21523185049742843,-0.21825607578212913,108670
