,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
34,대림산업,2016,Q2,건설,-0.015144660421478967,0.0034195489020401038,0.0053597240562808235,-0.001192477415282167,1.016410796698589,0.0,-0.013598512682239217,-0.01695130941694848,000210
34,현대건설,2016,Q2,건설,0.02257622244255246,0.022739021498932033,0.027476181608819816,-0.0022628444136912895,0.14653702594350482,0.0,0.04614094880493913,0.17336626894697518,000720
34,KCC,2016,Q2,건설,-0.02140646831967888,0.011500376657158862,-0.02887315234754817,-0.0464071133044236,0.2200061365129613,0.0,0.03701939916070751,-0.055202335069408956,002380
34,한일시멘트,2016,Q2,건설,-0.2802891170932226,0.017466138349566895,0.0037838798926037587,-0.00603548090710071,33.520585131954505,0.0,-0.1585809547094914,-0.0743844073816016,003300
34,아이에스동서,2016,Q2,건설,0.21964518954462248,0.1936813436192446,0.1266669729077603,0.052094284265942425,0.5571778487722643,0.0,-0.07854845660235399,-0.18481327166520314,010780
34,현대산업,2016,Q2,건설,-0.043726091106808855,0.051717214834727576,0.03787428480873878,0.022942825408441836,1.28059832084594,0.0,0.0449797522378077,0.06545321633288634,012630
34,삼성엔지니어링,2016,Q2,건설,-0.09026630771118492,-0.19878020857576584,-0.004796163236055695,0.010108932931665038,-3.8119216076219877,0.0,0.2938574335819064,-0.05733214760499251,028050
34,대우건설,2016,Q2,건설,-0.08927410156238276,0.10778393128749086,-0.02550923106484182,0.004553644198654672,0.6892331338339026,0.0,0.02553842083999336,0.06518944236306617,047040
34,한전기술,2016,Q2,건설,0.01573136135614317,0.046448072561549925,-0.031223959975329563,0.011497450652251384,0.814575634498617,0.0,-0.1617043270541162,-0.26105645367625596,052690
34,LG하우시스,2016,Q2,건설,-0.2013511464513722,0.11077562302485067,0.036355794678324616,0.015482040083324655,0.2619235384879135,0.0,0.08008994284629112,-0.2470997956416369,108670
