,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
13,대림산업,2021,Q3,건설,-0.05826609885805567,-0.001180121833060599,-0.011056633423207396,-0.003138432443374972,-0.23927399922491577,0.0,0.03441725810658802,0.016286275246006884,000210
13,현대건설,2021,Q3,건설,0.05077114280641535,0.014019839505883924,0.002966194139099265,-0.000436338650939061,4.391591182784439,0.0,-0.02300314694752792,0.06602718996731899,000720
13,KCC,2021,Q3,건설,0.06202467850420049,-0.054686204898651725,-0.04290901663768021,-0.04999830607096378,0.23672089056472267,0.0,0.027000319939008977,0.09321642013939833,002380
13,한일시멘트,2021,Q3,건설,0.05459394157594512,-0.0002287404755040301,-0.09504438319033637,0.00888435987570868,1.8009717824059446,0.0,0.0012030353341818678,0.09613034129676085,003300
13,아이에스동서,2021,Q3,건설,-0.01828287709523673,0.04088424311215433,-0.06012447926015796,0.012500592470208849,0.04407527476772488,0.0,0.08505619852143487,0.3515192113240134,010780
13,현대산업,2021,Q3,건설,-0.07202135209355426,0.003341822094034441,0.005648027702584546,0.016576407025364226,0.958627494164509,0.0,-0.7171320455696168,-0.16446527128660887,012630
13,삼성엔지니어링,2021,Q3,건설,0.06264068649861534,0.12544780952420154,-0.0016036269560423255,-0.011741689882189266,-0.0014473740520152267,0.0,-0.02034683991615005,0.2630475547008763,028050
13,대우건설,2021,Q3,건설,-0.0657980998157826,0.09826027933367243,-0.02454614712131009,0.014783588738899178,-0.3334425770379916,0.0,-0.048754257972927095,0.24773694142436586,047040
13,한전기술,2021,Q3,건설,1.1542072803850782,-0.0016264079805367038,-0.011404215549254082,0.024330035428524077,9.760663906447716,0.0,-0.049367520718714974,-0.04586400853770163,052690
13,LG하우시스,2021,Q3,건설,-0.20270061435176387,0.026776272306675564,0.027101874703806317,0.016413806810653186,-0.6371803424505226,0.0,-0.12099504623079926,0.04074204747130647,108670
