,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
33,대림산업,2016,Q3,건설,-0.01695130941694848,0.0052486077034687995,-0.021200030498435773,0.003322343301099373,-0.09446807252938172,0.0,-0.04879757818977093,-0.13911732572419963,000210
33,현대건설,2016,Q3,건설,0.17336626894697518,0.01839996675062472,-0.022432392723240047,-0.022512186796494138,0.12382138981552182,0.0,-0.05986128074863606,0.01665776516054719,000720
33,KCC,2016,Q3,건설,-0.055202335069408956,0.011147628165665724,0.08401612933508318,0.10986529257397071,-0.012458601943076353,0.0,0.0119430560379441,-0.2071485078598309,002380
33,한일시멘트,2016,Q3,건설,-0.0743844073816016,-0.017737152754482843,0.005326235662118872,0.04723709627097539,-0.1375426012480886,0.0,0.08940229716135639,0.1901894167030761,003300
33,아이에스동서,2016,Q3,건설,-0.18481327166520314,0.12136591433031807,-0.03955637479964447,0.010255487661161578,-0.17157611380029847,0.0,-0.10127641941254895,-0.15739864160906342,010780
33,현대산업,2016,Q3,건설,0.06545321633288634,0.039674657814171566,-0.04040943102806327,-0.04811617727395634,-0.10619739652015026,0.0,-0.16071510385660592,-0.29298896140738145,012630
33,삼성엔지니어링,2016,Q3,건설,-0.05733214760499251,-0.1981112252044418,0.01939508028476422,-0.011963762549198842,-0.5456598760431466,0.0,0.053847348440468235,0.1877029336552789,028050
33,대우건설,2016,Q3,건설,0.06518944236306617,0.06939503859292073,-0.016747938947285546,0.029489946704740255,-0.07326684940865236,0.0,-0.009146690279793201,-0.028748295485192324,047040
33,한전기술,2016,Q3,건설,-0.26105645367625596,-0.011995459769662209,-0.0030808013961560743,0.002353461311948024,-1.061726340376881,0.0,0.08189405626987933,0.029857739630720317,052690
33,LG하우시스,2016,Q3,건설,-0.2470997956416369,0.019309257189954243,0.009699379863688407,-0.032028043344300317,-0.2911096619932616,0.0,0.016447073083138752,-0.0411936734727648,108670
