접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,코웨이홀딩스(주),본인,"23,829,150",30.90,"23,829,150",30.90,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,김상준,특수관계인,90,0.00,90,0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,김종배,특수관계인,"40,354",0.05,"35,354",0.05,장내매도,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,라인수,특수관계인,"1,287",0.00,"1,287",0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,신광식,특수관계인,70,0.00,70,0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,이선용,특수관계인,650,0.00,650,0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,최영진,특수관계인,150,0.00,150,0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,정준호,특수관계인,70,0.00,70,0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,김상헌,특수관계인,"20,078",0.03,"20,078",0.03,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,윤규선,특수관계인,270,0.00,270,0.00,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 있는 보통주,계,,"23,892,169",30.98,"23,887,169",30.97,-,2015-12-31,2015,Q4
20160330004478,Y,00170558,코웨이,의결권 없는 우선주,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,코웨이홀딩스(주),본인,"23,829,150",30.90,"23,829,150",31.20,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,김상준,특수관계인,90,0.00,"30,090",0.04,주식매수선택권 행사,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,김종배,특수관계인,"35,354",0.05,"35,354",0.05,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,라인수,특수관계인,"1,287",0.00,"1,287",0.00,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,신광식,특수관계인,70,0.00,70,0.00,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,이선용,특수관계인,650,0.00,"30,650",0.04,주식매수선택권 행사,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,최영진,특수관계인,150,0.00,150,0.00,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,정준호,특수관계인,70,0.00,70,0.00,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,김상헌,특수관계인,"20,078",0.03,0,0.00,임원퇴임,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,윤규선,특수관계인,270,0.00,270,0.00,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,계,,"23,887,169",30.97,"23,927,091",31.33,-,2016-12-31,2016,Q4
20170331004238,Y,00170558,코웨이,의결권 있는 보통주,계,,-,0.00,-,0.00,-,2016-12-31,2016,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,코웨이홀딩스(주),본인,"23,829,150",31.20,"20,048,712",26.80,시간외 매도,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,김종배,특수관계인,"35,354",0.05,"35,354",0.05,-,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,라인수,특수관계인,"1,287",0.00,"1,287",0.00,-,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,신광식,특수관계인,70,0.00,0,0.00,임원퇴임,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,이선용,특수관계인,"30,650",0.04,"30,650",0.04,-,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,최영진,특수관계인,150,0.00,"10,150",0.01,주식매수선택권 행사,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,정준호,특수관계인,70,0.00,"13,070",0.02,주식매수선택권 행사,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,윤규선,특수관계인,270,0.00,270,0.00,-,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,김상준,특수관계인,"30,090",0.04,"30,090",0.04,-,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 있는 보통주,계,,"23,927,091",31.33,"20,169,583",26.96,-,2017-12-31,2017,Q4
20180402004139,Y,00170558,코웨이,의결권 없는 보통주,계,,-,-,-,-,-,2017-12-31,2017,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,코웨이홀딩스(주),본인,"20,048,712",26.80,"16,358,712",22.17,0 ,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,김종배,특수관계인,"35,354",0.05,"35,354",0.05,-,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,라인수,특수관계인,"1,287",0.00,"1,287",0.00,-,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,이선용,특수관계인,"30,650",0.04,"15,050",0.02,대출의 담보비율 하락으로 인한 반대매매 발생,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,최영진,특수관계인,"10,150",0.01,0,0.00,임원퇴임,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,정준호,특수관계인,"13,070",0.02,70,0.00,장내 매도,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,윤규선,특수관계인,270,0.00,"7,947",0.01,주식매수선택권 행사 및 대출의 담보비율 하락으로 인한 반대매매 발생,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,김상준,특수관계인,"30,090",0.04,"13,403",0.02,대출의 담보비율 하락으로 인한 반대매매 발생,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 있는 보통주,계,,"20,169,583",26.96,"16,431,823",22.27,-,2018-12-31,2018,Q4
20190814001347,Y,00170558,코웨이,의결권 없는 보통주,계,,-,-,-,-,-,2018-12-31,2018,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,(주)웅진씽크빅,최대주주 본인,0,0.00,"18,511,446",25.08,최대주주 변경,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,이지훈,발행회사 임원,"10,000",0.01,0,0.00,장내매도,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,강영섭,발행회사 임원,370,0.00,370,0.00,-,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,코웨이홀딩스(주),최대주주 본인,"16,358,712",22.17,0,0.00,최대주주 변경,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,신현웅,특수관계인,0,0.00,"1,039",0.00,최대주주 변경에 따른 계열사 임원,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,김종배,발행회사 임원,"35,354",0.05,70,0.00,장내매도,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,라인수,발행회사 임원,"1,287",0.00,0,0.00,장내매도,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,이선용,발행회사 임원,"15,050",0.02,650,0.00,장내매도,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,정준호,발행회사 임원,70,0.00,70,0.00,-,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,윤규선,발행회사 임원,"7,947",0.01,0,0.00,장내매도,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,김상준,발행회사 임원,"13,403",0.02,0,0.00,임원선임계약 종료,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 있는 보통주,계,,"16,442,193",22.28,"18,513,645",25.09,-,2019-12-31,2019,Q4
20200330002548,Y,00170558,코웨이,의결권 없는 보통주,계,,-,-,-,-,-,2019-12-31,2019,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,(주)웅진씽크빅,최대주주 본인,"18,511,446",25.08,0,0.00,최대주주 변경,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,김정민,계열회사 임원,0,0.00,84,0.00,장내매수,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,넷마블(주),최대주주 본인,0,0.00,"18,511,446",25.08,최대주주 변경,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,신현웅,특수관계인,"1,039",0.00,0,0.00,최대주주 변경,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,김종배,발행회사 임원,70,0.00,0,0.00,임원 퇴임,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,이선용,발행회사 임원,650,0.00,0,0.00,임원 퇴임,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,강영섭,발행회사 임원,370,0.00,370,0.00,-,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,정준호,발행회사 임원,70,0.00,70,0.02,"주식매수선택권 행사(+16,820주),장내매도 (-16,820주)",2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,윤규선,발행회사 임원,0,0.00,"10,000",0.01,주식매수선택권 행사,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,이지훈,발행회사 임원,0,0.00,"10,524",0.01,주식매수선택권 행사,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 있는 보통주,계,,"18,513,645",25.09,"18,532,494",25.11,-,2020-12-31,2020,Q4
20210323000600,Y,00170558,코웨이,의결권 없는 보통주,계,,-,-,-,-,-,2020-12-31,2020,Q4
20220816001433,Y,00170558,코웨이,보통주,넷마블(주),최대주주 본인,"18,511,446",25.08,"18,511,446",25.08,-,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,강영섭,발행회사 임원,370,0.00,370,0.00,-,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,정준호,발행회사 임원,70,0.00,70,0.00,-,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,윤규선,발행회사 임원,"10,000",0.01,"6,800",0.01,장내매도,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,이지훈,발행회사 임원,"10,524",0.01,"10,524",0.01,-,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,김정민,계열회사 임원,84,0.00,0,0.00,장내매도,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,노흥식,발행회사 임원,0,0.00,570,0.00,임원 신규선임,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,정영호,발행회사 임원,0,0.00,2,0.00,임원 신규선임,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,보통주,계,,"18,532,494",25.11,"18,529,782",25.11,-,2021-12-31,2021,Q4
20220816001433,Y,00170558,코웨이,-,계,,-,-,-,-,-,2021-12-31,2021,Q4
20230321000862,Y,00170558,코웨이,보통주,넷마블(주),최대주주 본인,"18,511,446",25.08,"18,511,446",25.08,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,강영섭,발행회사 임원,370,0.00,370,0.00,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,정준호,발행회사 임원,70,0.00,70,0.00,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,윤규선,발행회사 임원,"6,800",0.01,"6,800",0.01,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,이지훈,발행회사 임원,"10,524",0.01,"10,524",0.01,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,노흥식,발행회사 임원,570,0.00,570,0.00,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,정영호,발행회사 임원,2,0.00,2,0.00,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,보통주,계,,"18,529,782",25.11,"18,529,782",25.11,-,2022-12-31,2022,Q4
20230321000862,Y,00170558,코웨이,-,계,,-,-,-,-,-,2022-12-31,2022,Q4
20240329002735,Y,00170558,코웨이,보통주,넷마블(주),최대주주 본인,"18,511,446",25.08,"18,511,446",25.08,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,강영섭,발행회사 임원,370,0.00,370,0.00,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,정준호,계열회사 임원,70,0.00,70,0.00,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,이지훈,발행회사 임원,"10,524",0.01,"10,524",0.01,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,노흥식,발행회사 임원,570,0.00,570,0.00,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,정영호,발행회사 임원,2,0.00,2,0.00,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,박연,계열회사 임원,0,0.00,50,0.00,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,서장원,발행회사 임원,0,0.00,"4,000",0.01,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,보통주,계,,"18,522,982",25.10,"18,527,032",25.10,-,2023-12-31,2023,Q4
20240329002735,Y,00170558,코웨이,-,계,,-,-,-,-,-,2023-12-31,2023,Q4
20250321001734,Y,00170558,코웨이,보통주,넷마블(주),최대주주 본인,"18,511,446",25.08,"18,511,446",25.08,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,강영섭,발행회사 임원,370,0.00,370,0.00,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,정준호,계열회사 임원,70,0.00,70,0.00,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,이지훈,발행회사 임원,"10,524",0.01,"10,524",0.01,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,노흥식,발행회사 임원,570,0.00,570,0.00,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,정영호,발행회사 임원,2,0.00,2,0.00,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,박연,계열회사 임원,50,0.00,50,0.00,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,서장원,발행회사 임원,"4,000",0.01,"4,000",0.01,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,보통주,계,,"18,527,032",25.10,"18,527,032",25.10,-,2024-12-31,2024,Q4
20250321001734,Y,00170558,코웨이,-,계,,-,-,-,-,-,2024-12-31,2024,Q4
