,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,비유동자산변화율,비유동부채변화율,영업이익변화율,Label,Code
0,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q3,0.02482612226164639,-0.20229345615574257,-0.035690868729803205,-0.05381225309641047,0.04871650070662881,-0.027601185722398558,0.02482612226164639,000080
0,Yuhan_Corporation,Healthcare,2024,Q3,0.031086916734876097,-0.012573441226012338,-0.012991342476283974,0.009167616294256886,-0.06624320322990718,-2.462311349138303,0.031086916734876097,000100
0,Ildong_Pharmaceutical,Healthcare,2024,Q3,-0.1998470803527327,-31.716919744434747,-0.04676135842025153,-0.036023064520981585,-2.49232193818955,-4.08406829578499,-0.1998470803527327,000230
0,Daesang,Consumer_Goods_&_Retail,2024,Q3,0.4341903834300313,-0.038105239924037804,-0.03268997630045667,-0.010197360753959162,-0.001712445881012048,-0.377171622170114,0.4341903834300313,001680
0,AmoreG,Consumer_Goods_&_Retail,2024,Q3,0.18576168607825108,-0.0014327920366696834,-0.008475881390487716,-0.01158448294716008,-0.6141843204715436,0.429601428399477,0.18576168607825108,002790
0,Bukwang_Pharmaceutical,Healthcare,2024,Q3,-0.2129189757775693,-0.023083076046027662,-0.017179650430028115,-0.007666479311446706,-0.008559537192190048,-1.858187751138725,-0.2129189757775693,003000
0,Taekwang_Industrial,Industrials_&_Machinery,2024,Q3,-0.14998894939808546,0.0032842226649514306,0.003500760416358495,0.003509457340576838,0.005700423963787782,1.8704364179557542,-0.14998894939808546,003240
0,Youngjin_Pharmaceutical,Healthcare,2024,Q3,-0.04474752114920632,-0.02509342349523558,0.004104671647504499,-0.04908647047282,-0.027070168824064877,-0.09179676395675562,-0.04474752114920632,003520
1,S&T_Heavy_Industries,Industrials_&_Machinery,2024,Q3,0.2719080204629476,-0.014665400958382202,-0.017041432052964156,-0.02484415139166729,-0.016788129235203897,0.6791011322562474,0.17820330853563046,003570
0,Shinsegae,Consumer_Goods_&_Retail,2024,Q3,-0.08568327437534667,-0.0057572749357353015,0.005775320321379618,-0.0026882470706446338,0.09263469905797528,-0.20844919103210624,-0.08568327437534667,004170
