,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,비유동자산변화율,비유동부채변화율,영업이익변화율,Label,Code
5,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q2,-0.224453738477296,0.02626055787165582,0.00773214600764871,-0.005814312174138969,-0.009208579083249901,0.8384316553527165,-0.08994987313571379,000080
5,Yuhan_Corporation,Healthcare,2023,Q2,-0.22250029516563236,-0.009304753109873332,-0.00807407739364896,-0.042508222507317894,-1.2870511786151053,-0.2544449871506649,0.15508310796901675,000100
5,Ildong_Pharmaceutical,Healthcare,2023,Q2,-0.45372509526121557,0.25456418653547386,0.059188043705768245,0.05670261674738264,0.3047476583441846,1.4134489509038728,-0.3613270855250943,000230
5,Daesang,Consumer_Goods_&_Retail,2023,Q2,-0.20809010211365964,-0.03261988164759111,-0.02617033730561036,-0.009756741601712582,-0.025740115173348954,-0.3867737264089872,-0.16564057860556586,001680
5,AmoreG,Consumer_Goods_&_Retail,2023,Q2,0.019732308034331916,-0.0004715397525256737,0.027047129640232703,0.04071284878663106,0.4243677732782719,1.1236691008079802,-0.3657020855250943,002790
5,Bukwang_Pharmaceutical,Healthcare,2023,Q2,-0.19844136502397766,-0.00968414823143382,-0.008922840037115076,-5.0412722980563984e-05,-0.002346422841746021,2.3354457774420894,-0.15057099938277224,003000
5,Taekwang_Industrial,Industrials_&_Machinery,2023,Q2,-0.13036771697191965,0.004268711928042457,0.0047014915940828406,-0.0029891794144327744,-0.010763842521405165,0.18074918106196747,-0.16408648663930045,003240
5,Youngjin_Pharmaceutical,Healthcare,2023,Q2,-0.21541759389898274,-0.13308315720480968,0.018106425723144137,0.0084586594977617,0.19733275172014408,1.647113265733473,-0.20440515719744928,003520
6,S&T_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.17270214612060808,-0.013879368588335161,-0.016789354397600986,-0.009099695841184419,-0.005874689172092662,-0.05380878055271854,0.15223841790739995,003570
5,Shinsegae,Consumer_Goods_&_Retail,2023,Q2,-0.1131837155940008,-0.003485733921494427,0.006349700549203585,-0.02777863733877295,-0.15646005909803096,0.23022531949785385,-0.2211650484880573,004170
5,Chokwang_Leather,Consumer_Goods_&_Retail,2023,Q2,-0.099453738477296,-0.010067039712993386,-0.06803585423716729,-0.07674439402828703,-0.12890346830686772,0.3791529529291072,-0.07373011355312234,004700
5,Hyosung,Industrials_&_Machinery,2023,Q2,-0.09499797781529727,0.0003421264429344095,0.0023396249225823285,0.007857961717404272,-0.0024061513639581644,0.7565438132705326,-0.10241370297839975,004800
5,Samkwang_Glass,Industrials_&_Machinery,2023,Q2,-0.11722433621558356,0.005915430933253973,0.0013063850204110272,-0.0046796536394433375,0.27554423665350025,0.5107361749276398,-0.18003044373404953,005090
5,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2023,Q2,-0.1571680241915817,-0.009332275092547748,-0.013339808304218659,0.00937143038454824,0.07817089631438956,0.11288660678771989,-0.2739431080448752,005300
5,SL_Corp,Consumer_Goods_&_Retail,2023,Q2,0.10054626152270402,-0.07472023428431251,-0.04988559327483477,0.003503284052153499,-0.03671659047467957,-0.19390203447301402,0.2511177024607714,005850
5,SK_Chemicals,Healthcare,2023,Q2,-0.04436191877779683,0.004413760938168809,0.006212727462331924,-0.004366675213508975,-0.0013108217658883703,1.096849927511675,0.09037386384199429,006120
5,GC_Biopharma,Healthcare,2023,Q2,-0.16382155456925002,-0.010725230840499478,-0.007792084941987909,-0.005694058252226686,0.510167786164079,2.0342178940419213,-0.10006781863876812,006280
5,GS_Retail,Consumer_Goods_&_Retail,2023,Q2,-0.10294708057823303,-0.01584030224582955,-0.01057110368530112,-0.004707694482212199,-0.06604524436479697,-1.202788089571043,-0.23505683077570483,007070
5,Ilyang_Pharmaceutical,Healthcare,2023,Q2,-0.235186386292206,-0.7673134233159988,-0.05945571603853428,-0.05984575587223695,-0.18870177556383738,0.5611260105804652,-0.02363887741537458,007570
5,Hanssem,Consumer_Goods_&_Retail,2023,Q2,0.05082874739841023,0.008069796463504031,0.010851953011042137,0.01089532284800021,0.01727299487589018,0.9232043441000675,-0.1807020855250943,009240
5,Kwang_Dong_Pharmaceutical,Healthcare,2023,Q2,-0.16386051813831293,-0.016545012528894842,-0.003027265792144629,-0.06286454352720083,0.3490818499099627,0.25253382222569376,0.1579342781112693,009290
5,Hyundai_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.01705150384042449,0.0007401333133137955,-0.0013375197903771063,-0.00413737488575916,-0.03890108945110393,1.8145930480298396,0.4478876580646493,009540
5,LS_Electric,Industrials_&_Machinery,2023,Q2,-0.10473542861814106,-0.05434908336304578,-0.04924469027658085,-0.009858535411608305,-0.2504770075518541,-0.34096250743591994,0.3553579851462838,010120
5,Samsung_Heavy Industries,Industrials_&_Machinery,2023,Q2,-0.0916564675221303,0.029130411098606146,-0.010545791705854679,9.309923841849255e-05,-0.22158201007663414,-0.1127288902326169,0.22235875097680685,010140
5,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2023,Q2,-0.265724522325277,0.024875376722385156,0.018296208156151517,-0.01759010117336679,0.021850119019497405,-1.047516711614108,0.13739650602420145,010620
