video_id,published_at,view_count
NjrsHFiplIY,2018-03-29T09:38:38Z,1811
hB3Yp-1rXZs,2018-03-29T09:11:49Z,8617
jdenp7ovBl8,2018-03-29T05:52:57Z,2134
FeM3pC2uLQc,2018-03-27T08:22:47Z,1228
TcV6vcSDe_I,2018-03-27T06:02:05Z,2220
jNXXp9My6ck,2018-03-26T02:38:35Z,1254
VdMe6prfZn4,2018-03-22T06:00:14Z,1026
gwFnvyjYSfA,2018-03-14T00:00:01Z,3346
GOaxGHkIIeo,2018-03-13T02:05:46Z,35024
5lj8urlJl3g,2018-03-13T00:59:49Z,2797
oncVQLeO7Q4,2018-03-09T05:20:03Z,4009
A_YVpA97n8w,2018-03-08T05:51:47Z,2079
5rtLIbEBeYY,2018-03-08T04:59:49Z,1616
G3DDrPTwf9k,2018-03-06T02:36:51Z,3615
VES3phWyAAE,2018-03-06T02:37:00Z,1358
xxBTjtk_Ql0,2018-03-02T05:34:19Z,3299
Ov-1ETmLo1E,2018-02-28T02:06:55Z,7497
