,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
5,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q2,-0.009208579083249901,-0.005814312174138969,0.035910879928839345,000080
5,Daesang,Consumer_Goods_&_Retail,2023,Q2,-0.025740115173348954,-0.009756741601712582,-0.009138718479443808,001680
5,AmoreG,Consumer_Goods_&_Retail,2023,Q2,0.4243677732782719,0.04071284878663106,0.04337023667787132,002790
5,Shinsegae,Consumer_Goods_&_Retail,2023,Q2,-0.15646005909803096,-0.02777863733877295,-0.0027851829119558413,004170
5,Chokwang_Leather,Consumer_Goods_&_Retail,2023,Q2,-0.12890346830686772,-0.07674439402828703,-0.07243006936930318,004700
5,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2023,Q2,0.07817089631438956,0.00937143038454824,0.049498467499629384,005300
5,SL_Corp,Consumer_Goods_&_Retail,2023,Q2,-0.03671659047467957,0.003503284052153499,-0.026019234023889837,005850
5,GS_Retail,Consumer_Goods_&_Retail,2023,Q2,-0.06604524436479697,-0.004707694482212199,-0.01781740373974605,007070
5,Hanssem,Consumer_Goods_&_Retail,2023,Q2,0.01727299487589018,0.01089532284800021,0.004270641145775467,009240
5,UNID,Consumer_Goods_&_Retail,2023,Q2,0.0893140594691999,0.012099445182700452,0.03474482961891723,014830
5,Coway,Consumer_Goods_&_Retail,2023,Q2,0.004464139484215757,-0.04356815068278763,-0.0045188255452059956,021240
5,Lotte_Shopping,Consumer_Goods_&_Retail,2023,Q2,0.12755817671080028,0.014145066188419375,0.03810965720235726,023530
6,Sindoh,Consumer_Goods_&_Retail,2023,Q2,0.1207050041274581,-0.007150968270226876,-0.006348549438470963,029530
6,Cheil_Worldwide,Consumer_Goods_&_Retail,2023,Q2,0.008969106596473653,-0.007954113520346473,0.04725870094247164,030000
5,KT&G,Consumer_Goods_&_Retail,2023,Q2,-0.06400649037372386,-0.002000206839843699,0.028459683800144187,033780
5,LG_Household & Health Care,Consumer_Goods_&_Retail,2023,Q2,0.057360600175572984,0.0007975970448692582,0.000994578788849454,051900
5,Hyundai_Department_Store,Consumer_Goods_&_Retail,2023,Q2,-0.020074296953525472,-0.01193429666282908,-0.005539688015992139,069960
5,Able_C&C,Consumer_Goods_&_Retail,2023,Q2,0.03202603151680883,0.024295074144157658,-0.04678013956045546,078520
5,Hyundai_Livart,Consumer_Goods_&_Retail,2023,Q2,0.05399069644364074,0.011614475985039063,-0.03516526182609647,079430
5,Basic_House,Consumer_Goods_&_Retail,2023,Q2,0.3943800374507188,0.0746997940280203,0.00023278185898423231,084870
5,Amorepacific,Consumer_Goods_&_Retail,2023,Q2,-0.07835275122441421,0.001884228129424792,0.0062303110561003905,090430
5,LF_Corp,Consumer_Goods_&_Retail,2023,Q2,-0.7810441577762472,0.006966924563403087,0.0008455300876056837,093050
5,CJ_CheilJedang,Consumer_Goods_&_Retail,2023,Q2,0.05935418046715446,0.002089089153040846,0.0003512992492330502,097950
5,Hansea,Consumer_Goods_&_Retail,2023,Q2,-0.11240890514347202,-0.11541924476567211,-0.013790816531846328,105630
5,Youngone_Corporation,Consumer_Goods_&_Retail,2023,Q2,0.09026351482748352,-0.0171329920973593,-0.027867492524764614,111770
5,Lock_&_Lock,Consumer_Goods_&_Retail,2023,Q2,-0.007094759062851397,0.003296450980131871,-0.01828191273222557,115390
5,Emart,Consumer_Goods_&_Retail,2023,Q2,0.04992642633115585,-0.003038404465025346,0.018857219993205,139480
5,Dong-A_ST,Consumer_Goods_&_Retail,2023,Q2,-0.26720526632395947,-0.008622575045478031,-0.057536549513157675,170900
5,Jongkundang,Consumer_Goods_&_Retail,2023,Q2,-0.1816873506376111,-0.04676019651310104,-0.01806546991728597,185750
