,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
8,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q3,-0.018170216487112256,0.00014981265848801328,-0.026055906898115655,000080
8,Daesang,Consumer_Goods_&_Retail,2022,Q3,-0.040232928335389495,-0.023289038692122732,-0.04234060160076969,001680
8,AmoreG,Consumer_Goods_&_Retail,2022,Q3,-0.278924755592441,-0.09604203388727894,-0.020188661948944198,002790
8,Shinsegae,Consumer_Goods_&_Retail,2022,Q3,0.03670008477939324,-0.03342333810990694,-0.05609388408979843,004170
8,Chokwang_Leather,Consumer_Goods_&_Retail,2022,Q3,-0.140320242082975,-0.06145440797290358,-0.06294920823325234,004700
8,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2022,Q3,0.027539061852593805,-0.0039657756520385945,0.0184552225170439,005300
8,SL_Corp,Consumer_Goods_&_Retail,2022,Q3,-0.39282877206324285,-0.043665162498112586,-0.028599113207052218,005850
8,GS_Retail,Consumer_Goods_&_Retail,2022,Q3,0.05422085437093971,-0.005731501211357237,0.012153276193484053,007070
8,Hanssem,Consumer_Goods_&_Retail,2022,Q3,0.053575073812591745,0.021606934779663134,0.01764299496819366,009240
8,UNID,Consumer_Goods_&_Retail,2022,Q3,0.11669646537237177,0.008230133032401166,-0.1726114327536954,014830
8,Coway,Consumer_Goods_&_Retail,2022,Q3,0.019103482406350625,-0.0015433990208024717,0.0048526846174645755,021240
8,Lotte_Shopping,Consumer_Goods_&_Retail,2022,Q3,0.02807861126449318,0.0052478002131235435,-0.008005130222390466,023530
9,Sindoh,Consumer_Goods_&_Retail,2022,Q3,-0.3942381269445341,-0.6629889447155959,-0.05235193369609337,029530
9,Cheil_Worldwide,Consumer_Goods_&_Retail,2022,Q3,-0.9106812650167952,-0.04545803813005622,-0.0901069422358649,030000
8,KT&G,Consumer_Goods_&_Retail,2022,Q3,-0.13290404258344846,-0.036525960886180986,-0.040184436018475767,033780
8,LG_Household & Health Care,Consumer_Goods_&_Retail,2022,Q3,0.01370505722209825,0.0021273808256374593,-0.005753294576763546,051900
8,Hyundai_Department_Store,Consumer_Goods_&_Retail,2022,Q3,-0.0006487776054142635,-0.0004511463167640173,-0.007359162013008014,069960
8,Able_C&C,Consumer_Goods_&_Retail,2022,Q3,0.03676641363702304,0.07887919734432625,0.0010935830614093867,078520
8,Hyundai_Livart,Consumer_Goods_&_Retail,2022,Q3,0.028860601780539175,0.013236947893862983,-0.03329015577165162,079430
8,Basic_House,Consumer_Goods_&_Retail,2022,Q3,0.08211519765517838,0.10491413967231789,-0.1255474971728019,084870
8,Amorepacific,Consumer_Goods_&_Retail,2022,Q3,-0.0065140560630627675,0.03249656485965191,-0.002137188814502533,090430
8,LF_Corp,Consumer_Goods_&_Retail,2022,Q3,0.02081576864449386,-0.039888778468561314,-0.02580111216461578,093050
8,CJ_CheilJedang,Consumer_Goods_&_Retail,2022,Q3,-0.029449646438316934,-0.005761502556487441,-0.02861498685041375,097950
8,Hansea,Consumer_Goods_&_Retail,2022,Q3,0.547587680736817,-0.05814872974121954,0.09694897835790262,105630
8,Youngone_Corporation,Consumer_Goods_&_Retail,2022,Q3,-0.007661501452558284,-0.06700967589535511,-0.12373257857228759,111770
8,Lock_&_Lock,Consumer_Goods_&_Retail,2022,Q3,0.006854462611569967,-0.004042990374365063,-0.0004185723391654239,115390
8,Emart,Consumer_Goods_&_Retail,2022,Q3,-0.14034074609508385,-0.022514810274801844,-0.015657121240840954,139480
8,Dong-A_ST,Consumer_Goods_&_Retail,2022,Q3,-0.105528342141612,-0.023897455709246396,-0.023038295876028902,170900
8,Jongkundang,Consumer_Goods_&_Retail,2022,Q3,0.02004665029367636,-0.029194383622262565,-0.00981611003612759,185750
