,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
34,Hite_Jinro,Consumer_Goods_&_Retail,2016,Q1,-0.07972263992679673,0.002774170367094375,0.018987542535262136,000080
34,Daesang,Consumer_Goods_&_Retail,2016,Q1,-0.3065040728472739,0.0015953868439720909,-0.10265442294866989,001680
34,AmoreG,Consumer_Goods_&_Retail,2016,Q1,-0.015705926833479822,0.0031676388954510193,-0.028447303756263587,002790
34,Shinsegae,Consumer_Goods_&_Retail,2016,Q1,-0.16808417157541,-0.04256060138302975,-0.04368056121712338,004170
34,Chokwang_Leather,Consumer_Goods_&_Retail,2016,Q1,-0.42540969978335497,-0.017268241429970077,-0.0146621599598582,004700
34,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2016,Q1,0.0746480990131112,-0.01619755471999751,-0.007009923061317647,005300
34,SL_Corp,Consumer_Goods_&_Retail,2016,Q1,-0.16778574804960034,-0.0046713199171164455,0.001335757091839973,005850
34,GS_Retail,Consumer_Goods_&_Retail,2016,Q1,-0.00876846528346964,-0.01692235033920375,-0.024921182745747394,007070
34,Hanssem,Consumer_Goods_&_Retail,2016,Q1,-0.20300271845748896,-0.014897266281300281,-0.03558589524528655,009240
34,UNID,Consumer_Goods_&_Retail,2016,Q1,0.041311975062280126,-0.020160626220568245,0.0014146808294881463,014830
34,Coway,Consumer_Goods_&_Retail,2016,Q1,-0.15964033588429838,-0.03028220303296303,-0.08930120839642508,021240
34,Lotte_Shopping,Consumer_Goods_&_Retail,2016,Q1,-0.042416235964289006,-0.004576067396984573,0.00741428064406191,023530
35,Sindoh,Consumer_Goods_&_Retail,2016,Q1,-0.127810581804225,-0.016532676614405384,-0.017390234472539845,029530
35,Cheil_Worldwide,Consumer_Goods_&_Retail,2016,Q1,0.3406268155061084,0.04742025935222427,0.11870567956107692,030000
34,KT&G,Consumer_Goods_&_Retail,2016,Q1,-0.09319289238427997,-0.0019532149857295344,-0.017477513908089826,033780
34,LG_Household & Health Care,Consumer_Goods_&_Retail,2016,Q1,-0.008947058136220987,-0.0002395351299702142,0.006967446181020742,051900
34,Hyundai_Department_Store,Consumer_Goods_&_Retail,2016,Q1,-0.010328842240343139,-0.025182919708247598,-0.011317398146183377,069960
34,Able_C&C,Consumer_Goods_&_Retail,2016,Q1,-0.09933591720305834,-0.010109690784053438,-0.012285859213051697,078520
34,Hyundai_Livart,Consumer_Goods_&_Retail,2016,Q1,-0.047196289958503,-0.03419121721904106,-0.029825407420048577,079430
34,Basic_House,Consumer_Goods_&_Retail,2016,Q1,0.03753729923274207,0.010861286603155884,-0.006191371781893329,084870
34,Amorepacific,Consumer_Goods_&_Retail,2016,Q1,-0.08270163098859373,-0.02394645792081329,-0.09289309292265768,090430
34,LF_Corp,Consumer_Goods_&_Retail,2016,Q1,0.2831932849843978,0.015543437804184324,0.0031488287136625104,093050
34,CJ_CheilJedang,Consumer_Goods_&_Retail,2016,Q1,-0.321121610735174,-0.003512699828058796,-0.07280179016339439,097950
34,Hansea,Consumer_Goods_&_Retail,2016,Q1,-0.012585166664253356,-0.01714788222680319,0.04941540984860637,105630
34,Youngone_Corporation,Consumer_Goods_&_Retail,2016,Q1,0.024946944794226544,-0.056435558551572784,0.05137287871737206,111770
34,Lock_&_Lock,Consumer_Goods_&_Retail,2016,Q1,-0.1374871319709421,-0.001176053779210262,-0.03071354790250913,115390
34,Emart,Consumer_Goods_&_Retail,2016,Q1,0.05326128740583613,-0.01219963046416983,-0.012342969331652576,139480
34,Dong-A_ST,Consumer_Goods_&_Retail,2016,Q1,0.11284833879886913,0.0036857185275278592,0.0036335914339524766,170900
34,Jongkundang,Consumer_Goods_&_Retail,2016,Q1,0.019060397227372072,-0.004069581882312656,-0.03692329817700202,185750
