,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
10,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q1,-0.14243123809696745,0.0053036190353181745,-0.05076033269726077,000080
10,Daesang,Consumer_Goods_&_Retail,2022,Q1,-0.22470151714523912,-0.03470319734599259,-0.04760682820087192,001680
10,AmoreG,Consumer_Goods_&_Retail,2022,Q1,0.014996901701187393,0.00013677098251163589,-0.009142292923508766,002790
10,Shinsegae,Consumer_Goods_&_Retail,2022,Q1,-0.07504647300818412,-0.006640946540753312,-0.05381461622432737,004170
10,Chokwang_Leather,Consumer_Goods_&_Retail,2022,Q1,-0.11705789452335003,-0.07063187281745376,-0.05171071577801767,004700
10,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2022,Q1,0.08869678693941285,0.006877896042821741,0.002627533764413492,005300
10,SL_Corp,Consumer_Goods_&_Retail,2022,Q1,0.23454660668248195,-0.04839758997777488,-0.03185293122141575,005850
10,GS_Retail,Consumer_Goods_&_Retail,2022,Q1,-0.008319495510492603,-0.015413456923862867,-0.015892341110257835,007070
10,Hanssem,Consumer_Goods_&_Retail,2022,Q1,0.04147824894232266,0.017062301781919698,0.029506689619510973,009240
10,UNID,Consumer_Goods_&_Retail,2022,Q1,0.10179571901792261,-0.005931546128388865,-0.06750302838860756,014830
10,Coway,Consumer_Goods_&_Retail,2022,Q1,-0.5415065255899487,0.05671172983591699,-0.06250849517564583,021240
10,Lotte_Shopping,Consumer_Goods_&_Retail,2022,Q1,-0.06910893606991553,-0.07245855407124702,-0.061447432383375356,023530
11,Sindoh,Consumer_Goods_&_Retail,2022,Q1,0.057013666348489145,0.004073921363192845,-0.004218670029443983,029530
11,Cheil_Worldwide,Consumer_Goods_&_Retail,2022,Q1,0.29501004096888794,0.00788041488060831,0.07246188589211944,030000
10,KT&G,Consumer_Goods_&_Retail,2022,Q1,-0.044946151243329346,-0.010733413423443139,-0.011075011380321076,033780
10,LG_Household & Health Care,Consumer_Goods_&_Retail,2022,Q1,-0.1666361569774233,0.000609919760604205,0.012761888535521293,051900
10,Hyundai_Department_Store,Consumer_Goods_&_Retail,2022,Q1,0.00953914282108781,0.006393229443040771,-0.034149047488016615,069960
10,Able_C&C,Consumer_Goods_&_Retail,2022,Q1,0.17159923496533758,0.042289618401208484,-0.033402765897178055,078520
10,Hyundai_Livart,Consumer_Goods_&_Retail,2022,Q1,-0.029096446139159626,0.0020106086880653518,0.053059004636918816,079430
10,Basic_House,Consumer_Goods_&_Retail,2022,Q1,0.10853429325533903,0.10276130827128205,-0.005169631558171961,084870
10,Amorepacific,Consumer_Goods_&_Retail,2022,Q1,0.003919331409934723,0.011178038586642791,0.01032103135845619,090430
10,LF_Corp,Consumer_Goods_&_Retail,2022,Q1,-0.011479515449519972,-0.02504142465770376,-0.018672319449360097,093050
10,CJ_CheilJedang,Consumer_Goods_&_Retail,2022,Q1,-0.27255424296729736,-0.0030188496322935965,-0.02262982568163463,097950
10,Hansea,Consumer_Goods_&_Retail,2022,Q1,0.006397006453077947,-0.012514165277907052,-0.06005000462915944,105630
10,Youngone_Corporation,Consumer_Goods_&_Retail,2022,Q1,0.04868778667631113,0.024481379580345353,0.015817532203498685,111770
10,Lock_&_Lock,Consumer_Goods_&_Retail,2022,Q1,-0.7704417902618967,-0.010103258036934903,-0.11490809922395395,115390
10,Emart,Consumer_Goods_&_Retail,2022,Q1,-0.03872394721368111,0.0015458252531866945,-0.011762270692796895,139480
10,Dong-A_ST,Consumer_Goods_&_Retail,2022,Q1,-0.3749526068022331,-0.020227110920976177,-0.05477260733883593,170900
10,Jongkundang,Consumer_Goods_&_Retail,2022,Q1,0.022446343469310404,-0.014704893656093843,-0.020782110701579093,185750
