,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
13,Hite_Jinro,Consumer_Goods_&_Retail,2021,Q2,0.03598571093470815,0.005515664352230942,0.12424971737042645,000080
13,Daesang,Consumer_Goods_&_Retail,2021,Q2,-0.006661666580246806,-0.01421974260208847,-0.009565097569023129,001680
13,AmoreG,Consumer_Goods_&_Retail,2021,Q2,0.40732011009860714,0.06471048662524626,-0.02781523048411816,002790
13,Shinsegae,Consumer_Goods_&_Retail,2021,Q2,0.1491550947070105,-0.003388012697276732,0.007952596073486085,004170
13,Chokwang_Leather,Consumer_Goods_&_Retail,2021,Q2,-0.246378687582389,-0.10053730196159116,-0.05524127659296507,004700
13,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2021,Q2,0.17828960930118287,-0.0053484188181964765,-0.02377147798909851,005300
13,SL_Corp,Consumer_Goods_&_Retail,2021,Q2,0.001987414540654542,-0.06594428051774126,0.0026422977364607414,005850
13,GS_Retail,Consumer_Goods_&_Retail,2021,Q2,-0.06798902378834648,-0.035886954192631215,-0.004275518931253108,007070
13,Hanssem,Consumer_Goods_&_Retail,2021,Q2,0.00453340892300913,-0.03680651253492706,0.03485389791292537,009240
13,UNID,Consumer_Goods_&_Retail,2021,Q2,0.07411403332761468,-0.024408670291743872,-0.03804337366254451,014830
13,Coway,Consumer_Goods_&_Retail,2021,Q2,-0.0255664270542586,-0.05746941971928532,0.0025476619145827772,021240
13,Lotte_Shopping,Consumer_Goods_&_Retail,2021,Q2,0.01265061121315536,0.03688346976960377,0.029802490262558656,023530
14,Sindoh,Consumer_Goods_&_Retail,2021,Q2,-0.06561022398540173,0.10043765204170263,-0.02399436773606234,029530
14,Cheil_Worldwide,Consumer_Goods_&_Retail,2021,Q2,0.1427418317682173,-0.005300448741417663,-0.045483612118683237,030000
13,KT&G,Consumer_Goods_&_Retail,2021,Q2,-0.02290756875982458,-0.02563959219525258,0.04477276437320732,033780
13,LG_Household & Health Care,Consumer_Goods_&_Retail,2021,Q2,0.5086990563952903,0.013568131450927057,0.0096773910217548,051900
13,Hyundai_Department_Store,Consumer_Goods_&_Retail,2021,Q2,-0.01445149489414721,0.005848666136820113,-0.007218668481861368,069960
13,Able_C&C,Consumer_Goods_&_Retail,2021,Q2,0.16433492388061954,0.3744317081152637,0.20648208718365813,078520
13,Hyundai_Livart,Consumer_Goods_&_Retail,2021,Q2,0.0068525152368724696,-0.004424305431686371,-0.03024581242623925,079430
13,Basic_House,Consumer_Goods_&_Retail,2021,Q2,0.21791944333165925,0.08040870056786509,0.05664393142899704,084870
13,Amorepacific,Consumer_Goods_&_Retail,2021,Q2,-0.0009888666082391584,0.0034854697454732575,-0.0141204143396636,090430
13,LF_Corp,Consumer_Goods_&_Retail,2021,Q2,0.010337084308136735,-0.0440254673289171,-0.032281177656023896,093050
13,CJ_CheilJedang,Consumer_Goods_&_Retail,2021,Q2,-0.004115917601388297,0.00326658148774428,-0.028523206390291822,097950
13,Hansea,Consumer_Goods_&_Retail,2021,Q2,0.0287211058787723,-0.11020685987919387,-0.08603024339340015,105630
13,Youngone_Corporation,Consumer_Goods_&_Retail,2021,Q2,0.0386127460984268,0.1405005810737575,0.040721493561689415,111770
13,Lock_&_Lock,Consumer_Goods_&_Retail,2021,Q2,0.03364292093257315,0.02937258095174977,-0.006828463926729755,115390
13,Emart,Consumer_Goods_&_Retail,2021,Q2,-0.19631422077111194,0.008589207291144096,-0.019665678173446555,139480
13,Dong-A_ST,Consumer_Goods_&_Retail,2021,Q2,0.2558349159888714,-0.01839599381471979,-0.003021431854780099,170900
13,Jongkundang,Consumer_Goods_&_Retail,2021,Q2,-0.11027990562593137,-0.012629845413394847,-0.009318084848430663,185750
