,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
18,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q1,0.2608633234357658,0.0040397637721094615,-0.1182572522679779,000080
18,Daesang,Consumer_Goods_&_Retail,2020,Q1,-0.09734089597029438,0.007423344569721491,-0.0955129090949971,001680
18,AmoreG,Consumer_Goods_&_Retail,2020,Q1,-0.01621290952067378,-0.11128301145170716,-0.01574102186993076,002790
18,Shinsegae,Consumer_Goods_&_Retail,2020,Q1,0.11140689431147222,0.025849974170888856,0.02311180676594171,004170
18,Chokwang_Leather,Consumer_Goods_&_Retail,2020,Q1,0.5103468584138245,0.09606751574842987,0.06508661428347018,004700
18,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2020,Q1,0.2293499305707991,-0.0002501746745029454,0.025538211416511025,005300
18,SL_Corp,Consumer_Goods_&_Retail,2020,Q1,-0.13676538843073072,-0.050230842524295216,-0.04400299053044354,005850
18,GS_Retail,Consumer_Goods_&_Retail,2020,Q1,0.018457109461490373,0.01324388461178283,-0.007491719768593974,007070
18,Hanssem,Consumer_Goods_&_Retail,2020,Q1,-0.0024612890769584173,0.0012503254427040922,-0.05735221523060763,009240
18,UNID,Consumer_Goods_&_Retail,2020,Q1,0.10358234590093574,0.010985122511624201,-0.019795048032657858,014830
18,Coway,Consumer_Goods_&_Retail,2020,Q1,-0.07325136396405707,-0.0028691044398074794,-0.040876590107138844,021240
18,Lotte_Shopping,Consumer_Goods_&_Retail,2020,Q1,-0.001110472031276677,-0.002117806929891053,0.033960243424213554,023530
19,Sindoh,Consumer_Goods_&_Retail,2020,Q1,-0.0710629760701893,0.0002465321375698659,0.01633099132602467,029530
19,Cheil_Worldwide,Consumer_Goods_&_Retail,2020,Q1,0.07144147473566254,-0.005414290402709687,0.057053448603500145,030000
18,KT&G,Consumer_Goods_&_Retail,2020,Q1,-0.027460888986392984,-0.005586050471261483,-0.01820428955578146,033780
18,LG_Household & Health Care,Consumer_Goods_&_Retail,2020,Q1,-0.020615780401227024,-0.02882077308649378,-0.01990554409844303,051900
18,Hyundai_Department_Store,Consumer_Goods_&_Retail,2020,Q1,0.09450762174578431,-0.04084791437830804,-0.030958799874625686,069960
18,Able_C&C,Consumer_Goods_&_Retail,2020,Q1,0.10571793714868394,0.02163489456964307,0.03527385721388854,078520
18,Hyundai_Livart,Consumer_Goods_&_Retail,2020,Q1,-0.10420299365907004,-0.05526495812636889,-0.03872361513170941,079430
18,Basic_House,Consumer_Goods_&_Retail,2020,Q1,-0.0019406836080926304,0.19305952901440238,0.15571434327851708,084870
18,Amorepacific,Consumer_Goods_&_Retail,2020,Q1,0.07374337464866176,-0.0030455811653329334,0.0034861686035539963,090430
18,LF_Corp,Consumer_Goods_&_Retail,2020,Q1,-0.011210287645393002,0.023631254596527707,0.025480285089176102,093050
18,CJ_CheilJedang,Consumer_Goods_&_Retail,2020,Q1,0.11346881232814476,-0.005596670422304495,0.04781707159784998,097950
18,Hansea,Consumer_Goods_&_Retail,2020,Q1,-0.03669170841658875,-0.027642432016771856,0.07812397061992071,105630
18,Youngone_Corporation,Consumer_Goods_&_Retail,2020,Q1,0.19257956119409436,0.11031202892448777,0.05478456282421007,111770
18,Lock_&_Lock,Consumer_Goods_&_Retail,2020,Q1,0.00778493756318388,-0.0006865322254110406,0.014309195571264866,115390
18,Emart,Consumer_Goods_&_Retail,2020,Q1,0.02490890038730542,0.03570262343088482,0.0333073242045524,139480
18,Dong-A_ST,Consumer_Goods_&_Retail,2020,Q1,-0.07449303835136623,-0.04533645453509294,-0.06289128688262169,170900
18,Jongkundang,Consumer_Goods_&_Retail,2020,Q1,0.07011171540731853,0.021337034278498757,-0.037071667696236155,185750
