,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
25,Hite_Jinro,Consumer_Goods_&_Retail,2018,Q2,0.28229728721539105,0.0007248461255195959,0.026597560409864385,000080
25,Daesang,Consumer_Goods_&_Retail,2018,Q2,-0.00925595266782775,-0.006311173347896881,-0.0480780826991829,001680
25,AmoreG,Consumer_Goods_&_Retail,2018,Q2,0.01866239219022714,-0.0002774410165147234,0.019533534144150932,002790
25,Shinsegae,Consumer_Goods_&_Retail,2018,Q2,0.022404015949596512,-0.006300942996849024,0.009773694572517089,004170
25,Chokwang_Leather,Consumer_Goods_&_Retail,2018,Q2,-0.07405506750362156,-0.018561927483388585,-0.016212973381391826,004700
25,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2018,Q2,-0.005472391123079623,0.009115468227461787,0.038284937898863225,005300
25,SL_Corp,Consumer_Goods_&_Retail,2018,Q2,0.0994194497999773,-0.01572872767748401,-0.0006778538757090669,005850
25,GS_Retail,Consumer_Goods_&_Retail,2018,Q2,0.03176534518170371,-0.004883532718229278,-0.001624550344350384,007070
25,Hanssem,Consumer_Goods_&_Retail,2018,Q2,-0.07119942309756766,-0.001411047636694196,0.07444191639753561,009240
25,UNID,Consumer_Goods_&_Retail,2018,Q2,0.09829974670159913,0.0011697991726941082,-0.013769313295747487,014830
25,Coway,Consumer_Goods_&_Retail,2018,Q2,-0.20648224519974945,-0.01959447090661315,0.012357871146191246,021240
25,Lotte_Shopping,Consumer_Goods_&_Retail,2018,Q2,-0.244589388467378,-0.004663861882218789,-0.008406552083096042,023530
26,Sindoh,Consumer_Goods_&_Retail,2018,Q2,-0.20281669081614906,0.06334733643603252,0.011442066239207405,029530
26,Cheil_Worldwide,Consumer_Goods_&_Retail,2018,Q2,-0.1397698100584206,0.0025096289699270136,0.02907691553433056,030000
25,KT&G,Consumer_Goods_&_Retail,2018,Q2,-0.0256390845484209,-0.039089205062428745,0.0035345944165702248,033780
25,LG_Household & Health Care,Consumer_Goods_&_Retail,2018,Q2,0.49579821110310895,-0.006834662717815965,0.012369629988696729,051900
25,Hyundai_Department_Store,Consumer_Goods_&_Retail,2018,Q2,-1.4784276959234028,0.001266070659100671,-0.07502909997906326,069960
25,Able_C&C,Consumer_Goods_&_Retail,2018,Q2,-0.3560949134197915,-0.11878755027933252,-0.013652356540065913,078520
25,Hyundai_Livart,Consumer_Goods_&_Retail,2018,Q2,0.12389083800610967,-0.013620400576671354,0.024689587824627823,079430
25,Basic_House,Consumer_Goods_&_Retail,2018,Q2,-0.1860248150213566,0.07994367777718592,0.04258448117257929,084870
25,Amorepacific,Consumer_Goods_&_Retail,2018,Q2,0.04953856979930482,0.00420926355388096,0.01603911311238715,090430
25,LF_Corp,Consumer_Goods_&_Retail,2018,Q2,-0.11682178104087626,-0.006553216299983511,-0.01960483078883235,093050
25,CJ_CheilJedang,Consumer_Goods_&_Retail,2018,Q2,0.001783827569359353,-0.028557713205959567,-0.06546370233794785,097950
25,Hansea,Consumer_Goods_&_Retail,2018,Q2,-0.006224416082676765,-0.013390972652119748,-0.0672522784658729,105630
25,Youngone_Corporation,Consumer_Goods_&_Retail,2018,Q2,-0.16638785426219838,-0.10243593292951858,-0.14772256923922256,111770
25,Lock_&_Lock,Consumer_Goods_&_Retail,2018,Q2,-0.024610104322658533,0.007857268426639918,0.010117815951664944,115390
25,Emart,Consumer_Goods_&_Retail,2018,Q2,-0.02680737456412796,0.011662283724104938,0.01092655594176628,139480
25,Dong-A_ST,Consumer_Goods_&_Retail,2018,Q2,-0.0233355978211085,-0.014145238442131447,-0.004656816485674398,170900
25,Jongkundang,Consumer_Goods_&_Retail,2018,Q2,-0.11384256825590144,-0.009999448488471119,-0.013132638225516802,185750
