,name,sector,year,quarter,비유동부채변화율,비유동자산변화율,자산총계변화율,Code
2,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q1,-0.10537445508692156,0.009810786724987808,0.015996247578761835,000080
2,Daesang,Consumer_Goods_&_Retail,2024,Q1,0.1443264454562655,-0.007963995634372445,-0.021887122624925537,001680
2,AmoreG,Consumer_Goods_&_Retail,2024,Q1,0.1427736363344846,0.008844912977743924,-0.011453333286793432,002790
2,Shinsegae,Consumer_Goods_&_Retail,2024,Q1,0.06678100853444457,-0.011143215794624739,-0.029508680246426167,004170
2,Chokwang_Leather,Consumer_Goods_&_Retail,2024,Q1,-0.20114395469455015,-0.08813799253943588,-0.09418689477887066,004700
2,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2024,Q1,0.04183302726624083,-0.0006906934775940954,0.00782576195239415,005300
2,SL_Corp,Consumer_Goods_&_Retail,2024,Q1,-0.02826932002485072,-0.029954122682886997,-0.03495837931583878,005850
2,GS_Retail,Consumer_Goods_&_Retail,2024,Q1,-0.0359293884146521,-0.019242283440360053,0.014232435344468719,007070
2,Hanssem,Consumer_Goods_&_Retail,2024,Q1,-0.018903623219182375,0.006226789783864928,-0.0029350527734122167,009240
2,UNID,Consumer_Goods_&_Retail,2024,Q1,0.11654558589306785,-0.008131247605785763,-0.02962263560354761,014830
2,Coway,Consumer_Goods_&_Retail,2024,Q1,-0.07618278622901342,-0.033965926674354385,-0.032600016961216616,021240
2,Lotte_Shopping,Consumer_Goods_&_Retail,2024,Q1,0.0041132277135838,-0.01387768762997399,-0.023117782365728257,023530
3,Sindoh,Consumer_Goods_&_Retail,2024,Q1,-0.13685911058827505,-0.005593192718556184,-0.03025041979710985,029530
3,Cheil_Worldwide,Consumer_Goods_&_Retail,2024,Q1,0.15602727270641892,0.01795677429789866,0.114512244246884,030000
2,KT&G,Consumer_Goods_&_Retail,2024,Q1,-0.015653169872950512,-0.0025869366590567378,-0.030446539934129158,033780
2,LG_Household & Health Care,Consumer_Goods_&_Retail,2024,Q1,-0.0051938421891748465,0.0033205251602163033,-0.02254824182484949,051900
2,Hyundai_Department_Store,Consumer_Goods_&_Retail,2024,Q1,-0.15618887524198422,-0.0037765892364047815,0.003686122489308108,069960
2,Able_C&C,Consumer_Goods_&_Retail,2024,Q1,0.004976875394983482,-0.023782279310447185,-0.0346196367712146,078520
2,Hyundai_Livart,Consumer_Goods_&_Retail,2024,Q1,0.2346991035009497,0.032115935126389994,-0.04254194655523036,079430
2,Basic_House,Consumer_Goods_&_Retail,2024,Q1,-0.03353275721575577,-0.06198406202844953,0.01587091673208041,084870
2,Amorepacific,Consumer_Goods_&_Retail,2024,Q1,-0.005267061090574066,0.01657588775841956,-0.02749590156345194,090430
2,LF_Corp,Consumer_Goods_&_Retail,2024,Q1,-0.03209955650529328,0.0007032881396876745,-0.015822434696379784,093050
2,CJ_CheilJedang,Consumer_Goods_&_Retail,2024,Q1,-0.023244346094110524,0.0033281028221464615,-0.022166768250804658,097950
2,Hansea,Consumer_Goods_&_Retail,2024,Q1,0.0014710202582850496,-0.08340060807805627,-0.036269608420594235,105630
2,Youngone_Corporation,Consumer_Goods_&_Retail,2024,Q1,0.04946695188787309,0.015242545558069476,-0.024449666387321045,111770
2,Lock_&_Lock,Consumer_Goods_&_Retail,2024,Q1,-0.3156003022187739,-0.015220346681366959,0.0062763055102057486,115390
2,Emart,Consumer_Goods_&_Retail,2024,Q1,-0.07832710627681072,-0.012900351847523917,-0.03577739096286825,139480
2,Dong-A_ST,Consumer_Goods_&_Retail,2024,Q1,-0.4038586701792104,-0.03744074042314072,-0.045170535766190234,170900
2,Jongkundang,Consumer_Goods_&_Retail,2024,Q1,-0.05010690414480168,-0.010732894645802071,-0.010244450455237253,185750
