code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
3200,Ilshin_Spinning,섬유·의류,2019,Q1,"183,652,734,824","398,337,199,047","581,989,933,871","65,694,365,255","20,748,769,103","86,443,134,358","475,577,701,678","495,546,799,513",81065730625.0,-2362017783.0,178883726.0,146365773.0,146365773.0,"12,000,000,000",,,,,,,,,,
4700,Chokwang_Leather,섬유·의류,2019,Q1,"85,251,983,629","175,719,053,262","260,971,036,891","10,668,782,399","4,639,838,474","15,308,620,873","200,374,441,152","245,662,416,018",26697476433.0,2921376433.0,3963030634.0,2925086298.0,2925086298.0,"34,245,690,000",,,,,,,,,,
20000,Hansum,섬유·의류,2019,Q1,"450,273,885,898","744,427,754,688","1,194,701,640,586","146,162,570,650","17,210,168,499","163,372,739,149","886,751,800,924",,223091641832.0,28305532577.0,29387439076.0,21035071250.0,21035071250.0,"12,315,000,000",,,,,,,,,,
84870,Basic_House,섬유·의류,2019,Q1,"87,633,746,145","172,991,625,796","260,625,371,941","52,945,396,277","24,976,726,637","77,922,122,914","95,735,884,981","182,703,249,027",47729711035.0,-942249795.0,-455850310.0,-687570357.0,-687570357.0,"84,687,175,712",,,,,,,,,,
93050,LF_Corp,섬유·의류,2019,Q1,"688,248,184,439","847,201,895,269","1,535,450,079,708","180,669,180,549","161,804,457,347","342,473,637,896","843,189,950,752","1,192,976,441,812",349273209886.0,22678381761.0,27229120150.0,20851751230.0,20851751230.0,"146,200,000,000",,,,,,,,,,
105630,Hansea,섬유·의류,2019,Q1,"550,298,256,041","275,120,739,505","825,418,995,546","401,773,341,727","19,802,627,939","421,575,969,666","354,397,959,963","403,843,025,880",320586817512.0,12092532743.0,14585131008.0,11476726639.0,11476726639.0,"20,000,000,000",,,,,,,,,,
