,Code
0,003240
1,003570
0,004800
0,005090
0,009540
0,010120
0,010140
0,010620
1,011210
0,012450
0,014820
0,017800
0,028050
0,033530
0,034020
0,042660
0,042670
0,047810
0,064350
1,064960
0,082740
0,097230
