,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,매출액변화율,Relative Return,보유 주식 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,1인평균급여변화율,Label,Code
21,Taekwang_Industrial,Industrials_&_Machinery,2019,Q2,-0.02351751539933411,-0.02803015723297242,-0.055648789798720566,0.06708194440580162,-0.1061392916625401,0.17497207053990635,0.0033545148178881767,0.0174071643266428,0.009915253125792445,0.008494197929529546,-0.17787287845023525,003240
22,S&T_Heavy_Industries,Industrials_&_Machinery,2019,Q2,-0.006133999767975462,-0.006636261233698537,-0.009243796633550128,-0.02579387503769137,-0.27971477849459525,-0.029024270615783793,-0.036563055232349484,-0.01507064885750875,0.0,-0.022015435533878636,-0.030745044686456804,003570
21,Hyosung,Industrials_&_Machinery,2019,Q2,0.0017699331181701972,0.00047108860567868227,0.018539501029864014,0.009457053585236852,0.5991260112231271,0.4571514391415988,0.03395813901471145,-0.007100660718499796,0.026144178910029958,-0.0002583861845220081,-0.037682154338425415,004800
21,Samkwang_Glass,Industrials_&_Machinery,2019,Q2,8.99829331003632e-05,-0.0014157547022186634,-1.2824578474923403,-0.12168178444476019,-0.562064271962422,0.28347572938421617,-0.04415701070724665,-0.06447095492635024,0.003617967165239766,-0.013752274004996456,-0.05199459713901677,005090
21,Hyundai_Heavy_Industries,Industrials_&_Machinery,2019,Q2,0.04474675775716652,-0.041320194244652386,0.9686759795542388,0.10361923379261684,0.22432108591711653,-0.1309386850301982,-0.06540084398566748,-0.45317614244127036,-0.5433180603461725,-0.04797640303155637,-0.00923143924427993,009540
21,LS_Electric,Industrials_&_Machinery,2019,Q2,-0.017550840517593702,-0.019495686728327355,0.22496529981052615,0.006766926379574656,-0.120999649859594,-0.08342830588197572,-0.0026943209800385226,-0.014618321535753154,0.017660361887563703,-0.008949195048550074,0.06642645549256218,010120
21,Samsung_Heavy Industries,Industrials_&_Machinery,2019,Q2,0.04724489127089604,0.11632818308003856,0.029032028469948012,0.0009348915994333851,-0.2883148448745574,0.05609984285939352,-0.020069969021790035,-0.04221204551226876,-0.09452407682716202,-0.0155610715276997,-0.015834852387428173,010140
21,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2019,Q2,-0.007705600597580853,-0.00891319368934762,0.05768716478534497,0.01349338584721027,-0.19534302905227596,-0.061622309831470067,0.007099501743767722,0.014921256330285959,0.0026231470100868126,0.003980414182607195,-0.16086003484495676,010620
22,Hyundai_WIA,Industrials_&_Machinery,2019,Q2,-0.0009618541418570103,-0.0011968863482152425,-0.06464917753711519,0.004075911202658156,-0.02272859320998344,0.07202605256057817,0.03571485233677785,0.027432824975346493,0.10864220181784756,0.035031770159520415,0.1986002560874154,011210
21,Hanwha_Aerospace,Industrials_&_Machinery,2019,Q2,0.008081696005190486,0.01774608830080937,-0.21919601724458593,-0.009173586436018732,-0.21939364832457064,0.011872264475861247,-0.028316756698095746,-0.04177917983419488,0.0924556179778393,-0.028416154968559315,-0.04126045393913256,012450
21,Dongwon_Systems,Industrials_&_Machinery,2019,Q2,-0.03008230663782796,-0.09275274593809879,0.007889503201554349,-0.07641809303653901,-0.020535487127505636,0.2601054956818792,-0.08965341220788292,-0.03598808555142141,0.0039057580423947913,-0.06021123216379931,0.2125382236770684,014820
21,Hyundai_Elevator,Industrials_&_Machinery,2019,Q2,0.021118013411900227,0.08470876866215726,-0.0013669288358815201,-0.01358131714046662,-0.07987113745763996,-0.24443788655252674,0.022833584105233506,0.008793758129427398,-0.06771582718594837,0.0037411702072503994,0.001091097500412504,017800
21,Samsung_Engineering,Industrials_&_Machinery,2019,Q2,-0.03807119723666896,-4.876805812830109,-0.03854968756700816,0.013013515244025275,-0.19093217164507714,-0.1376763008329698,0.13187015670018065,0.09431153103332413,0.39030606742333773,0.10318406903818556,0.0684859520600679,028050
21,Sejong_Industrial,Industrials_&_Machinery,2019,Q2,-0.013712006294288148,-0.008866379262656654,-1.1967799798570296,-0.10711430405662004,-0.24203962252318,-0.233837578917828,0.0015543841427322347,-0.011241598255418594,-0.007402328725836682,-0.05098978035479962,-0.0979584331093106,033530
21,Doosan_Heavy_Industries,Industrials_&_Machinery,2019,Q2,-0.11461935915763233,0.030872152025130606,0.27143014060435555,-0.0157695243741236,-0.08541539539200715,-0.25863561889041914,-0.1632214071943796,-0.1146223871346026,-0.25829989413944454,-0.000606104154091236,-0.06849773441483041,034020
21,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2019,Q2,-0.03377687638516513,-0.17725521076264927,0.22084299264351925,-0.008741159960624634,-0.05671236675160207,-0.23377320522430034,0.06597148468138758,0.02042297400802906,0.15820167662290907,-0.00498693774911807,0.162896534570186,042660
21,Doosan_Infracore,Industrials_&_Machinery,2019,Q2,-0.017687575476112993,-0.1814494527724977,-0.10867780104394753,-0.00011365868013735181,0.09043208142844439,-0.12186382478893051,0.04290177343656609,0.045354862052048084,-0.0046111687207295304,0.06258851567797963,-0.1192518593142916,042670
