,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,매출액변화율,Relative Return,보유 주식 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,1인평균급여변화율,Label,Code
17,Taekwang_Industrial,Industrials_&_Machinery,2020,Q2,-0.18233049128411793,-0.17693439324216098,-0.2083759236836482,-0.6354118458778522,0.2280342417413611,-0.21493368728853676,-0.013360908904503477,-0.23894931103251582,-0.3703674067381466,-0.08606302534698185,-0.054806855808673366,003240
18,S&T_Heavy_Industries,Industrials_&_Machinery,2020,Q2,-0.004156263838766661,-0.00878834666409034,-0.00794580245908505,0.03864329169999481,0.06041326517776302,0.011578074870504967,0.009451672713340353,-0.0044571741105885465,0.0,-0.006899509067665122,-0.27731220149648517,003570
17,Hyosung,Industrials_&_Machinery,2020,Q2,0.005679915659280055,-0.00238059563649462,0.0077581815773064555,-0.0038526332339505753,-0.8801492075317205,-0.03253871532766725,0.008285403037635697,-0.0016453940669534095,-0.02671824725281069,-0.0012968534935300369,-0.16288842120113453,004800
17,Samkwang_Glass,Industrials_&_Machinery,2020,Q2,-0.00045520510129293257,-0.0005341644199530204,-0.3637799777073951,0.05667386289425824,0.283391758563477,0.05285316478812882,0.06516136816581886,0.06397878049720429,0.10976675293810256,0.08515202922830567,-0.10727822131143648,005090
17,Hyundai_Heavy_Industries,Industrials_&_Machinery,2020,Q2,0.0006352981595986185,0.1336653823689522,-0.03492897020588348,0.004605030029210533,0.4898012858965588,-0.18851938423147904,0.05342689228029862,0.08545763313586685,0.07890099678984364,0.06990390558804205,-0.07671235737245245,009540
17,LS_Electric,Industrials_&_Machinery,2020,Q2,-0.011669043402884771,-0.012804362034871009,-0.35351653197589616,0.014401316648428253,0.0797638798843785,-0.1731218405986413,0.005126660360968649,0.012340992939943729,0.05175033013084396,0.014786659531191515,0.19867824214632224,010120
17,Samsung_Heavy Industries,Industrials_&_Machinery,2020,Q2,0.14136482418131224,0.6470361842916243,0.1220603075849912,0.03290365030485276,0.07381164160097309,-0.2684792597426805,-0.018329588032490518,-0.017517163451105322,-0.02452948607009353,0.015744975334053946,0.3479148702342794,010140
17,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2020,Q2,-0.0005376629084876683,-0.0009843260384028163,0.017738104356887496,0.005642275636833505,0.07142930667536584,-0.22030820331898457,-0.019918277450481137,-0.02509354154575072,-0.005493633547800858,-0.014826811811117002,-0.03222168913184967,010620
18,Hyundai_WIA,Industrials_&_Machinery,2020,Q2,0.006062420718475736,0.008319848424199638,-0.007933317497152537,0.00015715714279218584,0.2475462346143491,-0.27112543063410377,0.008283948670950614,0.004348653555229398,0.029955739381441804,0.0066702011834265384,0.1055278050539119,011210
17,Hanwha_Aerospace,Industrials_&_Machinery,2020,Q2,0.004154089104276393,0.005846962450656634,0.003525368181718669,-0.004421591303990002,0.26905925405609565,-0.22283420513190624,0.014462898761412712,0.0009446350902310163,-0.02993131051927378,0.014695492281729061,0.025147022640906375,012450
