,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,매출액변화율,Relative Return,보유 주식 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,1인평균급여변화율,Label,Code
4,Taekwang_Industrial,Industrials_&_Machinery,2023,Q3,0.003377288128717404,0.0028482136496117416,-0.07073186645380636,-0.019898936394600497,-0.004054533337229271,-0.16408648663930045,-0.0002614972912160507,-0.003702922650159257,-0.005192277891864716,-0.001622054906427861,-0.059703577665587725,003240
5,S&T_Heavy_Industries,Industrials_&_Machinery,2023,Q3,-0.01450551352584406,-0.01433825056184368,0.009165846860064275,-0.03512418415978291,-0.4148458955599579,0.15223841790739995,-0.05746010991348793,-0.009664274863963485,0.0,-0.013793268915406998,0.11909660520852336,003570
4,Hyosung,Industrials_&_Machinery,2023,Q3,-0.012234541932743204,-0.003449225309517301,-0.024433588179026078,-0.03133559696300403,-0.13972328610584683,-0.10241370297839975,-0.009608545282970837,-0.006236943679831075,-92.175,-0.007616815919151643,0.01617287158368577,004800
4,Samkwang_Glass,Industrials_&_Machinery,2023,Q3,-0.03749566648620628,-0.17057100745501597,0.17384904904564968,0.0010677863302566148,-0.07949656918914494,-0.18003044373404953,-0.04573397416066238,-0.034781936592778395,-2.591187341275912,-0.1350173909113388,0.030188577317107765,005090
4,Hyundai_Heavy_Industries,Industrials_&_Machinery,2023,Q3,-0.022416459494093655,-0.015803688779565173,0.04941497562298036,-0.027674842798745214,-0.07304580725177989,0.4478876580646493,-0.020853875687897094,-0.017768411705921805,-0.018460791234322427,-0.019295642516198086,-0.01949954521318191,009540
4,LS_Electric,Industrials_&_Machinery,2023,Q3,-0.01847702793962247,-0.025795325967103988,0.0012244462578056003,-0.04139306902291473,0.13549453064137496,0.3553579851462838,0.0018051341404808907,-0.021282395423955602,1.4728165851157844,-0.01112303131974235,0.21318932285597744,010120
4,Samsung_Heavy Industries,Industrials_&_Machinery,2023,Q3,-0.044848475501831686,0.011174575388524066,0.3194615120565423,0.00797476543303266,-0.04680040025645549,0.22235875097680685,-0.09044411422108745,-0.10134112335939705,1.0,-0.10185905779447424,0.20475562390057636,010140
4,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2023,Q3,-0.004253701249808284,-0.005822317763642726,-0.28663709940143556,-0.016840279058923713,0.03602718704286434,0.13739650602420145,-0.0050823706353444464,-0.007891416051352351,-0.012095944261992786,-0.007517738106054939,0.022071009395182348,010620
5,Hyundai_WIA,Industrials_&_Machinery,2023,Q3,-0.013874247670639495,-0.01703750823946648,0.0047601802391581405,0.008203369058489951,0.09667336158620432,0.13804349751377493,-0.030097212816974306,-0.026190437345403828,1.00290341540793,-0.0282797122134244,-0.01786981900718452,011210
4,Hanwha_Aerospace,Industrials_&_Machinery,2023,Q3,0.027658888009005955,0.03703072317741973,-0.1482575627449052,-0.037956919612539775,-0.17263508069131528,0.22959474154592163,-0.00484508497827818,-0.0441628090316053,-0.6970149253731344,-0.011610182519774748,-0.1429918875468178,012450
