,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,매출액변화율,Relative Return,보유 주식 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,1인평균급여변화율,Label,Code
19,Taekwang_Industrial,Industrials_&_Machinery,2019,Q4,0.0439810957171467,0.045093798622407255,-0.1571108628591087,0.054170174558331285,0.10311436095097826,-0.12941121335526498,-0.43061452288693736,-0.006385321716411596,0.030333115999385152,-0.25240813954693064,-0.12711397397971158,003240
20,S&T_Heavy_Industries,Industrials_&_Machinery,2019,Q4,-0.007561895427703247,-0.011603479544922468,0.04093787915461078,0.00446250993417685,0.035202332906561495,-0.12105428103139049,-0.07950116347810643,-0.007408913215820823,0.0,-0.18613597722922703,-0.006536952897248441,003570
19,Hyosung,Industrials_&_Machinery,2019,Q4,0.004460812464399888,0.0014027329988469672,-0.010676907493731846,0.00014378015551352874,0.11994936074294538,0.1711302799602649,-0.17165730680058244,0.0018820838111223148,0.004774086764703589,-0.25886719972401573,-0.1259557388370154,004800
19,Samkwang_Glass,Industrials_&_Machinery,2019,Q4,0.007572136976193522,0.009756145967281693,-0.06242222501847228,0.017496024812477362,0.3440800095644476,-0.08454218977069589,-0.19413376653408454,0.08377544534862369,0.13427718813129264,-0.6363234419050599,-0.12423256283992556,005090
19,Hyundai_Heavy_Industries,Industrials_&_Machinery,2019,Q4,0.0020460802046146087,0.002224376667508854,0.34397568548221114,0.00276944180343186,-0.7961564989017578,0.06361986834864124,0.0023129197175957295,0.0022848174437274382,0.0023335464519053106,-0.03504338116263295,-0.05422703575722031,009540
19,LS_Electric,Industrials_&_Machinery,2019,Q4,-0.017402514999639296,-0.01918282474105326,-0.25237244581299634,0.0327782263802846,-0.3567534306805684,-0.034279291315224315,-0.1394047727361416,-0.03421470512818736,-0.06821230554303304,-0.18941640731362108,0.054877444344190784,010120
19,Samsung_Heavy Industries,Industrials_&_Machinery,2019,Q4,0.08044187868258024,0.21060025485548162,0.29250985317548595,0.04648355100905088,-0.10118983551218652,-0.01617184134946828,-0.12562408074038123,0.07971667500928203,0.06304214715061807,-0.060646960192954014,-0.15045186942928937,010140
19,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2019,Q4,0.003259694466297147,0.0031294411705028446,0.7740391051883385,0.007533245049601733,0.008935672055546573,-0.07186427505746493,-0.18432638925891687,0.019802434042423323,0.024417540886384592,-0.17976184745858936,-0.05105499274646762,010620
20,Hyundai_WIA,Industrials_&_Machinery,2019,Q4,-0.006593992619695843,-0.007693903740403796,0.027685301507537674,-0.008225197117671446,-0.006110833089048473,0.05608582024664181,-0.191534239377531,-0.009108529693517387,-0.03833534488447854,0.09308365426106135,-0.08229346441972189,011210
19,Hanwha_Aerospace,Industrials_&_Machinery,2019,Q4,1.9924198380483205e-05,-2.1831117209547557e-06,-0.15893018678602155,-0.02903650615451059,0.07392040627609675,0.2892795356345578,-0.394254952546105,-0.05222322550560232,-0.15796734114070965,-0.44013471640289414,-0.2496868590037177,012450
19,Dongwon_Systems,Industrials_&_Machinery,2019,Q4,0.00849836117617897,0.02120521146336307,0.007333760606592077,0.00578388586139611,0.07270294427607138,-0.06424380612346779,-0.449634264325087,0.02566462670762748,0.0497648963676669,-0.3603323420716771,-0.3176315693230442,014820
19,Hyundai_Elevator,Industrials_&_Machinery,2019,Q4,-0.0245875682711012,-0.08729088545637897,-0.5935078867664274,0.018229319921474252,-0.01110523427285881,-0.05777551311512065,-0.20207547791076608,-0.09667096285519561,-0.02506097211595537,-0.13685285548735182,-0.3086876805714631,017800
19,Samsung_Engineering,Industrials_&_Machinery,2019,Q4,0.014253984552318633,-0.018109718003560538,0.20972076258822314,0.008453540823855299,-0.011551583395322362,-0.004483894895786971,-0.35348076321530253,-0.03185166302675757,-0.4393629538300323,-0.24375289288358837,0.07188033063661697,028050
19,Sejong_Industrial,Industrials_&_Machinery,2019,Q4,0.002003589929850391,-0.0006704081064190515,0.034358382273348864,0.059405171854008176,-0.16344223610977804,-0.21060032820455632,-0.0518013283809482,0.022306564400702222,0.0010585646763675571,-0.11698365192988391,-0.06127357198144029,033530
19,Doosan_Heavy_Industries,Industrials_&_Machinery,2019,Q4,0.24626491876398404,1.557273800363779,0.1418782847794544,0.029762647860613445,-0.35353515399770075,0.1065256956669741,0.2668929206908526,0.003641891931159047,-0.15426515936668372,-0.12402053404493651,-0.23938091623293778,034020
19,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2019,Q4,0.034424726335589684,0.2277329249625213,-0.03709656854845833,0.04446246249100283,-0.14052703578996528,-0.05111924966101444,0.9999786340080892,-0.015211466827888653,0.08706418364421231,-0.1522107790156042,-0.1552264269788276,042660
19,Doosan_Infracore,Industrials_&_Machinery,2019,Q4,0.017268312669967978,0.2779389612345645,-0.46732142609082983,-0.017772364549410335,0.04712768703325665,0.02348205448577929,-0.01805213227388358,0.05472433003410171,0.08442448594039043,-0.002069779832766905,-0.1933153566556779,042670
19,Korea_Aerospace_Industries,Industrials_&_Machinery,2019,Q4,0.015708701863142438,0.03209265562575414,-0.06789557430113491,-0.02757650293344538,-0.9490173931762498,0.1199176683675252,-0.4264294958484618,0.016355181474474123,0.8585494956570371,-0.04525279477410549,-0.20354433630997998,047810
19,Hyundai_Rotem,Industrials_&_Machinery,2019,Q4,0.09582913542832383,37.84764229352765,0.049094233496354334,-0.04071032543988928,0.06921583942913967,-0.11746978605616704,-0.06332966246109972,-0.027879669243561667,-0.006754532053678153,-0.10936762547692958,-0.26818677569220406,064350
