,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,매출액변화율,Relative Return,보유 주식 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,1인평균급여변화율,Label,Code
23,Taekwang_Industrial,Industrials_&_Machinery,2018,Q4,-0.0010396294498014047,-0.007136512421449526,0.032947329049850205,-0.043953176862592924,0.05489824942782329,0.21481170418841875,-0.42863126744038627,-0.0420341550302068,-0.028892584681078803,-0.20759470316573614,-0.06877798043442218,003240
24,S&T_Heavy_Industries,Industrials_&_Machinery,2018,Q4,-0.022317821933477866,-0.030937543840040993,-0.8065444378216731,-0.0009266579989923862,-0.3402903918867124,-0.03662197930109161,0.05458146541511677,-0.005640344115253049,0.0,-0.14079015543164997,0.2373827201340215,003570
23,Hyosung,Industrials_&_Machinery,2018,Q4,-0.29046737448943016,0.0005038610442297253,0.07608848167907767,-0.27835574800405394,16.597837372571625,0.0,-0.9294760093847871,-0.059554338116005745,0.21555380048768624,0.25516606132108344,0.1728988282200741,004800
23,Samkwang_Glass,Industrials_&_Machinery,2018,Q4,0.04939224267673448,0.062116317712351155,0.7321879453446889,-0.004412178438075953,-0.112664416988284,-0.2569725458243405,-0.20152972670648128,-0.010626109076481649,-0.12514682434357227,-0.43015906335006515,0.02873754751588839,005090
23,Hyundai_Heavy_Industries,Industrials_&_Machinery,2018,Q4,0.020595486456025824,0.02461359398591212,-0.06839408947251346,-0.020343033763788432,-0.0994911439104631,0.3139804865514005,0.023162490296882887,0.07774578882792382,0.08726131497712197,-0.0062695338069374,0.08307387141742968,009540
23,LS_Electric,Industrials_&_Machinery,2018,Q4,-0.06808711541882517,-0.07586002439480644,0.013055613116412013,-0.07517656905912751,-0.09787239608005671,0.05803109824907102,-0.2531521016159337,-0.046035626859955325,0.0076135080652181,-0.2030846197759435,-0.21194151930841681,010120
23,Samsung_Heavy Industries,Industrials_&_Machinery,2018,Q4,0.017660825550221082,0.04345393389770302,-0.22878266952692816,0.004671100632169911,-0.004772520915893752,0.12410840037787528,-0.29555008607506905,-0.040364300402326636,-0.05108477032770975,-0.1714404398889744,0.046318827519528635,010140
23,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2018,Q4,0.00391289424456609,0.05739636595975606,-0.18728248794727587,0.030231298821402963,-0.2424654622082716,0.19886001706193937,-0.11089257776235106,0.0487443469099027,0.02778979622389688,-0.16497734371184958,0.27103964874490916,010620
24,Hyundai_WIA,Industrials_&_Machinery,2018,Q4,0.00723748305357641,0.006428548617078866,0.07338229732237289,0.03409541503171376,-0.11523033992627618,0.03080535830939464,-0.018374177963663696,0.01899142697240286,-0.04801558556025065,0.02232823776750359,-0.009773241097929292,011210
23,Hanwha_Aerospace,Industrials_&_Machinery,2018,Q4,0.003285857372767431,-0.018959383299767874,-0.04343365678491096,-0.05522189461713545,-0.4967207830912479,0.0648336607745251,0.012137508334597591,-0.03356837357436082,0.3289364097436188,0.04095701036831467,0.4082865185399758,012450
