,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,매출액변화율,Relative Return,보유 주식 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,1인평균급여변화율,Label,Code
5,Taekwang_Industrial,Industrials_&_Machinery,2023,Q2,0.0047014915940828406,0.004268711928042457,-0.010763842521405165,-0.0029891794144327744,0.003391555928538681,-0.13036771697191965,0.0001238881887358767,-0.012606498465176363,-0.002712301519563365,-0.005404625525810891,-0.16408648663930045,003240
6,S&T_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.016789354397600986,-0.013879368588335161,-0.005874689172092662,-0.009099695841184419,0.014374751399509833,-0.17270214612060808,-0.01553421764752061,-0.06378024323168185,0.0,-0.08375526734338523,0.15223841790739995,003570
5,Hyosung,Industrials_&_Machinery,2023,Q2,0.0023396249225823285,0.0003421264429344095,-0.0024061513639581644,0.007857961717404272,-0.05663901945084904,-0.09499797781529727,0.027421407224612948,-0.0035731183616471984,0.9885057471264368,-0.0002889309140230445,-0.10241370297839975,004800
5,Samkwang_Glass,Industrials_&_Machinery,2023,Q2,0.0013063850204110272,0.005915430933253973,0.27554423665350025,-0.0046796536394433375,0.1598188380404698,-0.11722433621558356,-0.003400900600604606,0.009046794045102557,-0.07545577215593346,0.029388961692010107,-0.18003044373404953,005090
5,Hyundai_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.0013375197903771063,0.0007401333133137955,-0.03890108945110393,-0.00413737488575916,-0.0568649130916552,-0.01705150384042449,-0.001957360755615367,-0.002161221301686833,-0.0027105484374123634,-0.0012690761939024853,0.4478876580646493,009540
5,LS_Electric,Industrials_&_Machinery,2023,Q2,-0.04924469027658085,-0.05434908336304578,-0.2504770075518541,-0.009858535411608305,-0.2821484956476987,-0.10473542861814106,-0.0782996972642962,-0.044283259488893556,1.602911247795908,-0.05736164045896386,0.3553579851462838,010120
5,Samsung_Heavy Industries,Industrials_&_Machinery,2023,Q2,-0.010545791705854679,0.029130411098606146,-0.22158201007663414,9.309923841849255e-05,-0.2232747724218258,-0.0916564675221303,2.5900820287527715e-05,-0.016382962966214887,0.5772513403691479,-0.01591381277529047,0.22235875097680685,010140
5,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2023,Q2,0.018296208156151517,0.024875376722385156,0.021850119019497405,-0.01759010117336679,-0.1398610785815031,-0.265724522325277,0.0011611359650616215,-0.022408372503846197,-0.03585926257321104,-0.01733503308750639,0.13739650602420145,010620
6,Hyundai_WIA,Industrials_&_Machinery,2023,Q2,-0.015116635534661249,-0.018380445589166072,0.2775878507047427,-0.0007127830137458879,-0.09933498662179008,0.0050827506745777795,0.021197340502498663,0.010037562623536944,1.4511304578969402,-0.0008043077248536257,0.13804349751377493,011210
5,Hanwha_Aerospace,Industrials_&_Machinery,2023,Q2,-0.013538063944627199,-0.09271183114872383,-0.10333914838377134,-0.39229318331743235,-0.0442281467261989,0.24110798588586535,0.043477055807833564,-0.22698075284637187,1.0259339136617882,-0.011084635847816271,0.22959474154592163,012450
5,Dongwon_Systems,Industrials_&_Machinery,2023,Q2,-0.024671650813452572,-0.07330789699169515,0.037661597755692,-0.02032931587354625,-0.02379190294228528,-0.04128542164561282,-0.016188446025852343,-0.015685483365196484,-0.08847384353946475,-0.024245851995685186,-0.18591066026437592,014820
