접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230817000198,2023-08-17,00104388,국도화학,명범영,비등기임원,이사보,-,657,657,0.01,0.01,2023,Q3
20231110000272,2023-11-10,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,137,351","1,350",23.72,0.01,2023,Q4
20231121000132,2023-11-21,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,141,210","3,859",23.76,0.04,2023,Q4
20231130000829,2023-11-30,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,148,147","6,937",23.84,0.08,2023,Q4
20231208000191,2023-12-08,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,171,779","23,632",24.10,0.26,2023,Q4
20231218000097,2023-12-18,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,187,130","15,351",24.27,0.17,2023,Q4
20240125000238,2024-01-25,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,215,143","28,013",24.58,0.31,2024,Q1
20240202000228,2024-02-02,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,230,137","14,994",24.75,0.17,2024,Q1
20240220000983,2024-02-20,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,250,947","20,810",24.98,0.23,2024,Q1
20240228005098,2024-02-28,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,269,008","18,061",25.18,0.20,2024,Q1
20240308000317,2024-03-08,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,288,394","19,386",25.39,0.21,2024,Q1
20240312000358,2024-03-12,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,298,695","10,301",25.51,0.12,2024,Q1
20240527000106,2024-05-27,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,378,695","80,000",26.40,0.89,2024,Q2
20240820000221,2024-08-20,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,298,695","-80,000",25.51,-0.89,2024,Q3
20240822000193,2024-08-22,00104388,국도화학,허연진,등기임원,대표이사 사장,-,"3,748",401,0.04,0.01,2024,Q3
20241031000195,2024-10-31,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,378,695","80,000",26.40,0.89,2024,Q4
20241220000255,2024-12-20,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,390,797","12,102",26.53,0.13,2024,Q4
20241231000256,2024-12-31,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,417,973","27,176",26.83,0.30,2024,Q4
20250109000229,2025-01-09,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,466,982","49,009",27.38,0.55,2025,Q1
20250117000202,2025-01-17,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,473,284","6,302",27.45,0.07,2025,Q1
20250219001423,2025-02-19,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,555,160","81,876",28.36,0.91,2025,Q1
20250227006138,2025-02-27,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,581,393","26,233",28.65,0.29,2025,Q1
20250310000370,2025-03-10,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,623,092","41,699",29.11,0.46,2025,Q1
20250313000459,2025-03-13,00104388,국도화학,국도코퍼레이션,-,-,10%이상주주,"2,639,036","15,944",29.29,0.18,2025,Q1
