접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230412002618,2023-04-12,00133858,세방전지,김성진,비등기임원,생산본부장,-,530,530,0.00,0.00,2023,Q2
20230718000384,2023-07-18,00133858,세방전지,강호영,비등기임원,전략구매실장,-,500,500,0.00,0.00,2023,Q3
20240104000346,2024-01-04,00133858,세방전지,김대웅,등기임원,대표이사,-,"2,410",400,0.02,0.01,2024,Q1
20240104000352,2024-01-04,00133858,세방전지,이원석,등기임원,상무,-,710,100,0.00,0.00,2024,Q1
20240104000356,2024-01-04,00133858,세방전지,이용경,비등기임원,상무,-,"1,210",100,0.01,0.00,2024,Q1
20240104000361,2024-01-04,00133858,세방전지,김성진,비등기임원,상무,-,630,100,0.00,0.00,2024,Q1
20240104000408,2024-01-04,00133858,세방전지,강호영,비등기임원,상무보,-,600,100,0.00,0.00,2024,Q1
20240104000373,2024-01-04,00133858,세방전지,이령,비등기임원,상무,-,810,100,0.00,0.00,2024,Q1
20240104000377,2024-01-04,00133858,세방전지,제동준,비등기임원,상무,-,900,100,0.01,0.00,2024,Q1
20240104000385,2024-01-04,00133858,세방전지,이경훈,비등기임원,상무보,-,100,100,0.00,0.00,2024,Q1
20240104000395,2024-01-04,00133858,세방전지,김용재,등기임원,사외이사,-,310,100,0.00,0.00,2024,Q1
20240104000397,2024-01-04,00133858,세방전지,이영렬,등기임원,사외이사,-,210,100,0.00,0.00,2024,Q1
20240104000398,2024-01-04,00133858,세방전지,전인상,등기임원,사외이사,-,"1,110",100,0.01,0.00,2024,Q1
20240104000331,2024-01-04,00133858,세방전지,이원섭,비등기임원,상무,-,"3,074",100,0.02,0.00,2024,Q1
20240104000278,2024-01-04,00133858,세방전지,이상웅,등기임원,회장,-,"135,379","1,500",0.97,0.01,2024,Q1
20240104000368,2024-01-04,00133858,세방전지,백정엽,비등기임원,상무보,-,250,100,0.00,0.00,2024,Q1
20240104000412,2024-01-05,00133858,세방전지,박승복,비등기임원,상무보,-,282,282,0.00,0.00,2024,Q1
20240326000927,2024-03-26,00133858,세방전지,김용재,등기임원,사외이사,-,0,-310,0.00,-0.00,2024,Q1
20250106000194,2025-01-06,00133858,세방전지,이상웅,등기임원,회장,-,"136,129",750,0.97,0.00,2025,Q1
20250106000382,2025-01-06,00133858,세방전지,오성훈,비등기임원,상무보,-,50,50,0.00,0.00,2025,Q1
20250106000203,2025-01-06,00133858,세방전지,이령,비등기임원,전무,-,860,50,0.01,0.01,2025,Q1
20250106000209,2025-01-06,00133858,세방전지,김대웅,등기임원,대표이사,-,"2,610",200,0.02,0.00,2025,Q1
20250106000212,2025-01-06,00133858,세방전지,이원석,등기임원,전무,-,760,50,0.01,0.01,2025,Q1
20250106000213,2025-01-06,00133858,세방전지,이용경,비등기임원,전무,-,"1,260",50,0.01,0.00,2025,Q1
20250106000221,2025-01-06,00133858,세방전지,김성진,비등기임원,전무,-,680,50,0.00,0.00,2025,Q1
20250106000225,2025-01-06,00133858,세방전지,백정엽,비등기임원,상무보,-,300,50,0.00,0.00,2025,Q1
20250106000228,2025-01-06,00133858,세방전지,제동준,비등기임원,상무보,-,950,50,0.01,0.00,2025,Q1
20250106000233,2025-01-06,00133858,세방전지,이경훈,비등기임원,상무보,-,150,50,0.00,0.00,2025,Q1
20250106000239,2025-01-06,00133858,세방전지,강호영,비등기임원,상무보,-,650,50,0.00,0.00,2025,Q1
20250106000245,2025-01-06,00133858,세방전지,전인상,등기임원,사외이사,-,"1,210",100,0.01,0.00,2025,Q1
20250106000246,2025-01-06,00133858,세방전지,이영렬,등기임원,사외이사,-,310,100,0.00,0.00,2025,Q1
20250106000361,2025-01-06,00133858,세방전지,오상진,비등기임원,상무보,-,50,50,0.00,0.00,2025,Q1
20250106000374,2025-01-06,00133858,세방전지,윤영식,등기임원,사외이사,-,100,100,0.00,0.00,2025,Q1
20250106000380,2025-01-06,00133858,세방전지,박원재,비등기임원,상무보,-,50,50,0.00,0.00,2025,Q1
20250106000200,2025-01-06,00133858,세방전지,이원섭,등기임원,전무,-,"3,124",50,0.02,0.00,2025,Q1
