,name,year,quarter,sector,Relative Return,영업이익 변화율,자산총계 변화율,비유동부채 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,Label,Code
26,대림산업,2018,Q2,건설,-0.018774693966500014,-0.1288337117840348,-0.00028763770757644913,0.11862621745012314,-0.007932405246263374,0.023281696970536947,-0.627748576472155,0.10832945931949682,000210
26,현대건설,2018,Q2,건설,-0.11637786043398607,0.15000412779658223,0.009088558658850499,0.010461669112256544,0.011112908624344442,0.03445893158719038,0.06479713809056986,-0.060928753437617986,000720
26,KCC,2018,Q2,건설,-0.035773377730494466,0.5363071192152258,-0.11489883713452542,-0.13663078226765824,-0.13248476907553897,-0.06198452312359948,-1.8942182412863324,-0.1296050422332642,002380
26,한일시멘트,2018,Q2,건설,-0.20600830892219196,-1.3039374601962934,0.08695952953146535,-0.2701145523702132,-0.4063172322313674,0.016798610935990554,-1.624901475309545,-0.2000711357221891,003300
26,아이에스동서,2018,Q2,건설,0.07712530375400571,7.994881247456782,-0.08661272870620873,-0.3165001682581978,-0.011600036577747441,0.3793381938432665,9.177200687550677,-0.0011112333954137188,010780
26,현대산업,2018,Q2,건설,0.0,-1.470205593387627,-0.7782944305537565,-0.20843662063285107,0.22621982599332946,0.32195097123738603,-1.014847662685181,-0.24677706086944673,012630
26,삼성엔지니어링,2018,Q2,건설,-0.0625116088235376,2.226890326205693,-0.06355080224635312,-0.052461763825567,0.013469848769974035,1.2690374749547888,-2.4231125389424806,0.17281523017777195,028050
26,대우건설,2018,Q2,건설,-0.14720956152333123,-0.17599656819839105,0.030180556309230333,0.27218018927337106,-0.005102283320134515,-0.2644914666256174,-0.36773484431062065,-0.040184176886632145,047040
26,한전기술,2018,Q2,건설,-0.39984559357520577,-0.8217791545752462,-0.05230460770288636,0.14100802116706768,-0.01749376021627247,0.0014954703462515262,0.2390316053839816,0.00956350929381184,052690
26,LG하우시스,2018,Q2,건설,-0.022239899240993025,-0.0737015793195569,-0.05344243004092508,0.0004084583366694705,0.01369006079820756,0.016903572800614608,2.4212204007285973,-0.21825607578212913,108670
