,0
code,0.0
name,0.0
sector,0.0
year,0.0
quarter,0.0
유동자산,0.0
비유동자산,0.0
자산총계,0.0
유동부채,0.0
비유동부채,0.0
부채총계,0.0
자본금,0.125
이익잉여금,0.027777777777777776
자본총계,0.037698412698412696
매출액,0.051587301587301584
영업이익,0.003968253968253968
법인세차감전 순이익,0.005952380952380952
당기순이익,0.003968253968253968
당기순이익(손실),0.003968253968253968
총포괄손익,0.8551587301587301
이자수익,0.9920634920634921
영업비용,0.9563492063492064
