video_id,published_at,view_count
ovxyzOFKRIY,2024-11-13T09:45:45Z,12685
MS_u3lpADwM,2024-11-13T09:46:44Z,1728
qlwl7WAXnfY,2024-11-13T09:44:28Z,2826
giPlaAion9Y,2024-11-13T07:20:40Z,6471
1raktLljrIA,2024-11-13T07:19:01Z,6151
xTYtQIxMYc4,2024-11-13T07:18:05Z,3243
Ykuv5lBRzZw,2024-11-13T07:17:08Z,3964
jKX3kdlazXo,2024-11-13T07:16:09Z,1374
Hz6W_rMhhFU,2024-11-13T05:29:10Z,8262
jy3VUP490vY,2024-11-13T03:06:49Z,7304
t7U-ws0GrKA,2024-11-13T02:00:34Z,1206
-H-QsoqRQqY,2024-11-13T01:22:36Z,1489
prLZsx7tOe4,2024-11-13T01:18:28Z,6844
LxsaBtCQ28k,2024-11-13T00:55:48Z,1236
aq7G6Kln_3U,2024-11-13T00:55:46Z,1820
7SMZCGnz_pU,2024-11-13T00:48:58Z,24793
q1HsXylV15E,2024-11-12T09:29:47Z,3264
ER2mkalpFLQ,2024-11-12T09:27:04Z,1448
usq4AUYVhHs,2024-11-12T09:27:57Z,7469
fD1lRnRW4f4,2024-11-12T07:24:17Z,10000
R04j-oPgchg,2024-11-12T07:21:07Z,3235
E0wy_kf3Gvc,2024-11-12T07:16:24Z,1383
yTA6BaJ6K_Y,2024-11-12T07:17:50Z,1166
GOS2PMJ7P8A,2024-11-12T05:19:49Z,14289
E4ANdNrJXKU,2024-11-12T03:13:17Z,1388
mPB_8bTSBUk,2024-11-12T03:06:52Z,1973
1J9RIRtVPDI,2024-11-12T00:47:53Z,7495
5C0gPTWL6NA,2024-11-12T00:21:09Z,4343
hGXdJsyOXj0,2024-11-12T00:15:44Z,2034
WOC6UaKnk-Q,2024-11-11T09:46:22Z,2743
ENKQs5Mi1PM,2024-11-11T09:43:54Z,3914
aucNcsI8PZE,2024-11-11T09:42:59Z,4141
vA7BDJe3zLs,2024-11-11T09:41:58Z,9457
CPWxiAh0Ig0,2024-11-11T09:14:42Z,1159
kH5OQh7-dnY,2024-11-11T09:12:58Z,6391
Sc9cpaVFUQM,2024-11-11T07:59:05Z,1841
MsLbNO4Li7Q,2024-11-11T07:59:36Z,7919
4fLeZYLl5q8,2024-11-11T07:50:00Z,128627
OP4URwjOTw0,2024-11-11T07:19:27Z,17963
N_Y_GIASqy4,2024-11-11T07:18:30Z,1258
