접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160330002927,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"192,170,340",29.94,"211,235,264",32.90,-,2015-12-31,2015,Q4
20160330002927,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"135,917,118",21.17,"116,841,794",18.20,-,2015-12-31,2015,Q4
20160330002927,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2015-12-31,2015,Q4
20160330002927,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170331002694,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2016-12-31,2016,Q4
20170331002694,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2016-12-31,2016,Q4
20170331002694,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2016-12-31,2016,Q4
20170331002694,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2016-12-31,2016,Q4
20180330003688,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2017-12-31,2017,Q4
20180330003688,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2017-12-31,2017,Q4
20180330003688,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2017-12-31,2017,Q4
20180330003688,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2017-12-31,2017,Q4
20190401001643,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2018-12-31,2018,Q4
20190401001643,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2018-12-31,2018,Q4
20190401001643,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2018-12-31,2018,Q4
20190401001643,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2018-12-31,2018,Q4
20200402000541,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2019-12-31,2019,Q4
20200402000541,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2019-12-31,2019,Q4
20200402000541,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2019-12-31,2019,Q4
20200402000541,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2019-12-31,2019,Q4
20210514000023,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2020-12-31,2020,Q4
20210514000023,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2020-12-31,2020,Q4
20210514000023,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2020-12-31,2020,Q4
20210514000023,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2020-12-31,2020,Q4
20220516001505,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2021-12-31,2021,Q4
20220516001505,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2021-12-31,2021,Q4
20220516001505,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2021-12-31,2021,Q4
20220516001505,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2021-12-31,2021,Q4
20230525000309,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2022-12-31,2022,Q4
20230525000309,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2022-12-31,2022,Q4
20230525000309,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2022-12-31,2022,Q4
20230525000309,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2022-12-31,2022,Q4
20240329002856,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2023-12-31,2023,Q4
20240329002856,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2023-12-31,2023,Q4
20240329002856,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2023-12-31,2023,Q4
20240329002856,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2023-12-31,2023,Q4
20250318000747,Y,00159193,한국전력공사,보통주,한국산업은행,최대주주,"211,235,264",32.90,"211,235,264",32.90,-,2024-12-31,2024,Q4
20250318000747,Y,00159193,한국전력공사,보통주,대한민국정부,특수관계인,"116,841,794",18.20,"116,841,794",18.20,-,2024-12-31,2024,Q4
20250318000747,Y,00159193,한국전력공사,보통주,계,,"328,077,058",51.10,"328,077,058",51.10,-,2024-12-31,2024,Q4
20250318000747,Y,00159193,한국전력공사,-,계,,-,-,-,-,-,2024-12-31,2024,Q4
