,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,유동부채 변화율,금리 변화율,Label,Code
9,현대상선,2022,Q3,산업재,-0.13513238680086195,-0.30084775405920505,0.19531074966310014,0.27237371311405933,-0.10219497374062703,0.16629511250249784,0.0359464250541639,-0.023952222418711335,011200
9,삼성에스디에스,2022,Q3,정보기술,-0.015783165487627027,0.05754591072450865,0.06727864735310818,0.04694728825555661,-0.7208140474400233,0.12464151825424952,0.0359464250541639,-0.016487149282385566,018260
9,일진머티리얼즈,2022,Q3,정보기술,-0.13890717483604603,-0.0037546727479180753,-0.021653138411428907,0.010143193294971153,-0.4689633207187994,-0.34469503778995103,0.0359464250541639,0.04704875107561876,020150
9,한국단자,2022,Q3,산업재,0.015174622806776462,-0.003702210369055714,0.027062289986059973,0.024105922323694795,0.4101620692880943,0.039093672917702715,0.0359464250541639,-0.014199258311691606,025540
9,신도리코,2022,Q3,정보기술,0.053671220436776676,0.6629889447155959,0.05235193369609337,0.014387390899899266,-0.7341112512731331,0.6101592025389178,0.0359464250541639,0.024462058572148785,029530
9,LG디스플레이,2022,Q3,정보기술,-0.04345401886348084,0.08147091593399369,0.04690658420608296,-0.10857898298044266,0.37326712731801126,0.14243321227050054,0.0359464250541639,0.00046341436467545183,034220
9,SK,2022,Q3,정보기술,0.0030754269785088738,0.02776280324474345,0.02673918908865014,-0.0012808399317844055,-0.0639721238789801,0.14024009046529096,0.0359464250541639,-0.23456398079473367,034730
9,한미반도체,2022,Q3,정보기술,-0.021366550253167926,-0.003749452290525812,0.07087630166271652,0.10354918812646652,-0.23638516743768312,-0.07062407604750653,0.0359464250541639,0.18264724034507282,042700
9,대우인터내셔널,2022,Q3,산업재,-0.034828530860939094,0.041074537123573895,-0.07287914678581142,0.016723983804959097,-0.3047838773577435,-0.15319047160492594,0.0359464250541639,0.004689950966088274,047050
9,한국항공우주,2022,Q3,산업재,-0.11021093321519795,0.012720427758748043,-0.027111508200969636,0.039565752656415265,-0.13580654260754021,-0.08140651324766246,0.0359464250541639,-0.05323195121243898,047810
9,한전KPS,2022,Q3,산업재,-0.15331635720297487,0.0027048435867249587,0.022186962930242693,0.0424408793465767,0.08661481734255583,-0.018114914106511226,0.0359464250541639,0.1062847810720499,051600
9,LG전자,2022,Q3,정보기술,-0.04013901730149705,0.017826283044284574,0.023058850978071144,0.003948625521051685,-1.889492355023373,0.04788415214012676,0.0359464250541639,0.28720289175600294,066570
9,현대글로비스,2022,Q3,산업재,-0.033670246105912585,0.011807206184249353,0.05857725173423889,0.038422106996926386,0.06017734067980829,0.07298158483768247,0.0359464250541639,-0.10902122468874657,086280
