,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,유동부채 변화율,금리 변화율,Label,Code
9,CJ대한통운,2022,Q3,산업재,-0.2919578137856079,0.00723049276425769,0.010892240963914945,-0.001995230735212905,-0.20137013722812247,0.09955532148094925,0.0359464250541639,-0.0655666417898243,000120
9,두산,2022,Q3,산업재,0.12457118079094609,-0.08036067819292292,-0.015099546463954172,0.05856229340504937,-0.5563839335626599,-0.08378523131042814,0.0359464250541639,0.138176475848162,000150
9,SK하이닉스,2022,Q3,정보기술,0.018244489357871683,-0.050520866822916344,0.05017906986049514,0.030361960859489834,-0.46007137224326233,0.07764549780850194,0.0359464250541639,-0.06558485737004023,000660
9,LG상사,2022,Q3,산업재,0.17330242061976894,0.10622636804219554,0.06703954766745257,0.1402223741241715,0.08230819093419917,-0.11573941195216642,0.0359464250541639,-0.235710326621543,001120
9,대한항공,2022,Q3,산업재,-0.0026048099319513143,0.002838863023367555,0.014380406324091988,0.05372907609539923,0.14047141927507312,-0.06026530760160975,0.0359464250541639,-0.0659284505606798,003490
9,LG,2022,Q3,정보기술,0.008850001702514463,-0.009447877491376655,-0.0007952002523139434,0.000543681552779729,1.0529316717122001,-0.08298069602059366,0.0359464250541639,0.0874591078198696,003550
9,S&T중공업,2022,Q3,산업재,-0.011735503194118632,0.07429892664158588,0.012372677420228628,-0.001470213040872026,-0.03771903255938436,0.1361284423757736,0.0359464250541639,0.09164646248419406,003570
9,한솔테크닉스,2022,Q3,정보기술,-0.097940256742077,-0.003402260033873672,0.060804893407473415,0.07948440442278204,7.747407842578955,0.19960738863487082,0.0359464250541639,0.02803631937489633,004710
9,삼성전자,2022,Q3,정보기술,0.06849592142748558,0.023518305001695605,0.007945980978733669,0.015355748678268055,-0.3670505738921168,-0.02906165728310628,0.0359464250541639,-0.014620187333024896,005930
9,LS,2022,Q3,산업재,0.1240645951779775,0.25807589091556693,0.22542526420298592,0.01830375129425943,1.5232388229774112,0.33590731767217363,0.0359464250541639,0.06188192042317178,006260
9,삼성SDI,2022,Q3,정보기술,0.20520521263200125,-0.01489565018650607,0.027896107049593555,0.0226758466116046,0.8980313090319407,0.09562265777321755,0.0359464250541639,0.050360961251584783,006400
9,대덕전자,2022,Q3,정보기술,-0.026069642493352158,0.07338747226762043,0.0012525887077710074,0.0008273721786962174,-2.5422916180220776,0.1692787086291494,0.0359464250541639,0.07393474034507283,008060
9,삼성전기,2022,Q3,정보기술,0.05048714975937685,0.020066650376263206,0.08501841166760138,0.05760124933978128,0.26925520581631446,0.17161970442723562,0.0359464250541639,0.08820273536102646,009150
9,LS산전,2022,Q3,산업재,-0.06192980258112614,0.00266658621847915,0.011869707913852556,0.0029157578701324294,0.052158722569875415,0.03289342745268198,0.0359464250541639,0.05904909069189029,010120
9,LG이노텍,2022,Q3,정보기술,-0.06735454673621392,0.03773469874045543,0.33747475925240056,0.08938137790950762,0.6568654051253862,0.8135297809843769,0.0359464250541639,-0.07709220687362783,011070
