,Feature,Average_Importance
0,F_유동자산 변화율,0.14678642225314678
1,M_금리 변화율,0.0742347455020875
2,F_유동부채 변화율,0.061106713105699526
3,M_실업률 변화율,0.05780828207471507
4,F_당기순이익(손실) 변화율,0.054416363663773004
5,F_이익잉여금 변화율,0.051496722592770314
