,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
2,유한양행,2024,Q4,헬스케어,-0.044617841770507385,-0.002231105972223868,-0.03637947935954711,-0.06117604728034576,0.27692307692307727,-0.4905115593038417,0.003878970410473137,-0.1628941528114815,000100
2,일동제약,2024,Q4,헬스케어,-0.19630859511387333,-0.515954995533011,-0.03637947935954711,-0.12343738247798586,0.27692307692307727,3.1824702932197093,3.9133127289388536,-0.03588237835449605,000230
2,동아쏘시오홀딩스,2024,Q4,헬스케어,-0.23453288397382438,-0.062046859129191834,-0.03637947935954711,0.022380948197978645,0.27692307692307727,-1.9816738301128007,-0.040144685956908455,0.028700735806593526,000640
2,부광약품,2024,Q4,헬스케어,-0.03455781166624543,0.04147058887823207,-0.03637947935954711,0.19804041025636687,0.27692307692307727,-12.242729762878074,-0.2844400945333231,-0.14179874270054416,003000
2,영진약품,2024,Q4,헬스케어,-0.13513731414216854,-0.04675920125250377,-0.03637947935954711,0.2937355718689374,0.27692307692307727,1.2154512585749986,0.1398158700357599,0.010025282691595272,003520
2,녹십자,2024,Q4,헬스케어,-0.1561034334721347,-0.036017158300929775,-0.03637947935954711,-0.06569022906250066,0.27692307692307727,-1.1180648722975468,-0.018198673624377992,-0.07599810252533833,006280
2,일양약품,2024,Q4,헬스케어,-0.1512029637029637,-0.15599826236292358,-0.03637947935954711,-0.08512516442525009,0.27692307692307727,0.15442927545485263,0.11957325470460045,0.15799290646567066,007570
2,서흥,2024,Q4,헬스케어,0.011944966136639035,-0.06612735136743897,-0.03637947935954711,-0.07641553780291022,0.27692307692307727,-1.3728630640617947,-0.003821231151410198,0.10030059877336296,008490
2,광동제약,2024,Q4,헬스케어,-0.08325119889352794,0.03325562973706497,-0.03637947935954711,-0.1349202760094913,0.27692307692307727,77.23616158715456,0.025367097347124723,0.003250909332369178,009290
2,대웅제약,2024,Q4,헬스케어,-0.23681964082769358,0.03163489501668981,-0.03637947935954711,0.15155063864436635,0.27692307692307727,-1.1938366552976871,-0.008970392355995838,0.2198333014979163,069620
2,한미약품,2024,Q4,헬스케어,-0.33532994782994785,0.22800962625032128,-0.03637947935954711,0.08081594301727213,0.27692307692307727,1.6074015230431065,0.09831354618425547,0.19721126386584625,128940
2,동아에스티,2024,Q4,헬스케어,-0.4241662321269875,-0.07541477334987268,-0.03637947935954711,-0.15335004914099204,0.27692307692307727,2.5660420479614467,-0.021591135692260677,0.050517048989813185,170900
2,종근당,2024,Q4,헬스케어,-0.24418645274408673,-0.02352794122626034,-0.03637947935954711,-0.05239575318094447,0.27692307692307727,-0.6333660800368137,0.007975410175320441,0.03744108385905353,185750
